filename,fold,target,primary_label,durations,call_probs
627535.wav,2,0,lesred1,19.2629375,1 1 1 1
626653.wav,4,0,lesred1,16.7645625,1 1 1 1
626652.wav,1,0,lesred1,4.5279375,1
626621.wav,1,0,lesred1,7.243375,1 1
626619.wav,4,0,lesred1,7.981375,1 1
619015.wav,1,0,lesred1,28.71625,1 1 1 1 1 1
619014.wav,1,0,lesred1,16.022625,1 1 1 1
619013.wav,5,0,lesred1,12.9171875,1 1 1
619012.wav,4,0,lesred1,14.2983125,1 1 1
619011.wav,1,0,lesred1,36.437125,1 1 1 1 1 1 1 1
619001.wav,5,0,lesred1,36.10825,1 1 1 1 1 1 1 1
619000.wav,1,0,lesred1,10.33025,1 1 0
618999.wav,5,0,lesred1,23.349375,1 1 1 1 1
618994.wav,5,0,lesred1,2.8060625,1
617157.wav,3,0,lesred1,9.436375,1 1
617156.wav,4,0,lesred1,3.1575,1
617153.wav,2,0,lesred1,22.7561875,1 1 1 1 1
617150.wav,5,0,lesred1,11.6730625,1 1 1
617147.wav,5,0,lesred1,42.4264375,1 1 1 1 1 1 1 1 1
617145.wav,3,0,lesred1,25.4091875,1 1 1 1 1 1
614963.wav,2,0,lesred1,2.5283125,1
614231.wav,2,0,lesred1,3.999875,1
614229.wav,3,0,lesred1,2.3048125,1
614228.wav,3,0,lesred1,27.302875,1 1 1 1 1 1
614226.wav,4,0,lesred1,18.1134375,1 1 1 1
614225.wav,5,0,lesred1,25.8135625,1 1 1 1 1 1
614223.wav,4,0,lesred1,4.9778125,1
611695.wav,3,0,lesred1,2.828375,1
611057.wav,5,0,lesred1,81.3191875,1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0
603468.wav,4,0,lesred1,6.01725,1 1
601948.wav,4,0,lesred1,26.468625,1 1 1 1 1 1
601947.wav,4,0,lesred1,9.6670625,1 1
600665.wav,3,0,lesred1,10.0445,1 1 0
597448.wav,5,0,lesred1,28.016,1 1 1 1 1 1
597283.wav,4,0,lesred1,6.672,1 1
595041.wav,1,0,lesred1,10.4954375,1 1 0
594960.wav,5,0,lesred1,14.1035625,1 1 1
593794.wav,4,0,lesred1,8.1911875,1 1
569422.wav,5,0,lesred1,34.7458125,1 1 1 1 1 1 1
569421.wav,5,0,lesred1,30.0894375,1 1 1 1 1 1 0
569420.wav,5,0,lesred1,14.7810625,1 1 1
569419.wav,1,0,lesred1,23.4084375,1 1 1 1 1
569418.wav,1,0,lesred1,9.521125,1 1
569414.wav,1,0,lesred1,8.3699375,1 1
565332.wav,1,0,lesred1,4.6258125,1
562680.wav,3,0,lesred1,13.457625,1 1 1
535758.wav,3,0,lesred1,3.4575625,1
535754.wav,4,0,lesred1,8.3504375,1 1
524620.wav,3,0,lesred1,50.592,1 1 1 1 1 1 1 1 1 1 0
489224.wav,5,0,lesred1,18.07675,0 1 1 0
482789.wav,1,0,lesred1,11.67675,1 1 1
435238.wav,1,0,lesred1,10.9725,1 1 1
393812.wav,5,0,lesred1,23.133375,1 1 1 1 1
379859.wav,5,0,lesred1,16.8268125,1 1 1 0
379853.wav,3,0,lesred1,8.9349375,1 1
354533.wav,1,0,lesred1,22.4798125,1 1 1 1 1
350459.wav,2,0,lesred1,3.838,1
350458.wav,2,0,lesred1,4.323875,1
325247.wav,3,0,lesred1,43.6061875,1 1 1 1 1 1 1 1 1
324628.wav,4,0,lesred1,20.2449375,1 1 1 1 0
293851.wav,4,0,lesred1,65.54125,1 1 1 1 1 1 1 1 1 1 1 1 1 0
288884.wav,5,0,lesred1,24.1826875,1 1 1 1 1
281793.wav,3,0,lesred1,6.5045,1 1
243940.wav,3,0,lesred1,33.4966875,1 1 1 1 1 1 1
212526.wav,3,0,lesred1,56.2155,1 1 1 1 1 1 1 1 1 1 1 1
206477.wav,4,0,lesred1,25.887375,1 1 1 1 1 1
202054.wav,1,0,lesred1,11.538125,1 1 0
202041.wav,4,0,lesred1,10.7830625,1 1 1
188413.wav,1,0,lesred1,86.0193125,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
187930.wav,1,0,lesred1,11.1456875,1 0 1
187929.wav,3,0,lesred1,7.7649375,1 1
152432.wav,4,0,lesred1,15.595125,1 1 1 1
146727.wav,4,0,lesred1,23.6593125,1 1 1 1 1
90382.wav,4,0,lesred1,21.969,1 1 1 1 0
77423.wav,3,0,lesred1,36.179625,1 1 1 1 1 1 1 1
77421.wav,3,0,lesred1,26.5143125,1 1 1 1 1 1
55413.wav,1,0,lesred1,29.897,1 1 1 1 1 1
49752.wav,4,0,lesred1,17.789375,1 1 1 1
26308.wav,1,0,lesred1,15.41225,1 1 1 0
26244.wav,1,0,lesred1,14.053875,1 1 1
693050.wav,5,0,lesred1,18.271875,1 1 1 1
693049.wav,4,0,lesred1,9.5121875,1 1
692796.wav,4,0,lesred1,13.2818125,1 1 1
684173.wav,4,0,lesred1,26.5873125,1 1 1 1 1 1
684124.wav,1,0,lesred1,5.13425,1 0
684092.wav,3,0,lesred1,15.1189375,1 1 1 0
682838.wav,5,0,lesred1,12.31075,1 1 0
681829.wav,3,0,lesred1,10.0551875,1 1 0
680117.wav,2,0,lesred1,13.4743125,1 1 1
680116.wav,2,0,lesred1,3.2573125,1
667449.wav,3,0,lesred1,206.8375625,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
642179.wav,3,0,lesred1,11.5765625,1 1 1
642178.wav,3,0,lesred1,56.76225,1 1 1 1 1 1 1 1 1 1 1 1
632506.wav,4,0,lesred1,7.032,1 1
632505.wav,1,0,lesred1,15.0,1 1 1
632504.wav,2,0,lesred1,4.032,1
619732.wav,3,0,lesred1,24.2478125,1 1 1 1 1
619730.wav,3,0,lesred1,17.7031875,1 1 1 1
619017.wav,4,0,lesred1,17.5069375,1 1 1 1
619016.wav,3,0,lesred1,34.49175,1 1 1 1 1 1 1
619009.wav,3,0,lesred1,28.696,1 1 1 1 1 1
618235.wav,3,0,lesred1,3.3436875,1
616690.wav,1,0,lesred1,9.5606875,1 1
614844.wav,1,0,lesred1,5.8019375,1 1
613784.wav,4,0,lesred1,18.7298125,1 1 1 1
611694.wav,2,0,lesred1,3.86325,1
599251.wav,3,0,lesred1,19.017125,1 1 1 1
599246.wav,1,0,lesred1,18.311875,1 1 1 1
597235.wav,5,0,lesred1,11.2326875,1 1 1
596838.wav,3,0,lesred1,45.72,1 1 1 1 1 1 1 1 1 0
594388.wav,3,0,lesred1,7.461875,1 1
594387.wav,5,0,lesred1,2.5469375,1
594384.wav,4,0,lesred1,4.049375,1
593285.wav,2,0,lesred1,4.911,1
584309.wav,4,0,lesred1,16.251375,1 1 1 0
393817.wav,4,0,lesred1,22.6870625,1 1 1 1 1
390301.wav,4,0,lesred1,36.06,1 1 1 1 1 1 1 1
379924.wav,3,0,lesred1,9.821125,1 1
379923.wav,4,0,lesred1,13.29425,1 0 1
323041.wav,3,0,lesred1,13.4098125,1 1 1
295295.wav,4,0,lesred1,13.6359375,1 1 1
200064.wav,2,0,lesred1,12.721,1 1 1
198575.wav,4,0,lesred1,3.99675,1
142998.wav,1,0,lesred1,9.867375,1 1
69801.wav,1,0,lesred1,6.99525,1 1
682670.wav,2,0,lesred1,16.1031875,1 1 1 0
639800.wav,3,0,lesred1,12.68175,1 1 1
638991.wav,5,0,lesred1,14.00425,1 1 1
638990.wav,2,0,lesred1,10.5098125,1 1 0
596948.wav,1,0,lesred1,22.7928125,1 1 1 1 1
596087.wav,4,0,lesred1,15.648,1 1 1 1
586780.wav,1,0,lesred1,22.8,1 1 1 1 1
558059.wav,4,0,lesred1,200.272125,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
546533.wav,5,0,lesred1,5.4495625,1 1
545324.wav,3,0,lesred1,3.2710625,1
505391.wav,2,0,lesred1,7.4295,1 1
470684.wav,2,0,lesred1,13.22375,1 1 1
400416.wav,4,0,lesred1,4.4178125,1
323033.wav,2,0,lesred1,45.30375,1 1 1 1 1 1 1 1 1 0
597755.wav,1,0,lesred1,13.015,1 1 1
590995.wav,3,0,lesred1,10.79925,1 1 1
443698.wav,5,0,lesred1,16.465,1 1 1 1
443697.wav,5,0,lesred1,33.457,1 1 1 1 1 1 1
443696.wav,4,0,lesred1,10.081,1 1 0
701212.wav,3,1,comred,12.1921875,1 1 1
696590.wav,5,1,comred,12.80725,1 1 1
696352.wav,4,1,comred,19.4145625,1 1 1 1
689276.wav,4,1,comred,11.513125,1 1 1
688285.wav,2,1,comred,11.5,1 1 1
688283.wav,1,1,comred,16.0,1 1 1
688282.wav,3,1,comred,31.0,1 1 1 1 1 1
688278.wav,2,1,comred,12.0,1 1
688277.wav,3,1,comred,16.0,1 1 1
688275.wav,4,1,comred,27.0,1 1 1 1 1
688273.wav,1,1,comred,17.0,1 1 1
688249.wav,4,1,comred,20.0,1 1 1 1
688248.wav,5,1,comred,16.0,1 1 1
688247.wav,3,1,comred,42.0,1 1 1 1 1 1 1 1
687649.wav,4,1,comred,42.7173125,1 1 1 1 1 1 1 1 1
687648.wav,2,1,comred,75.0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
687647.wav,4,1,comred,20.75,1 1 1 1 0
687222.wav,5,1,comred,44.4790625,1 1 1 1 1 1 1 1 1
686353.wav,1,1,comred,9.365,1 1
680536.wav,3,1,comred,60.081625,1 1 1 1 1 1 1 1 1 1 1 1 0
677168.wav,5,1,comred,16.994375,1 1 1 1
674757.wav,2,1,comred,21.4204375,1 1 1 1 1
673442.wav,4,1,comred,32.3473125,1 1 1 1 1 1 1
673441.wav,4,1,comred,13.8301875,1 1 1
642110.wav,2,1,comred,10.18775,1 1 1
628446.wav,1,1,comred,54.358125,1 1 1 1 1 1 1 1 1 1 1
626750.wav,2,1,comred,10.56,1 1 0
610600.wav,1,1,comred,15.2555,1 1 1 0
607060.wav,2,1,comred,140.496,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
604215.wav,1,1,comred,50.1095,1 1 1 1 1 1 1 1 1 1 0
599650.wav,3,1,comred,27.298,1 1 1 1 1 1
583715.wav,4,1,comred,13.750875,1 1 1
552770.wav,5,1,comred,207.9413125,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
535779.wav,3,1,comred,73.182625,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
503379.wav,4,1,comred,9.101375,1 1
489924.wav,2,1,comred,40.04575,1 1 1 1 1 1 1 1 0
489923.wav,1,1,comred,160.391875,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
489922.wav,4,1,comred,35.1869375,1 1 1 1 1 1 1 0
489921.wav,1,1,comred,15.30775,1 1 1 0
489920.wav,2,1,comred,24.189375,1 1 1 1 1
489919.wav,2,1,comred,10.266125,1 1 1
489918.wav,2,1,comred,31.3730625,1 1 1 1 1 1 0
489917.wav,2,1,comred,98.795125,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
489916.wav,4,1,comred,239.8824375,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
489915.wav,4,1,comred,35.3436875,1 1 1 1 1 1 1 0
488205.wav,1,1,comred,57.45225,1 1 1 1 1 1 1 1 1 1 1 1
488039.wav,5,1,comred,13.9493125,1 1 0
457204.wav,4,1,comred,22.68,1 1 1 1 1
448473.wav,1,1-2,comred,9.18,1 1
448470.wav,5,1-2,comred,4.968,1
445187.wav,1,1,comred,22.857125,1 1 1 1 1
445111.wav,5,1,comred,8.158125,1 1
444032.wav,1,1,comred,23.335,1 1 1 1 1
443141.wav,2,1,comred,19.536,1 1 1 1
438867.wav,4,1,comred,5.90675,1 1
437868.wav,3,1,comred,28.119375,1 1 1 1 1 1
437867.wav,1,1,comred,52.7786875,1 1 1 1 1 1 1 1 1 1 1
437865.wav,2,1,comred,24.0326875,1 1 1 1 1
435385.wav,4,1,comred,11.4165625,1 1 1
430003.wav,5,1,comred,17.1546875,1 1 1 1
416053.wav,5,1,comred,12.1451875,1 1 1
404555.wav,5,1,comred,33.36,1 1 1 1 1 1 1
398879.wav,2,1,comred,7.5504375,1 1
398876.wav,2,1,comred,14.44575,1 1 1
396879.wav,4,1,comred,11.520125,1 0 0
396349.wav,2,1,comred,197.952,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
393607.wav,1,1,comred,11.337125,1 1 1
391795.wav,1,1,comred,30.04425,1 1 1 1 1 1 0
390508.wav,3,1,comred,6.9620625,1 1
390060.wav,1,1,comred,22.1738125,1 1 1 1 1
389991.wav,1,1,comred,10.2051875,1 1 0
388931.wav,3,1,comred,10.104,1 1 0
383642.wav,5,1,comred,31.635,1 1 1 1 1 1 1
383641.wav,3,1,comred,37.143,1 1 1 1 1 1 1 1
383640.wav,3,1,comred,59.104,1 1 1 1 1 1 1 1 1 1 1 1
377954.wav,5,1,comred,51.069375,1 1 1 1 1 1 1 1 1 1 1
377952.wav,2,1,comred,13.009,1 1 1
377950.wav,2,1,comred,55.6146875,1 1 1 1 1 1 1 1 1 1 1 1
377949.wav,2,1,comred,63.6081875,1 1 1 1 1 1 1 1 1 1 1 1 1
356797.wav,2,1,comred,34.92,1 1 1 1 1 1 1
342798.wav,3,1,comred,10.82875,1 1 1
338595.wav,1,1,comred,16.1654375,1 1 1 1
324764.wav,3,1,comred,12.2298125,1 1 1
263908.wav,5,1,comred,11.005875,1 0 1
263907.wav,3,1,comred,41.09325,1 1 1 1 1 1 1 1 1
218773.wav,5,1,comred,21.672,1 1 1 1 0
218772.wav,3,1,comred,72.936,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
218758.wav,3,1,comred,30.864,1 1 1 1 1 1 1
216986.wav,5,1,comred,17.6588125,1 1 0 1
216985.wav,1,1,comred,12.95675,1 1 1
205676.wav,2,1,comred,33.3845625,1 1 1 1 1 1 1
205530.wav,3,1,comred,49.008,1 1 1 1 1 1 1 1 1 1
190075.wav,1,1,comred,42.7479375,1 1 1 1 1 1 1 1 1
172086.wav,3,1-2,comred,127.249,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
171759.wav,1,1-2,comred,10.825,1 1 1
168551.wav,2,1,comred,67.08,1 1 1 1 1 1 1 1 1 1 1 1 1 1
152950.wav,1,1,comred,29.736,1 1 1 1 1 1
152480.wav,2,1,comred,31.651125,1 1 1 1 1 0 1
144148.wav,4,1,comred,18.1511875,1 1 1 1
141708.wav,1,1,comred,22.56,1 1 1 1 1
130445.wav,5,1,comred,124.9959375,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
128128.wav,1,1,comred,132.022875,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
107048.wav,4,1,comred,48.2481875,1 1 1 1 1 1 1 1 1 1
92046.wav,5,1,comred,15.384,1 1 1 1
92045.wav,4,1,comred,18.96,1 1 1 1
64630.wav,5,1,comred,29.1526875,1 1 1 1 1 1
58550.wav,4,1,comred,29.1526875,1 1 1 1 1 1
43844.wav,1,1,comred,9.6130625,1 1
41077.wav,1,1,comred,13.536,1 1 1
41076.wav,1,1,comred,42.48,1 1 1 1 1 1 1 1 1
41075.wav,5,1,comred,15.864,1 1 1 0
36320.wav,4,1,comred,15.751875,1 1 1 1
35068.wav,5,1,comred,5.06775,1 0
703581.wav,2,1,comred,11.055,1 1 1
701213.wav,4,1,comred,35.199375,1 1 1 1 1 1 1 0
699250.wav,1,1,comred,145.2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
698908.wav,1,1,comred,40.9041875,1 1 1 1 1 1 1 1 0
696351.wav,1,1,comred,55.2275,1 1 1 1 1 1 1 1 1 1 1 0
696350.wav,5,1,comred,26.8889375,1 1 1 1 1 1
696349.wav,3,1,comred,27.1395625,1 1 1 1 1 1
691309.wav,3,1,comred,127.2090625,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
688284.wav,4,1,comred,12.0,1 1
688281.wav,3,1,comred,32.0,1 1 1 1 1 1
688280.wav,3,1,comred,21.0,1 1 1 1
688279.wav,2,1,comred,8.228,1 1
688274.wav,3,1,comred,27.0,1 1 1 1 1
688272.wav,1,1,comred,24.0,1 1 1 1
688271.wav,1,1,comred,29.0,1 1 1 1 1
687246.wav,4,1,comred,20.0791875,1 1 1 1 0
686352.wav,5,1,comred,21.556,1 1 1 1 1
684785.wav,2,1,comred,9.144,1 1
682505.wav,2,1,comred,4.712875,1
682504.wav,2,1,comred,6.6566875,1 1
675889.wav,1,1,comred,27.8465625,1 1 1 1 1 0
675600.wav,1,1,comred,15.0988125,1 0 1 0
675324.wav,5,1,comred,43.337125,1 1 1 1 1 1 1 1 1
675172.wav,5,1,comred,21.0546875,1 1 1 1 1
674866.wav,1,1,comred,19.539625,1 1 1 0
663032.wav,3,1,comred,20.9186875,1 1 1 1 1
657040.wav,2,1,comred,21.771625,1 1 1 1 1
645823.wav,2,1,comred,15.409,1 1 1 0
645822.wav,2,1,comred,23.473,1 1 1 1 1
642111.wav,2,1,comred,41.299625,1 1 1 1 1 1 1 1 1
642109.wav,1,1,comred,2.0636875,1
641882.wav,2,1,comred,5.565,1 1
641880.wav,4,1,comred,9.81,1 1
641879.wav,4,1,comred,11.085,1 1 1
637842.wav,4,1,comred,267.44275,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
616532.wav,1,1,comred,11.5865,1 1 1
613369.wav,4,1,comred,8.895625,1 1
603111.wav,4,1,comred,21.9291875,1 1 1 1 1
601588.wav,2,1,comred,8.829375,1 1
601144.wav,1,1,comred,30.3804375,1 1 1 1 1 0 0
600204.wav,4,1,comred,3.2914375,1
600088.wav,4,1,comred,6.426125,1 1
599176.wav,5,1,comred,8.787,1 1
598950.wav,4,1,comred,10.213875,1 1 0
597291.wav,3,1,comred,3.295,1
597290.wav,2,1,comred,3.735,1
595602.wav,5,1,comred,36.2901875,1 1 1 1 1 1 1 0
594605.wav,3,1,comred,19.269625,1 1 1 1
594330.wav,3,1,comred,20.5845,1 1 1 1 0
594295.wav,2,1,comred,20.0359375,1 1 1 1 0
593572.wav,3,1,comred,10.031,1 0 0
593202.wav,1,1,comred,32.92675,1 1 1 1 1 1 1
591127.wav,4,1,comred,16.2641875,1 1 1 0
589966.wav,2,1,comred,12.598125,1 1 1
589748.wav,4,1,comred,9.332125,1 0
571267.wav,3,1,comred,6.1563125,1 1
567556.wav,1,1,comred,28.5256875,1 1 1 1 1 1
536918.wav,2,1,comred,23.226,1 1 1 1 1
535780.wav,3,1,comred,43.007375,1 1 1 1 1 1 1 1 1
535778.wav,2,1,comred,16.5706875,1 1 1 1
535777.wav,5,1,comred,1.8900625,1
535776.wav,2,1,comred,6.6236875,1 1
535775.wav,4,1,comred,17.7985,1 1 1 1
535774.wav,3,1,comred,21.839125,1 1 1 1 1
535773.wav,4,1,comred,2.6143125,1
535772.wav,1,1,comred,25.58525,1 1 1 1 1 1
535770.wav,1,1,comred,1.1393125,1
535769.wav,2,1,comred,19.3158125,1 1 1 1
535768.wav,3,1,comred,14.2154375,1 1 1
