filename,fold,target,primary_label,durations
613784.wav,1,0,lesred1,18.7298125
599251.wav,2,0,lesred1,19.017125
599246.wav,1,0,lesred1,18.311875
597235.wav,1,0,lesred1,11.2326875
596838.wav,1,0,lesred1,45.72
594388.wav,1,0,lesred1,7.461875
584309.wav,2,0,lesred1,16.251375
393817.wav,2,0,lesred1,22.6870625
390301.wav,1,0,lesred1,36.06
379924.wav,2,0,lesred1,9.821125
379923.wav,2,0,lesred1,13.29425
323041.wav,2,0,lesred1,13.4098125
295295.wav,1,0,lesred1,13.6359375
200064.wav,2,0,lesred1,12.721
142998.wav,1,0,lesred1,9.867375
69801.wav,2,0,lesred1,6.99525
682670.wav,1,0,lesred1,16.1031875
639800.wav,1,0,lesred1,12.68175
638991.wav,2,0,lesred1,14.00425
638990.wav,2,0,lesred1,10.5098125
596948.wav,1,0,lesred1,22.7928125
596087.wav,1,0,lesred1,15.648
586780.wav,1,0,lesred1,22.8
505391.wav,1,0,lesred1,7.4295
470684.wav,2,0,lesred1,13.22375
323033.wav,2,0,lesred1,45.30375
597755.wav,2,0,lesred1,13.015
590995.wav,1,0,lesred1,10.79925
443698.wav,1,0,lesred1,16.465
443697.wav,1,0,lesred1,33.457
443696.wav,2,0,lesred1,10.081
701212.wav,2,1,comred,12.1921875
696590.wav,1,1,comred,12.80725
696352.wav,2,1,comred,19.4145625
689276.wav,1,1,comred,11.513125
688285.wav,2,1,comred,11.5
688283.wav,2,1,comred,16.0
688282.wav,2,1,comred,31.0
688278.wav,1,1,comred,12.0
688277.wav,2,1,comred,16.0
688275.wav,2,1,comred,27.0
688273.wav,2,1,comred,17.0
688249.wav,1,1,comred,20.0
688248.wav,1,1,comred,16.0
688247.wav,1,1,comred,42.0
687649.wav,2,1,comred,42.7173125
687648.wav,2,1,comred,75.0
687647.wav,1,1,comred,20.75
687222.wav,2,1,comred,44.4790625
686353.wav,2,1,comred,9.365
680536.wav,2,1,comred,60.081625
677168.wav,1,1,comred,16.994375
674757.wav,1,1,comred,21.4204375
673442.wav,2,1,comred,32.3473125
673441.wav,1,1,comred,13.8301875
642110.wav,1,1,comred,10.18775
628446.wav,2,1,comred,54.358125
626750.wav,2,1,comred,10.56
610600.wav,1,1,comred,15.2555
604215.wav,2,1,comred,50.1095
599650.wav,2,1,comred,27.298
583715.wav,2,1,comred,13.750875
535779.wav,2,1,comred,73.182625
503379.wav,2,1,comred,9.101375
489924.wav,2,1,comred,40.04575
489922.wav,1,1,comred,35.1869375
489921.wav,1,1,comred,15.30775
489920.wav,2,1,comred,24.189375
489919.wav,2,1,comred,10.266125
489918.wav,1,1,comred,31.3730625
489917.wav,2,1,comred,98.795125
489915.wav,1,1,comred,35.3436875
488205.wav,2,1,comred,57.45225
488039.wav,1,1,comred,13.9493125
457204.wav,1,1,comred,22.68
448473.wav,2,1,comred,9.18
445187.wav,1,1,comred,22.857125
445111.wav,1,1,comred,8.158125
444032.wav,2,1,comred,23.335
443141.wav,1,1,comred,19.536
437868.wav,2,1,comred,28.119375
437867.wav,2,1,comred,52.7786875
437865.wav,1,1,comred,24.0326875
435385.wav,1,1,comred,11.4165625
430003.wav,2,1,comred,17.1546875
416053.wav,1,1,comred,12.1451875
404555.wav,2,1,comred,33.36
398879.wav,2,1,comred,7.5504375
398876.wav,1,1,comred,14.44575
396879.wav,2,1,comred,11.520125
393607.wav,1,1,comred,11.337125
391795.wav,1,1,comred,30.04425
390508.wav,1,1,comred,6.9620625
390060.wav,1,1,comred,22.1738125
389991.wav,2,1,comred,10.2051875
388931.wav,1,1,comred,10.104
383642.wav,2,1,comred,31.635
383641.wav,1,1,comred,37.143
383640.wav,1,1,comred,59.104
377954.wav,2,1,comred,51.069375
377952.wav,1,1,comred,13.009
377950.wav,2,1,comred,55.6146875
377949.wav,1,1,comred,63.6081875
356797.wav,2,1,comred,34.92
342798.wav,2,1,comred,10.82875
338595.wav,2,1,comred,16.1654375
324764.wav,1,1,comred,12.2298125
263908.wav,2,1,comred,11.005875
263907.wav,2,1,comred,41.09325
218773.wav,1,1,comred,21.672
218772.wav,2,1,comred,72.936
218758.wav,1,1,comred,30.864
216986.wav,2,1,comred,17.6588125
216985.wav,2,1,comred,12.95675
205676.wav,1,1,comred,33.3845625
205530.wav,2,1,comred,49.008
190075.wav,1,1,comred,42.7479375
171759.wav,1,1,comred,10.825
168551.wav,2,1,comred,67.08
152950.wav,1,1,comred,29.736
152480.wav,1,1,comred,31.651125
144148.wav,1,1,comred,18.1511875
141708.wav,1,1,comred,22.56
107048.wav,1,1,comred,48.2481875
92046.wav,2,1,comred,15.384
92045.wav,2,1,comred,18.96
64630.wav,1,1,comred,29.1526875
58550.wav,2,1,comred,29.1526875
43844.wav,2,1,comred,9.6130625
41077.wav,2,1,comred,13.536
41076.wav,2,1,comred,42.48
41075.wav,1,1,comred,15.864
36320.wav,2,1,comred,15.751875
703581.wav,2,1,comred,11.055
701213.wav,1,1,comred,35.199375
698908.wav,1,1,comred,40.9041875
696351.wav,2,1,comred,55.2275
696350.wav,2,1,comred,26.8889375
696349.wav,2,1,comred,27.1395625
688284.wav,2,1,comred,12.0
688281.wav,2,1,comred,32.0
688280.wav,2,1,comred,21.0
688279.wav,1,1,comred,8.228
688274.wav,2,1,comred,27.0
688272.wav,2,1,comred,24.0
688271.wav,2,1,comred,29.0
687246.wav,1,1,comred,20.0791875
686352.wav,1,1,comred,21.556
684785.wav,1,1,comred,9.144
682504.wav,2,1,comred,6.6566875
675889.wav,2,1,comred,27.8465625
675600.wav,2,1,comred,15.0988125
675324.wav,2,1,comred,43.337125
675172.wav,2,1,comred,21.0546875
674866.wav,2,1,comred,19.539625
663032.wav,1,1,comred,20.9186875
657040.wav,1,1,comred,21.771625
645823.wav,1,1,comred,15.409
645822.wav,2,1,comred,23.473
642111.wav,1,1,comred,41.299625
641880.wav,2,1,comred,9.81
641879.wav,1,1,comred,11.085
616532.wav,1,1,comred,11.5865
613369.wav,1,1,comred,8.895625
603111.wav,1,1,comred,21.9291875
601588.wav,1,1,comred,8.829375
601144.wav,1,1,comred,30.3804375
600088.wav,2,1,comred,6.426125
599176.wav,2,1,comred,8.787
598950.wav,1,1,comred,10.213875
595602.wav,2,1,comred,36.2901875
594605.wav,1,1,comred,19.269625
594330.wav,2,1,comred,20.5845
594295.wav,1,1,comred,20.0359375
593572.wav,1,1,comred,10.031
593202.wav,2,1,comred,32.92675
591127.wav,2,1,comred,16.2641875
589966.wav,1,1,comred,12.598125
589748.wav,1,1,comred,9.332125
571267.wav,2,1,comred,6.1563125
567556.wav,1,1,comred,28.5256875
536918.wav,2,1,comred,23.226
535780.wav,1,1,comred,43.007375
535778.wav,1,1,comred,16.5706875
535776.wav,2,1,comred,6.6236875
535775.wav,1,1,comred,17.7985
535774.wav,1,1,comred,21.839125
535772.wav,1,1,comred,25.58525
535769.wav,1,1,comred,19.3158125
535768.wav,2,1,comred,14.2154375
535765.wav,2,1,comred,20.715125
535763.wav,1,1,comred,88.522125
535762.wav,2,1,comred,6.8661875
535761.wav,1,1,comred,16.64
530512.wav,1,1,comred,19.483125
514125.wav,1,1,comred,20.057125
505076.wav,2,1,comred,27.3935625
503740.wav,2,1,comred,10.1455625
500745.wav,2,1,comred,15.534
493425.wav,1,1,comred,13.949375
486004.wav,2,1,comred,10.5365625
481085.wav,1,1,comred,7.47825
479150.wav,2,1,comred,92.7769375
478956.wav,1,1,comred,7.9215625
478951.wav,1,1,comred,14.363
474447.wav,2,1,comred,30.850625
470814.wav,1,1,comred,12.168
470813.wav,2,1,comred,13.416
464223.wav,1,1,comred,13.1668125
446867.wav,2,1,comred,13.2443125
445114.wav,1,1,comred,10.7693125
445113.wav,1,1,comred,8.4590625
445112.wav,2,1,comred,12.367125
442674.wav,2,1,comred,37.329
441593.wav,1,1,comred,15.864
441591.wav,2,1,comred,8.64
441590.wav,2,1,comred,12.888
441589.wav,2,1,comred,12.6
441588.wav,2,1,comred,23.064
441264.wav,2,1,comred,44.3958125
441209.wav,1,1,comred,7.1041875
438866.wav,2,1,comred,8.9659375
438453.wav,1,1,comred,10.3253125
438134.wav,1,1,comred,27.9365
437866.wav,2,1,comred,25.507125
437864.wav,2,1,comred,54.564
435382.wav,1,1,comred,6.7668125
435242.wav,2,1,comred,11.1815
435239.wav,2,1,comred,10.2410625
404554.wav,2,1,comred,15.048
397786.wav,2,1,comred,24.5303125
394761.wav,1,1,comred,9.247375
393582.wav,1,1,comred,10.3600625
393241.wav,2,1,comred,17.04
383524.wav,1,1,comred,43.0236875
382982.wav,2,1,comred,23.4840625
382981.wav,2,1,comred,26.1746875
382978.wav,1,1,comred,10.2373125
382977.wav,1,1,comred,69.5458125
368329.wav,2,1,comred,12.279625
362653.wav,1,1,comred,16.968
356799.wav,2,1,comred,33.336
356249.wav,1,1,comred,15.432
353871.wav,2,1,comred,7.536
353705.wav,2,1,comred,11.232
352334.wav,1,1,comred,11.9651875
351508.wav,1,1,comred,20.328
350461.wav,1,1,comred,23.947875
350460.wav,2,1,comred,16.7531875
336154.wav,1,1,comred,10.008
336152.wav,2,1,comred,16.608
331302.wav,1,1,comred,16.536
322836.wav,2,1,comred,25.65225
322824.wav,1,1,comred,35.1085625
309038.wav,2,1,comred,56.3861875
298953.wav,2,1,comred,37.3224375
293016.wav,1,1,comred,16.081
289567.wav,1,1,comred,19.35675
283903.wav,2,1,comred,26.7866875
254577.wav,1,1,comred,22.597
254576.wav,2,1,comred,46.995375
240481.wav,2,1,comred,23.1920625
236475.wav,2,1,comred,22.422375
218776.wav,1,1,comred,31.824
218775.wav,1,1,comred,33.912
218767.wav,2,1,comred,36.504
218762.wav,2,1,comred,32.448
218760.wav,1,1,comred,37.488
218759.wav,1,1,comred,25.272
218754.wav,2,1,comred,56.04
208556.wav,2,1,comred,27.8726875
205534.wav,1,1,comred,30.864
205098.wav,2,1,comred,25.10475
172364.wav,1,1,comred,52.273
172075.wav,1,1,comred,87.817
171760.wav,1,1,comred,59.425
171758.wav,2,1,comred,12.481
171756.wav,1,1,comred,81.625
171755.wav,2,1,comred,34.729
158097.wav,1,1,comred,12.048
156267.wav,1,1,comred,25.296
149178.wav,1,1,comred,6.8440625
138254.wav,1,1,comred,16.666125
138244.wav,2,1,comred,19.8530625
130443.wav,2,1,comred,20.7935
118265.wav,2,1,comred,18.192
115598.wav,1,1,comred,23.952
115597.wav,1,1,comred,35.808
115596.wav,2,1,comred,49.104
115595.wav,1,1,comred,11.088
113480.wav,2,1,comred,27.219625
100976.wav,2,1,comred,33.7705625
87487.wav,1,1,comred,30.929
67142.wav,2,1,comred,67.78775
65865.wav,2,1,comred,11.46775
31603.wav,2,1,comred,63.430625
30885.wav,2,1,comred,47.94
25622.wav,1,1,comred,8.6465625
680317.wav,1,1,comred,6.4435625
675360.wav,1,1,comred,45.035125
675173.wav,2,1,comred,73.7436875
674871.wav,2,1,comred,21.733875
674780.wav,2,1,comred,45.035125
674759.wav,2,1,comred,28.9436875
674758.wav,2,1,comred,49.4759375
674225.wav,1,1,comred,10.631875
645820.wav,1,1,comred,89.905
622945.wav,1,1,comred,7.3926875
620749.wav,1,1,comred,36.6875625
614178.wav,1,1,comred,18.259875
602191.wav,2,1,comred,14.088
600151.wav,2,1,comred,19.553
592902.wav,2,1,comred,21.098
540516.wav,2,1,comred,8.7539375
513651.wav,2,1,comred,13.871
508024.wav,1,1,comred,18.6775625
507032.wav,2,1,comred,19.2948125
488207.wav,1,1,comred,30.02125
488042.wav,1,1,comred,6.359375
488038.wav,1,1,comred,8.0666875
488031.wav,2,1,comred,17.24825
479147.wav,1,1,comred,15.5016875
479145.wav,1,1,comred,56.421375
478958.wav,1,1,comred,73.7094375
478957.wav,2,1,comred,90.128375
478954.wav,2,1,comred,29.7944375
478953.wav,1,1,comred,21.7890625
478952.wav,1,1,comred,14.363
460785.wav,1,1,comred,25.809
435384.wav,1,1,comred,21.16025
435383.wav,2,1,comred,15.961875
435261.wav,1,1,comred,14.4729375
435246.wav,1,1,comred,20.6116875
435245.wav,2,1,comred,11.99125
435243.wav,1,1,comred,17.7904375
435241.wav,2,1,comred,17.5815
432024.wav,2,1,comred,16.718375
432023.wav,2,1,comred,20.9501875
432022.wav,1,1,comred,21.2898125
413172.wav,2,1,comred,57.649
413171.wav,2,1,comred,74.569
397442.wav,2,1,comred,17.351
395211.wav,1,1,comred,24.624
394965.wav,1,1,comred,37.728
394131.wav,1,1,comred,7.824
394130.wav,1,1,comred,6.888
394092.wav,2,1,comred,31.248
394091.wav,2,1,comred,7.68
393597.wav,1,1,comred,9.6130625
393594.wav,1,1,comred,10.9453125
393199.wav,1,1,comred,9.169
391927.wav,2,1,comred,23.4
391926.wav,1,1,comred,12.288
391924.wav,1,1,comred,16.368
391921.wav,1,1,comred,16.704
391920.wav,1,1,comred,7.56
391860.wav,2,1,comred,37.032
391312.wav,1,1,comred,18.177
388703.wav,1,1,comred,8.9899375
383245.wav,2,1,comred,6.607875
362655.wav,1,1,comred,33.504
362652.wav,2,1,comred,12.864
360530.wav,2,1,comred,8.544
359282.wav,2,1,comred,10.475125
354428.wav,2,1,comred,7.608
353710.wav,1,1,comred,14.808
353704.wav,1,1,comred,95.856
353703.wav,2,1,comred,33.096
351358.wav,2,1,comred,34.105
343271.wav,1,1,comred,27.0639375
343263.wav,2,1,comred,32.78475
336153.wav,2,1,comred,8.088
288185.wav,1,1,comred,10.3716875
287573.wav,1,1,comred,6.481
284478.wav,2,1,comred,28.8653125
218766.wav,2,1,comred,21.96
218765.wav,2,1,comred,20.976
214125.wav,1,1,comred,34.0636875
207465.wav,1,1,comred,16.58775
206539.wav,1,1,comred,9.0645
205532.wav,2,1,comred,38.736
200564.wav,2,1,comred,9.84925
174612.wav,1,1,comred,24.193
172366.wav,2,1,comred,10.273
172363.wav,2,1,comred,20.977
171753.wav,1,1,comred,10.585
171746.wav,2,1,comred,8.569
171369.wav,1,1,comred,10.465
168262.wav,1,1,comred,9.96
167405.wav,2,1,comred,10.944
156266.wav,2,1,comred,28.992
152747.wav,1,1,comred,63.648
152022.wav,2,1,comred,84.48
149166.wav,2,1,comred,9.142875
134016.wav,1,1,comred,36.7281875
128671.wav,1,1,comred,8.5420625
128669.wav,2,1,comred,16.0391875
128668.wav,2,1,comred,16.457125
115642.wav,1,1,comred,40.0799375
115600.wav,1,1,comred,29.168125
115599.wav,2,1,comred,8.448
112392.wav,2,1,comred,20.74125
93659.wav,1,1,comred,68.96325
30887.wav,1,1,comred,29.88
30886.wav,1,1,comred,44.8188125
622114.wav,1,1,comred,9.8220625
599431.wav,2,1,comred,13.9103125
598785.wav,1,1,comred,9.6653125
589384.wav,1,1,comred,7.2115
574295.wav,2,1,comred,10.50125
505135.wav,2,1,comred,11.650625
504877.wav,2,1,comred,10.7363125
488204.wav,1,1,comred,49.1506875
488202.wav,1,1,comred,29.5439375
488041.wav,1,1,comred,14.3639375
488040.wav,1,1,comred,14.3639375
488037.wav,1,1,comred,18.300875
488034.wav,1,1,comred,7.62225
486718.wav,2,1,comred,9.553375
485861.wav,1,1,comred,20.1271875
485176.wav,2,1,comred,7.8314375
483279.wav,1,1,comred,22.813625
479149.wav,2,1,comred,98.1764375
479148.wav,1,1,comred,53.747375
478955.wav,2,1,comred,16.5255625
440688.wav,1,1,comred,12.144
429202.wav,1,1,comred,36.72825
428956.wav,1,1,comred,38.617
428955.wav,1,1,comred,15.073
394300.wav,2,1,comred,24.936
393760.wav,2,1,comred,8.064
391925.wav,2,1,comred,25.68
343264.wav,2,1,comred,26.149625
294819.wav,2,1,comred,6.228625
171330.wav,2,1,comred,15.913
169545.wav,1,1,comred,11.952
167503.wav,1,1,comred,20.376
167406.wav,2,1,comred,54.552
153290.wav,1,1,comred,30.192
129460.wav,1,1,comred,37.6685625
128856.wav,2,1,comred,12.826125
128684.wav,2,1,comred,12.1991875
128680.wav,2,1,comred,8.829375
30884.wav,1,1,comred,31.7
534876.wav,2,1,comred,45.0
488210.wav,1,1,comred,13.109875
488203.wav,2,1,comred,16.1924375
452845.wav,1,1,comred,9.4448125
425149.wav,1,1,comred,16.849
425148.wav,2,1,comred,15.913
425147.wav,2,1,comred,12.073
425146.wav,1,1,comred,14.521
425145.wav,1,1,comred,36.313
425144.wav,1,1,comred,18.913
209317.wav,2,1,comred,6.9446875
129109.wav,2,1,comred,33.7763125
312665.wav,2,2,hoared,87.6
446942.wav,1,2,hoared,40.104
424283.wav,2,2,hoared,35.088
420271.wav,1,2,hoared,15.6158125
398790.wav,2,2,hoared,10.811875
322840.wav,2,2,hoared,28.6301875
276914.wav,1,2,hoared,6.744
276907.wav,2,2,hoared,41.304
142566.wav,2,2,hoared,11.28
142565.wav,1,2,hoared,10.272
142564.wav,2,2,hoared,51.48
142562.wav,2,2,hoared,10.968
142535.wav,1,2,hoared,15.912
142534.wav,2,2,hoared,17.352
142533.wav,2,2,hoared,13.368
142532.wav,2,2,hoared,26.28
142530.wav,2,2,hoared,8.76
142529.wav,1,2,hoared,43.776
142528.wav,2,2,hoared,15.144
142527.wav,1,2,hoared,11.952
142525.wav,2,2,hoared,52.296
142524.wav,2,2,hoared,13.128
142523.wav,2,2,hoared,31.584
140732.wav,1,2,hoared,12.384
140682.wav,1,2,hoared,16.224
140681.wav,1,2,hoared,38.928
140680.wav,1,2,hoared,60.96
140679.wav,1,2,hoared,44.424
140678.wav,2,2,hoared,53.472
140677.wav,1,2,hoared,12.96
139101.wav,1,2,hoared,48.3265625
138977.wav,1,2,hoared,36.989375
135137.wav,2,2,hoared,17.712
65804.wav,2,2,hoared,72.071875
64631.wav,2,2,hoared,75.650625
47818.wav,2,2,hoared,14.9943125
687052.wav,2,2,hoared,16.9288125
638958.wav,2,2,hoared,17.4759375
638956.wav,1,2,hoared,13.191875
597101.wav,2,2,hoared,43.1786875
597097.wav,1,2,hoared,17.7493125
597094.wav,1,2,hoared,19.1146875
597093.wav,1,2,hoared,16.896
543462.wav,1,2,hoared,47.62275
539250.wav,2,2,hoared,10.7363125
354767.wav,1,2,hoared,14.568
323098.wav,1,2,hoared,10.057125
322854.wav,2,2,hoared,47.647375
93009.wav,1,2,hoared,40.778625
602114.wav,1,2,hoared,15.5306875
480024.wav,2,2,hoared,24.1044375
322839.wav,1,2,hoared,31.2163125
284481.wav,1,2,hoared,53.6555
378203.wav,1,2,hoared,22.9355
378112.wav,2,2,hoared,10.7101875
172356.wav,2,2,hoared,61.105
172090.wav,1,2,hoared,9.841
172089.wav,2,2,hoared,88.489
172073.wav,1,2,hoared,10.993
172072.wav,1,2,hoared,98.113
172071.wav,1,2,hoared,89.425
165063.wav,2,2,hoared,11.52
171349.wav,1,2,hoared,7.584
697077.wav,2,3,shikra1,43.0498125
690030.wav,2,3,shikra1,39.50825
690029.wav,1,3,shikra1,33.2524375
689780.wav,1,3,shikra1,39.967375
664412.wav,2,3,shikra1,12.6325
654201.wav,2,3,shikra1,33.779625
637309.wav,2,3,shikra1,6.2850625
637308.wav,1,3,shikra1,57.48275
637306.wav,2,3,shikra1,68.2136875
637299.wav,1,3,shikra1,11.86775
555534.wav,1,3,shikra1,55.2844375
523320.wav,1,3,shikra1,54.624375
510776.wav,1,3,shikra1,12.4081875
479741.wav,2,3,shikra1,29.0
437636.wav,1,3,shikra1,35.99675
282409.wav,1,3,shikra1,75.996
236701.wav,1,3,shikra1,73.057
156908.wav,1,3,shikra1,98.599125
145288.wav,1,3,shikra1,76.272
145284.wav,1,3,shikra1,59.688
145283.wav,2,3,shikra1,52.776
74668.wav,1,3,shikra1,6.1649375
43605.wav,2,3,shikra1,32.287375
698015.wav,1,3,shikra1,23.4105
660991.wav,1,3,shikra1,78.653625
659804.wav,2,3,shikra1,33.4005625
623720.wav,1,3,shikra1,7.3504375
610335.wav,2,3,shikra1,15.925
610088.wav,1,3,shikra1,25.984
608134.wav,1,3,shikra1,6.528
