filename,fold,target,primary_label,durations,call_probs
482789.wav,1,0,lesred1,11.67675,1 1 1
435238.wav,1,0,lesred1,10.9725,1 1 1
393812.wav,5,0,lesred1,23.133375,1 1 1 1 1
379859.wav,5,0,lesred1,16.8268125,1 1 1 0
379853.wav,3,0,lesred1,8.9349375,1 1
354533.wav,1,0,lesred1,22.4798125,1 1 1 1 1
350459.wav,2,0,lesred1,3.838,1
350458.wav,2,0,lesred1,4.323875,1
324628.wav,4,0,lesred1,20.2449375,1 1 1 1 0
288884.wav,5,0,lesred1,24.1826875,1 1 1 1 1
281793.wav,3,0,lesred1,6.5045,1 1
243940.wav,3,0,lesred1,33.4966875,1 1 1 1 1 1 1
206477.wav,4,0,lesred1,25.887375,1 1 1 1 1 1
202054.wav,1,0,lesred1,11.538125,1 1 0
202041.wav,4,0,lesred1,10.7830625,1 1 1
187930.wav,1,0,lesred1,11.1456875,1 0 1
187929.wav,3,0,lesred1,7.7649375,1 1
152432.wav,4,0,lesred1,15.595125,1 1 1 1
146727.wav,4,0,lesred1,23.6593125,1 1 1 1 1
90382.wav,4,0,lesred1,21.969,1 1 1 1 0
77423.wav,3,0,lesred1,36.179625,1 1 1 1 1 1 1 1
77421.wav,3,0,lesred1,26.5143125,1 1 1 1 1 1
55413.wav,1,0,lesred1,29.897,1 1 1 1 1 1
49752.wav,4,0,lesred1,17.789375,1 1 1 1
26308.wav,1,0,lesred1,15.41225,1 1 1 0
26244.wav,1,0,lesred1,14.053875,1 1 1
693050.wav,5,0,lesred1,18.271875,1 1 1 1
693049.wav,4,0,lesred1,9.5121875,1 1
692796.wav,4,0,lesred1,13.2818125,1 1 1
684173.wav,4,0,lesred1,26.5873125,1 1 1 1 1 1
684124.wav,1,0,lesred1,5.13425,1 0
684092.wav,3,0,lesred1,15.1189375,1 1 1 0
682838.wav,5,0,lesred1,12.31075,1 1 0
681829.wav,3,0,lesred1,10.0551875,1 1 0
680117.wav,2,0,lesred1,13.4743125,1 1 1
680116.wav,2,0,lesred1,3.2573125,1
642179.wav,3,0,lesred1,11.5765625,1 1 1
632506.wav,4,0,lesred1,7.032,1 1
632505.wav,1,0,lesred1,15.0,1 1 1
632504.wav,2,0,lesred1,4.032,1
619732.wav,3,0,lesred1,24.2478125,1 1 1 1 1
619730.wav,3,0,lesred1,17.7031875,1 1 1 1
619017.wav,4,0,lesred1,17.5069375,1 1 1 1
619016.wav,3,0,lesred1,34.49175,1 1 1 1 1 1 1
619009.wav,3,0,lesred1,28.696,1 1 1 1 1 1
618235.wav,3,0,lesred1,3.3436875,1
616690.wav,1,0,lesred1,9.5606875,1 1
614844.wav,1,0,lesred1,5.8019375,1 1
613784.wav,4,0,lesred1,18.7298125,1 1 1 1
611694.wav,2,0,lesred1,3.86325,1
599251.wav,3,0,lesred1,19.017125,1 1 1 1
599246.wav,1,0,lesred1,18.311875,1 1 1 1
597235.wav,5,0,lesred1,11.2326875,1 1 1
594388.wav,3,0,lesred1,7.461875,1 1
594387.wav,5,0,lesred1,2.5469375,1
594384.wav,4,0,lesred1,4.049375,1
593285.wav,2,0,lesred1,4.911,1
584309.wav,4,0,lesred1,16.251375,1 1 1 0
393817.wav,4,0,lesred1,22.6870625,1 1 1 1 1
390301.wav,4,0,lesred1,36.06,1 1 1 1 1 1 1 1
379924.wav,3,0,lesred1,9.821125,1 1
379923.wav,4,0,lesred1,13.29425,1 0 1
323041.wav,3,0,lesred1,13.4098125,1 1 1
295295.wav,4,0,lesred1,13.6359375,1 1 1
200064.wav,2,0,lesred1,12.721,1 1 1
198575.wav,4,0,lesred1,3.99675,1
142998.wav,1,0,lesred1,9.867375,1 1
69801.wav,1,0,lesred1,6.99525,1 1
682670.wav,2,0,lesred1,16.1031875,1 1 1 0
639800.wav,3,0,lesred1,12.68175,1 1 1
638991.wav,5,0,lesred1,14.00425,1 1 1
638990.wav,2,0,lesred1,10.5098125,1 1 0
596948.wav,1,0,lesred1,22.7928125,1 1 1 1 1
596087.wav,4,0,lesred1,15.648,1 1 1 1
586780.wav,1,0,lesred1,22.8,1 1 1 1 1
546533.wav,5,0,lesred1,5.4495625,1 1
545324.wav,3,0,lesred1,3.2710625,1
505391.wav,2,0,lesred1,7.4295,1 1
470684.wav,2,0,lesred1,13.22375,1 1 1
400416.wav,4,0,lesred1,4.4178125,1
597755.wav,1,0,lesred1,13.015,1 1 1
590995.wav,3,0,lesred1,10.79925,1 1 1
443698.wav,5,0,lesred1,16.465,1 1 1 1
443697.wav,5,0,lesred1,33.457,1 1 1 1 1 1 1
443696.wav,4,0,lesred1,10.081,1 1 0
701212.wav,3,1,comred,12.1921875,1 1 1
696590.wav,5,1,comred,12.80725,1 1 1
696352.wav,4,1,comred,19.4145625,1 1 1 1
689276.wav,4,1,comred,11.513125,1 1 1
688285.wav,2,1,comred,11.5,1 1 1
688283.wav,1,1,comred,16.0,1 1 1
688282.wav,3,1,comred,31.0,1 1 1 1 1 1
688278.wav,2,1,comred,12.0,1 1
688277.wav,3,1,comred,16.0,1 1 1
688275.wav,4,1,comred,27.0,1 1 1 1 1
688273.wav,1,1,comred,17.0,1 1 1
688249.wav,4,1,comred,20.0,1 1 1 1
688248.wav,5,1,comred,16.0,1 1 1
687647.wav,4,1,comred,20.75,1 1 1 1 0
686353.wav,1,1,comred,9.365,1 1
677168.wav,5,1,comred,16.994375,1 1 1 1
674757.wav,2,1,comred,21.4204375,1 1 1 1 1
673442.wav,4,1,comred,32.3473125,1 1 1 1 1 1 1
673441.wav,4,1,comred,13.8301875,1 1 1
642110.wav,2,1,comred,10.18775,1 1 1
626750.wav,2,1,comred,10.56,1 1 0
610600.wav,1,1,comred,15.2555,1 1 1 0
599650.wav,3,1,comred,27.298,1 1 1 1 1 1
583715.wav,4,1,comred,13.750875,1 1 1
503379.wav,4,1,comred,9.101375,1 1
489922.wav,4,1,comred,35.1869375,1 1 1 1 1 1 1 0
489921.wav,1,1,comred,15.30775,1 1 1 0
489920.wav,2,1,comred,24.189375,1 1 1 1 1
489919.wav,2,1,comred,10.266125,1 1 1
489918.wav,2,1,comred,31.3730625,1 1 1 1 1 1 0
489915.wav,4,1,comred,35.3436875,1 1 1 1 1 1 1 0
488039.wav,5,1,comred,13.9493125,1 1 0
457204.wav,4,1,comred,22.68,1 1 1 1 1
448473.wav,1,1-2,comred,9.18,1 1
448470.wav,5,1-2,comred,4.968,1
445187.wav,1,1,comred,22.857125,1 1 1 1 1
445111.wav,5,1,comred,8.158125,1 1
444032.wav,1,1,comred,23.335,1 1 1 1 1
443141.wav,2,1,comred,19.536,1 1 1 1
438867.wav,4,1,comred,5.90675,1 1
437868.wav,3,1,comred,28.119375,1 1 1 1 1 1
437865.wav,2,1,comred,24.0326875,1 1 1 1 1
435385.wav,4,1,comred,11.4165625,1 1 1
430003.wav,5,1,comred,17.1546875,1 1 1 1
416053.wav,5,1,comred,12.1451875,1 1 1
404555.wav,5,1,comred,33.36,1 1 1 1 1 1 1
398879.wav,2,1,comred,7.5504375,1 1
398876.wav,2,1,comred,14.44575,1 1 1
396879.wav,4,1,comred,11.520125,1 0 0
393607.wav,1,1,comred,11.337125,1 1 1
391795.wav,1,1,comred,30.04425,1 1 1 1 1 1 0
390508.wav,3,1,comred,6.9620625,1 1
390060.wav,1,1,comred,22.1738125,1 1 1 1 1
389991.wav,1,1,comred,10.2051875,1 1 0
388931.wav,3,1,comred,10.104,1 1 0
383642.wav,5,1,comred,31.635,1 1 1 1 1 1 1
383641.wav,3,1,comred,37.143,1 1 1 1 1 1 1 1
377952.wav,2,1,comred,13.009,1 1 1
356797.wav,2,1,comred,34.92,1 1 1 1 1 1 1
342798.wav,3,1,comred,10.82875,1 1 1
338595.wav,1,1,comred,16.1654375,1 1 1 1
324764.wav,3,1,comred,12.2298125,1 1 1
263908.wav,5,1,comred,11.005875,1 0 1
218773.wav,5,1,comred,21.672,1 1 1 1 0
218758.wav,3,1,comred,30.864,1 1 1 1 1 1 1
216986.wav,5,1,comred,17.6588125,1 1 0 1
216985.wav,1,1,comred,12.95675,1 1 1
205676.wav,2,1,comred,33.3845625,1 1 1 1 1 1 1
171759.wav,1,1-2,comred,10.825,1 1 1
152950.wav,1,1,comred,29.736,1 1 1 1 1 1
152480.wav,2,1,comred,31.651125,1 1 1 1 1 0 1
144148.wav,4,1,comred,18.1511875,1 1 1 1
141708.wav,1,1,comred,22.56,1 1 1 1 1
92046.wav,5,1,comred,15.384,1 1 1 1
92045.wav,4,1,comred,18.96,1 1 1 1
64630.wav,5,1,comred,29.1526875,1 1 1 1 1 1
58550.wav,4,1,comred,29.1526875,1 1 1 1 1 1
43844.wav,1,1,comred,9.6130625,1 1
41077.wav,1,1,comred,13.536,1 1 1
41075.wav,5,1,comred,15.864,1 1 1 0
36320.wav,4,1,comred,15.751875,1 1 1 1
35068.wav,5,1,comred,5.06775,1 0
703581.wav,2,1,comred,11.055,1 1 1
701213.wav,4,1,comred,35.199375,1 1 1 1 1 1 1 0
696350.wav,5,1,comred,26.8889375,1 1 1 1 1 1
696349.wav,3,1,comred,27.1395625,1 1 1 1 1 1
688284.wav,4,1,comred,12.0,1 1
688281.wav,3,1,comred,32.0,1 1 1 1 1 1
688280.wav,3,1,comred,21.0,1 1 1 1
688279.wav,2,1,comred,8.228,1 1
688274.wav,3,1,comred,27.0,1 1 1 1 1
688272.wav,1,1,comred,24.0,1 1 1 1
688271.wav,1,1,comred,29.0,1 1 1 1 1
687246.wav,4,1,comred,20.0791875,1 1 1 1 0
686352.wav,5,1,comred,21.556,1 1 1 1 1
684785.wav,2,1,comred,9.144,1 1
682505.wav,2,1,comred,4.712875,1
682504.wav,2,1,comred,6.6566875,1 1
675889.wav,1,1,comred,27.8465625,1 1 1 1 1 0
675600.wav,1,1,comred,15.0988125,1 0 1 0
675172.wav,5,1,comred,21.0546875,1 1 1 1 1
674866.wav,1,1,comred,19.539625,1 1 1 0
663032.wav,3,1,comred,20.9186875,1 1 1 1 1
657040.wav,2,1,comred,21.771625,1 1 1 1 1
645823.wav,2,1,comred,15.409,1 1 1 0
645822.wav,2,1,comred,23.473,1 1 1 1 1
642109.wav,1,1,comred,2.0636875,1
641882.wav,2,1,comred,5.565,1 1
641880.wav,4,1,comred,9.81,1 1
641879.wav,4,1,comred,11.085,1 1 1
616532.wav,1,1,comred,11.5865,1 1 1
613369.wav,4,1,comred,8.895625,1 1
603111.wav,4,1,comred,21.9291875,1 1 1 1 1
601588.wav,2,1,comred,8.829375,1 1
601144.wav,1,1,comred,30.3804375,1 1 1 1 1 0 0
600204.wav,4,1,comred,3.2914375,1
600088.wav,4,1,comred,6.426125,1 1
599176.wav,5,1,comred,8.787,1 1
598950.wav,4,1,comred,10.213875,1 1 0
597291.wav,3,1,comred,3.295,1
597290.wav,2,1,comred,3.735,1
595602.wav,5,1,comred,36.2901875,1 1 1 1 1 1 1 0
594605.wav,3,1,comred,19.269625,1 1 1 1
594330.wav,3,1,comred,20.5845,1 1 1 1 0
594295.wav,2,1,comred,20.0359375,1 1 1 1 0
593572.wav,3,1,comred,10.031,1 0 0
593202.wav,1,1,comred,32.92675,1 1 1 1 1 1 1
591127.wav,4,1,comred,16.2641875,1 1 1 0
589966.wav,2,1,comred,12.598125,1 1 1
589748.wav,4,1,comred,9.332125,1 0
571267.wav,3,1,comred,6.1563125,1 1
567556.wav,1,1,comred,28.5256875,1 1 1 1 1 1
536918.wav,2,1,comred,23.226,1 1 1 1 1
535778.wav,2,1,comred,16.5706875,1 1 1 1
535777.wav,5,1,comred,1.8900625,1
535776.wav,2,1,comred,6.6236875,1 1
535775.wav,4,1,comred,17.7985,1 1 1 1
535774.wav,3,1,comred,21.839125,1 1 1 1 1
535773.wav,4,1,comred,2.6143125,1
535772.wav,1,1,comred,25.58525,1 1 1 1 1 1
535770.wav,1,1,comred,1.1393125,1
535769.wav,2,1,comred,19.3158125,1 1 1 1
535768.wav,3,1,comred,14.2154375,1 1 1
535767.wav,5,1,comred,2.2733125,1
535766.wav,2,1,comred,1.1393125,1
535765.wav,3,1,comred,20.715125,1 1 1 1 1
535764.wav,3,1,comred,1.726125,1
535762.wav,3,1,comred,6.8661875,1 1
535761.wav,2,1,comred,16.64,1 1 1 1
535757.wav,5,1,comred,4.7543125,1
535756.wav,2,1,comred,4.6834375,1
535755.wav,1,1,comred,5.1903125,1 1
530512.wav,4,1,comred,19.483125,1 1 1 1
514125.wav,2,1,comred,20.057125,1 1 1 1 0
505076.wav,1,1,comred,27.3935625,1 1 1 1 1 1
503740.wav,3,1,comred,10.1455625,1 1 0
500745.wav,5,1,comred,15.534,1 1 1 0
493425.wav,1,1,comred,13.949375,1 1 1
486004.wav,1,1,comred,10.5365625,1 1 1
481085.wav,1,1,comred,7.47825,1 1
478956.wav,5,1,comred,7.9215625,1 1
478951.wav,5,1,comred,14.363,1 1 1
474447.wav,5,1,comred,30.850625,1 1 1 1 1 1 1
470814.wav,1,1,comred,12.168,1 1 1
470813.wav,4,1,comred,13.416,1 1 1
464223.wav,4,1,comred,13.1668125,1 1 1
446867.wav,1,1,comred,13.2443125,1 1 1
445114.wav,5,1,comred,10.7693125,1 1 1
445113.wav,2,1,comred,8.4590625,1 1
445112.wav,1,1,comred,12.367125,1 1 1
442674.wav,3,1,comred,37.329,1 1 1 1 1 1 1 1
441845.wav,4,1,comred,2.8745625,1
441593.wav,1,1,comred,15.864,1 1 1 0
441591.wav,5,1,comred,8.64,1 1
441590.wav,2,1,comred,12.888,1 1 1
441589.wav,4,1,comred,12.6,1 1 0
441588.wav,5,1,comred,23.064,1 1 1 1 1
441209.wav,2,1,comred,7.1041875,1 1
438866.wav,2,1,comred,8.9659375,1 1
438453.wav,5,1,comred,10.3253125,1 1 0
438134.wav,4,1,comred,27.9365,1 1 1 1 1 1
437866.wav,2,1,comred,25.507125,1 1 1 1 1 1
435382.wav,3,1,comred,6.7668125,1 1
435242.wav,1,1,comred,11.1815,1 1 1
435239.wav,3,1,comred,10.2410625,1 1 0
404554.wav,5,1,comred,15.048,1 1 1 0
397786.wav,5,1,comred,24.5303125,1 1 1 1 1
397443.wav,2,1,comred,3.1243125,1
394762.wav,4,1,comred,0.9865,1
394761.wav,3,1,comred,9.247375,1 1
393582.wav,4,1,comred,10.3600625,1 1 1
393241.wav,1,1,comred,17.04,1 1 1 1
382982.wav,3,1,comred,23.4840625,1 1 1 1 1
382981.wav,1,1,comred,26.1746875,1 1 1 1 1 1
382978.wav,2,1,comred,10.2373125,1 1 1
368329.wav,5,1,comred,12.279625,1 1 1
362653.wav,1,1,comred,16.968,1 1 1 1
356799.wav,5,1,comred,33.336,1 1 1 1 1 1 1
356249.wav,5,1,comred,15.432,1 1 1 0
353871.wav,2,1,comred,7.536,1 1
353705.wav,3,1,comred,11.232,1 1 0
352335.wav,3,1,comred,4.441875,1
352334.wav,1,1,comred,11.9651875,1 1 1
351508.wav,5,1,comred,20.328,1 1 1 1 0
350461.wav,1,1,comred,23.947875,1 1 1 1 1
350460.wav,1,1,comred,16.7531875,1 1 1 1
336154.wav,3,1,comred,10.008,1 1 0
336152.wav,2,1,comred,16.608,1 1 1 1
331302.wav,3,1,comred,16.536,1 1 1 1
322836.wav,4,1,comred,25.65225,1 1 1 1 1 1
322824.wav,1,1,comred,35.1085625,1 1 1 1 1 1 1 0
298953.wav,2,1,comred,37.3224375,1 1 1 1 1 1 1 1
293016.wav,3,1,comred,16.081,1 1 1 1
289567.wav,1,1,comred,19.35675,1 1 1 1
283903.wav,2,1,comred,26.7866875,1 1 1 1 1 1
254577.wav,1,1,comred,22.597,1 1 1 1 1
240481.wav,5,1,comred,23.1920625,1 1 1 1 1
236475.wav,1,1,comred,22.422375,1 1 1 1 1
218776.wav,1,1,comred,31.824,1 1 1 1 1 1 0
218775.wav,2,1,comred,33.912,1 1 1 1 1 1 1
218769.wav,5,1,comred,4.824,1
218767.wav,4,1,comred,36.504,1 1 1 1 1 1 1 0
218762.wav,4,1,comred,32.448,1 1 1 1 1 1 1
218760.wav,5,1,comred,37.488,1 1 1 1 1 1 1 1
218759.wav,4,1,comred,25.272,1 1 1 1 1 0
218757.wav,2,1,comred,5.856,1 0
218756.wav,3,1,comred,5.496,1 0
208556.wav,4,1,comred,27.8726875,0 1 1 1 0 1
205534.wav,3,1,comred,30.864,1 1 1 1 1 1 1
205098.wav,2,1,comred,25.10475,1 1 1 1 1 0
171758.wav,5,1-2,comred,12.481,1 1 1
171755.wav,3,1-2,comred,34.729,1 1 1 1 1 1 1
158097.wav,5,1,comred,12.048,1 1 1
156267.wav,2,1,comred,25.296,1 1 1 1 1 0
153592.wav,1,1,comred,4.284,1
149178.wav,3,1,comred,6.8440625,1 1
138254.wav,3,1,comred,16.666125,1 1 1 1
138244.wav,3,1,comred,19.8530625,1 0 1 1
130443.wav,1,1,comred,20.7935,1 1 1 1 0
118265.wav,1,1,comred,18.192,1 1 1 1
115598.wav,5,1,comred,23.952,1 1 1 1 1
115597.wav,1,1,comred,35.808,1 1 1 1 1 1 1 1
115595.wav,3,1,comred,11.088,1 1 1
113480.wav,3,1,comred,27.219625,1 1 1 1 1 1
112447.wav,2,1,comred,3.9445,1
111873.wav,5,1,comred,5.6324375,1 0
100976.wav,2,1,comred,33.7705625,1 1 1 1 1 1 1
87487.wav,5,1,comred,30.929,1 1 1 1 1 1 0
65865.wav,3,1,comred,11.46775,1 1 1
25622.wav,1,1,comred,8.6465625,1 1
683652.wav,2,1,comred,5.906,1 0
680317.wav,1,1,comred,6.4435625,1 0
674871.wav,3,1,comred,21.733875,1 1 0 0 0
674759.wav,5,1,comred,28.9436875,1 1 1 1 1 1
674225.wav,4,1,comred,10.631875,1 1 1
629569.wav,3,1,comred,3.37,1
622945.wav,3,1,comred,7.3926875,1 1
620749.wav,2,1,comred,36.6875625,1 1 1 1 1 1 1 1
614178.wav,4,1,comred,18.259875,1 1 1 1
607762.wav,5,1,comred,3.163,1
603130.wav,3,1,comred,4.061,1
602191.wav,3,1,comred,14.088,1 1 1
600151.wav,3,1,comred,19.553,1 1 1 1
592902.wav,2,1,comred,21.098,1 1 1 1 0
591292.wav,3,1,comred,4.970625,1
590162.wav,5,1,comred,4.3305625,1
540516.wav,2,1,comred,8.7539375,1 1
513651.wav,2,1,comred,13.871,0 1 0
508024.wav,5,1,comred,18.6775625,1 1 1 0
507032.wav,1,1,comred,19.2948125,1 1 1 1
488207.wav,5,1,comred,30.02125,1 1 1 1 1 1 0
488042.wav,1,1,comred,6.359375,1 1
488038.wav,1,1,comred,8.0666875,1 1
488033.wav,1,1,comred,3.5908125,1
488031.wav,2,1,comred,17.24825,1 1 1 0
488004.wav,3,1,comred,5.5228125,1 1
479147.wav,1,1,comred,15.5016875,1 1 1 0
478954.wav,5,1,comred,29.7944375,1 1 1 1 1 1
478953.wav,4,1,comred,21.7890625,1 1 1 1 1
478952.wav,4,1,comred,14.363,1 1 1
460785.wav,1,1,comred,25.809,1 1 1 1 1 0
435384.wav,1,1,comred,21.16025,1 1 1 1 1
435383.wav,5,1,comred,15.961875,1 1 1 0
435261.wav,5,1,comred,14.4729375,1 1 1
435246.wav,4,1,comred,20.6116875,1 1 1 1 1
435245.wav,3,1,comred,11.99125,1 1 1
435244.wav,4,1,comred,4.859875,1
435243.wav,5,1,comred,17.7904375,1 1 1 1
435241.wav,1,1,comred,17.5815,1 1 1 1
435240.wav,3,1,comred,5.4606875,1 0
432024.wav,4,1,comred,16.718375,1 1 1 1
432023.wav,1,1,comred,20.9501875,1 1 1 1 0
432022.wav,4,1,comred,21.2898125,1 1 1 1 1
397442.wav,4,1,comred,17.351,1 1 1 1
395211.wav,3,1,comred,24.624,1 1 1 1 1
394965.wav,3,1,comred,37.728,1 1 1 1 1 1 1 1
394131.wav,3,1,comred,7.824,1 1
394130.wav,3,1,comred,6.888,1 1
394092.wav,1,1,comred,31.248,1 1 1 1 1 1 0
394091.wav,1,1,comred,7.68,1 1
393597.wav,4,1,comred,9.6130625,1 1
