,filename,fold,target,primary_label,durations
207,667449.wav,4,0,lesred1,206.8375625
208,642179.wav,4,0,lesred1,11.5765625
209,642178.wav,2,0,lesred1,56.76225
210,632506.wav,2,0,lesred1,7.032
211,632505.wav,5,0,lesred1,15.0
212,632504.wav,5,0,lesred1,4.032
213,619732.wav,3,0,lesred1,24.2478125
214,619730.wav,2,0,lesred1,17.7031875
215,619017.wav,5,0,lesred1,17.5069375
216,619016.wav,1,0,lesred1,34.49175
217,619009.wav,5,0,lesred1,28.696
218,618235.wav,5,0,lesred1,3.3436875
219,616690.wav,5,0,lesred1,9.5606875
220,614844.wav,3,0,lesred1,5.8019375
221,613784.wav,1,0,lesred1,18.7298125
222,611694.wav,5,0,lesred1,3.86325
223,599251.wav,1,0,lesred1,19.017125
224,599246.wav,3,0,lesred1,18.311875
225,597235.wav,2,0,lesred1,11.2326875
226,596838.wav,3,0,lesred1,45.72
227,594388.wav,3,0,lesred1,7.461875
228,594387.wav,3,0,lesred1,2.5469375
229,594384.wav,4,0,lesred1,4.049375
230,593285.wav,2,0,lesred1,4.911
231,584309.wav,2,0,lesred1,16.251375
232,393817.wav,4,0,lesred1,22.6870625
233,390301.wav,4,0,lesred1,36.06
234,379924.wav,5,0,lesred1,9.821125
235,379923.wav,2,0,lesred1,13.29425
236,323041.wav,1,0,lesred1,13.4098125
237,295295.wav,2,0,lesred1,13.6359375
238,200064.wav,3,0,lesred1,12.721
239,198575.wav,4,0,lesred1,3.99675
240,142998.wav,4,0,lesred1,9.867375
241,69801.wav,3,0,lesred1,6.99525
242,682670.wav,4,0,lesred1,16.1031875
243,639800.wav,3,0,lesred1,12.68175
244,638991.wav,3,0,lesred1,14.00425
245,638990.wav,3,0,lesred1,10.5098125
246,596948.wav,2,0,lesred1,22.7928125
247,596087.wav,1,0,lesred1,15.648
248,586780.wav,2,0,lesred1,22.8
249,558059.wav,4,0,lesred1,200.272125
250,546533.wav,5,0,lesred1,5.4495625
251,545324.wav,5,0,lesred1,3.2710625
252,505391.wav,1,0,lesred1,7.4295
253,470684.wav,1,0,lesred1,13.22375
254,400416.wav,1,0,lesred1,4.4178125
255,323033.wav,5,0,lesred1,45.30375
256,597755.wav,1,0,lesred1,13.015
257,590995.wav,4,0,lesred1,10.79925
258,443698.wav,3,0,lesred1,16.465
259,443697.wav,2,0,lesred1,33.457
260,443696.wav,3,0,lesred1,10.081
261,701212.wav,4,1,comred,12.1921875
262,696590.wav,2,1,comred,12.80725
263,696352.wav,3,1,comred,19.4145625
264,689276.wav,5,1,comred,11.513125
265,688285.wav,1,1,comred,11.5
266,688283.wav,5,1,comred,16.0
267,688282.wav,2,1,comred,31.0
268,688278.wav,1,1,comred,12.0
269,688277.wav,5,1,comred,16.0
270,688275.wav,3,1,comred,27.0
271,688273.wav,4,1,comred,17.0
272,688249.wav,3,1,comred,20.0
273,688248.wav,1,1,comred,16.0
274,688247.wav,1,1,comred,42.0
275,687649.wav,4,1,comred,42.7173125
276,687648.wav,1,1,comred,75.0
277,687647.wav,5,1,comred,20.75
278,687222.wav,3,1,comred,44.4790625
279,686353.wav,4,1,comred,9.365
280,680536.wav,4,1,comred,60.081625
281,677168.wav,2,1,comred,16.994375
282,674757.wav,3,1,comred,21.4204375
283,673442.wav,3,1,comred,32.3473125
284,673441.wav,2,1,comred,13.8301875
285,642110.wav,1,1,comred,10.18775
286,628446.wav,2,1,comred,54.358125
287,626750.wav,1,1,comred,10.56
288,610600.wav,1,1,comred,15.2555
289,607060.wav,1,1,comred,140.496
290,604215.wav,4,1,comred,50.1095
291,599650.wav,1,1,comred,27.298
292,583715.wav,5,1,comred,13.750875
293,552770.wav,1,1,comred,207.9413125
294,535779.wav,3,1,comred,73.182625
295,503379.wav,2,1,comred,9.101375
296,489924.wav,4,1,comred,40.04575
297,489923.wav,4,1,comred,160.391875
298,489922.wav,2,1,comred,35.1869375
299,489921.wav,1,1,comred,15.30775
300,489920.wav,5,1,comred,24.189375
301,489919.wav,2,1,comred,10.266125
302,489918.wav,5,1,comred,31.3730625
303,489917.wav,4,1,comred,98.795125
304,489916.wav,2,1,comred,239.8824375
305,489915.wav,2,1,comred,35.3436875
306,488205.wav,5,1,comred,57.45225
307,488039.wav,2,1,comred,13.9493125
308,457204.wav,3,1,comred,22.68
309,448473.wav,5,1-2,comred,9.18
310,448470.wav,2,1-2,comred,4.968
311,445187.wav,4,1,comred,22.857125
312,445111.wav,3,1,comred,8.158125
313,444032.wav,2,1,comred,23.335
314,443141.wav,5,1,comred,19.536
315,438867.wav,1,1,comred,5.90675
316,437868.wav,2,1,comred,28.119375
317,437867.wav,5,1,comred,52.7786875
318,437865.wav,5,1,comred,24.0326875
319,435385.wav,1,1,comred,11.4165625
320,430003.wav,5,1,comred,17.1546875
321,416053.wav,2,1,comred,12.1451875
322,404555.wav,1,1,comred,33.36
323,398879.wav,4,1,comred,7.5504375
324,398876.wav,2,1,comred,14.44575
325,396879.wav,4,1,comred,11.520125
326,396349.wav,2,1,comred,197.952
327,393607.wav,3,1,comred,11.337125
328,391795.wav,3,1,comred,30.04425
329,390508.wav,5,1,comred,6.9620625
330,390060.wav,5,1,comred,22.1738125
331,389991.wav,2,1,comred,10.2051875
332,388931.wav,4,1,comred,10.104
333,383642.wav,4,1,comred,31.635
334,383641.wav,3,1,comred,37.143
335,383640.wav,2,1,comred,59.104
336,377954.wav,1,1,comred,51.069375
337,377952.wav,1,1,comred,13.009
338,377950.wav,5,1,comred,55.6146875
339,377949.wav,5,1,comred,63.6081875
340,356797.wav,2,1,comred,34.92
341,342798.wav,4,1,comred,10.82875
342,338595.wav,2,1,comred,16.1654375
343,324764.wav,3,1,comred,12.2298125
344,263908.wav,3,1,comred,11.005875
345,263907.wav,3,1,comred,41.09325
346,218773.wav,2,1,comred,21.672
347,218772.wav,5,1,comred,72.936
348,218758.wav,1,1,comred,30.864
349,216986.wav,2,1,comred,17.6588125
350,216985.wav,1,1,comred,12.95675
351,205676.wav,4,1,comred,33.3845625
352,205530.wav,5,1,comred,49.008
353,190075.wav,3,1,comred,42.7479375
354,172086.wav,3,1-2,comred,127.249
355,171759.wav,4,1-2,comred,10.825
356,168551.wav,5,1,comred,67.08
357,152950.wav,2,1,comred,29.736
358,152480.wav,2,1,comred,31.651125
359,144148.wav,5,1,comred,18.1511875
360,141708.wav,5,1,comred,22.56
361,130445.wav,2,1,comred,124.9959375
362,128128.wav,1,1,comred,132.022875
363,107048.wav,5,1,comred,48.2481875
364,92046.wav,5,1,comred,15.384
365,92045.wav,3,1,comred,18.96
366,64630.wav,3,1,comred,29.1526875
367,58550.wav,2,1,comred,29.1526875
368,43844.wav,4,1,comred,9.6130625
369,41077.wav,5,1,comred,13.536
370,41076.wav,4,1,comred,42.48
371,41075.wav,5,1,comred,15.864
372,36320.wav,4,1,comred,15.751875
373,35068.wav,3,1,comred,5.06775
374,703581.wav,5,1,comred,11.055
375,701213.wav,2,1,comred,35.199375
376,699250.wav,3,1,comred,145.2
377,698908.wav,3,1,comred,40.9041875
378,696351.wav,1,1,comred,55.2275
379,696350.wav,4,1,comred,26.8889375
380,696349.wav,4,1,comred,27.1395625
381,691309.wav,3,1,comred,127.2090625
382,688284.wav,1,1,comred,12.0
383,688281.wav,2,1,comred,32.0
384,688280.wav,4,1,comred,21.0
385,688279.wav,5,1,comred,8.228
386,688274.wav,5,1,comred,27.0
387,688272.wav,1,1,comred,24.0
388,688271.wav,4,1,comred,29.0
389,687246.wav,2,1,comred,20.0791875
390,686352.wav,2,1,comred,21.556
391,684785.wav,2,1,comred,9.144
392,682505.wav,2,1,comred,4.712875
393,682504.wav,4,1,comred,6.6566875
394,675889.wav,2,1,comred,27.8465625
395,675600.wav,1,1,comred,15.0988125
396,675324.wav,2,1,comred,43.337125
397,675172.wav,5,1,comred,21.0546875
398,674866.wav,1,1,comred,19.539625
399,663032.wav,1,1,comred,20.9186875
400,657040.wav,1,1,comred,21.771625
401,645823.wav,1,1,comred,15.409
402,645822.wav,4,1,comred,23.473
403,642111.wav,4,1,comred,41.299625
404,642109.wav,4,1,comred,2.0636875
405,641882.wav,4,1,comred,5.565
406,641880.wav,3,1,comred,9.81
407,641879.wav,2,1,comred,11.085
408,637842.wav,1,1,comred,267.44275
409,616532.wav,2,1,comred,11.5865
410,613369.wav,1,1,comred,8.895625
411,603111.wav,4,1,comred,21.9291875
412,601588.wav,5,1,comred,8.829375
413,601144.wav,1,1,comred,30.3804375
414,600204.wav,3,1,comred,3.2914375
415,600088.wav,1,1,comred,6.426125
416,599176.wav,4,1,comred,8.787
417,598950.wav,5,1,comred,10.213875
418,597291.wav,3,1,comred,3.295
419,597290.wav,2,1,comred,3.735
420,595602.wav,3,1,comred,36.2901875
421,594605.wav,2,1,comred,19.269625
422,594330.wav,1,1,comred,20.5845
423,594295.wav,1,1,comred,20.0359375
424,593572.wav,5,1,comred,10.031
425,593202.wav,3,1,comred,32.92675
426,591127.wav,1,1,comred,16.2641875
427,589966.wav,5,1,comred,12.598125
428,589748.wav,4,1,comred,9.332125
429,571267.wav,3,1,comred,6.1563125
430,567556.wav,2,1,comred,28.5256875
431,536918.wav,3,1,comred,23.226
432,535780.wav,4,1,comred,43.007375
433,535778.wav,5,1,comred,16.5706875
434,535777.wav,4,1,comred,1.8900625
435,535776.wav,1,1,comred,6.6236875
436,535775.wav,2,1,comred,17.7985
437,535774.wav,3,1,comred,21.839125
438,535773.wav,4,1,comred,2.6143125
439,535772.wav,2,1,comred,25.58525
440,535770.wav,1,1,comred,1.1393125
441,535769.wav,1,1,comred,19.3158125
442,535768.wav,3,1,comred,14.2154375
443,535767.wav,3,1,comred,2.2733125
444,535766.wav,5,1,comred,1.1393125
445,535765.wav,3,1,comred,20.715125
446,535764.wav,4,1,comred,1.726125
447,535763.wav,5,1,comred,88.522125
448,535762.wav,1,1,comred,6.8661875
449,535761.wav,2,1,comred,16.64
450,535760.wav,2,1,comred,124.5446875
451,535757.wav,3,1,comred,4.7543125
452,535756.wav,1,1,comred,4.6834375
453,535755.wav,4,1,comred,5.1903125
454,530512.wav,4,1,comred,19.483125
455,514125.wav,2,1,comred,20.057125
456,505076.wav,5,1,comred,27.3935625
457,503740.wav,4,1,comred,10.1455625
458,500745.wav,2,1,comred,15.534
459,493425.wav,5,1,comred,13.949375
460,486004.wav,2,1,comred,10.5365625
461,481085.wav,1,1,comred,7.47825
462,479150.wav,4,1,comred,92.7769375
463,478956.wav,1,1,comred,7.9215625
464,478951.wav,2,1,comred,14.363
465,474447.wav,5,1,comred,30.850625
466,470814.wav,5,1,comred,12.168
467,470813.wav,2,1,comred,13.416
468,464223.wav,1,1,comred,13.1668125
469,446867.wav,5,1,comred,13.2443125
470,445114.wav,5,1,comred,10.7693125
471,445113.wav,4,1,comred,8.4590625
472,445112.wav,2,1,comred,12.367125
473,442674.wav,2,1,comred,37.329
474,441845.wav,5,1,comred,2.8745625
475,441593.wav,4,1,comred,15.864
476,441591.wav,5,1,comred,8.64
477,441590.wav,4,1,comred,12.888
478,441589.wav,4,1,comred,12.6
479,441588.wav,4,1,comred,23.064
480,441264.wav,1,1,comred,44.3958125
481,441209.wav,1,1,comred,7.1041875
482,438866.wav,2,1,comred,8.9659375
483,438453.wav,3,1,comred,10.3253125
484,438134.wav,4,1,comred,27.9365
485,437866.wav,4,1,comred,25.507125
486,437864.wav,1,1,comred,54.564
487,435382.wav,2,1,comred,6.7668125
488,435242.wav,1,1,comred,11.1815
489,435239.wav,2,1,comred,10.2410625
490,404554.wav,4,1,comred,15.048
491,397786.wav,4,1,comred,24.5303125
492,397443.wav,1,1,comred,3.1243125
493,394762.wav,5,1,comred,0.9865
494,394761.wav,1,1,comred,9.247375
495,394093.wav,4,1,comred,138.216
496,393582.wav,4,1,comred,10.3600625
497,393241.wav,3,1,comred,17.04
498,383524.wav,4,1,comred,43.0236875
499,382982.wav,2,1,comred,23.4840625
500,382981.wav,1,1,comred,26.1746875
501,382978.wav,4,1,comred,10.2373125
502,382977.wav,4,1,comred,69.5458125
503,368329.wav,2,1,comred,12.279625
504,362653.wav,2,1,comred,16.968
505,361603.wav,1,1,comred,174.504
506,356799.wav,4,1,comred,33.336
507,356249.wav,3,1,comred,15.432
508,353871.wav,5,1,comred,7.536
509,353705.wav,4,1,comred,11.232
510,352335.wav,2,1,comred,4.441875
511,352334.wav,4,1,comred,11.9651875
512,351508.wav,3,1,comred,20.328
513,350461.wav,2,1,comred,23.947875
514,350460.wav,4,1,comred,16.7531875
515,343272.wav,1,1,comred,138.3716875
516,336154.wav,4,1,comred,10.008
517,336152.wav,1,1,comred,16.608
518,331302.wav,3,1,comred,16.536
519,322836.wav,1,1,comred,25.65225
520,322824.wav,4,1,comred,35.1085625
521,309038.wav,2,1,comred,56.3861875
522,298953.wav,1,1,comred,37.3224375
523,293016.wav,1,1,comred,16.081
524,289567.wav,2,1,comred,19.35675
525,283903.wav,5,1,comred,26.7866875
526,254577.wav,4,1,comred,22.597
527,254576.wav,3,1,comred,46.995375
528,240481.wav,1,1,comred,23.1920625
529,236475.wav,2,1,comred,22.422375
530,218778.wav,5,1,comred,196.848
531,218776.wav,3,1,comred,31.824
532,218775.wav,1,1,comred,33.912
533,218769.wav,1,1,comred,4.824
534,218767.wav,5,1,comred,36.504
535,218762.wav,1,1,comred,32.448
536,218760.wav,5,1,comred,37.488
537,218759.wav,5,1,comred,25.272
538,218757.wav,3,1,comred,5.856
539,218756.wav,2,1,comred,5.496
540,218754.wav,3,1,comred,56.04
541,218753.wav,4,1,comred,106.488
542,218751.wav,4,1,comred,124.272
543,208556.wav,1,1,comred,27.8726875
544,205534.wav,5,1,comred,30.864
545,205098.wav,4,1,comred,25.10475
546,172364.wav,5,1,comred,52.273
547,172075.wav,1,1-2,comred,87.817
548,171760.wav,5,1-2,comred,59.425
549,171758.wav,5,1-2,comred,12.481
550,171756.wav,5,1-2,comred,81.625
551,171755.wav,2,1-2,comred,34.729
552,158097.wav,2,1,comred,12.048
553,156267.wav,4,1,comred,25.296
554,153592.wav,2,1,comred,4.284
555,149178.wav,5,1,comred,6.8440625
556,138254.wav,3,1,comred,16.666125
557,138244.wav,5,1,comred,19.8530625
558,130443.wav,4,1,comred,20.7935
559,118265.wav,1,1,comred,18.192
560,115598.wav,1,1,comred,23.952
561,115597.wav,2,1,comred,35.808
562,115596.wav,3,1,comred,49.104
563,115595.wav,4,1,comred,11.088
564,113483.wav,5,1,comred,176.1175625
565,113480.wav,3,1,comred,27.219625
566,112447.wav,3,1,comred,3.9445
567,111873.wav,5,1,comred,5.6324375
568,100976.wav,4,1,comred,33.7705625
569,87487.wav,3,1,comred,30.929
570,67142.wav,1,1,comred,67.78775
571,65865.wav,4,1,comred,11.46775
572,31603.wav,2,1,comred,63.430625
573,30885.wav,1,1,comred,47.94
574,25622.wav,3,1,comred,8.6465625
575,683652.wav,3,1,comred,5.906
576,680317.wav,5,1,comred,6.4435625
577,675360.wav,3,1,comred,45.035125
578,675173.wav,5,1,comred,73.7436875
579,674871.wav,4,1,comred,21.733875
580,674780.wav,2,1,comred,45.035125
581,674759.wav,4,1,comred,28.9436875
582,674758.wav,3,1,comred,49.4759375
583,674225.wav,1,1,comred,10.631875
584,645820.wav,3,1,comred,89.905
585,629569.wav,5,1,comred,3.37
586,622945.wav,1,1,comred,7.3926875
587,620749.wav,1,1,comred,36.6875625
588,614178.wav,1,1,comred,18.259875
589,607762.wav,4,1,comred,3.163
590,603130.wav,3,1,comred,4.061
591,602191.wav,1,1,comred,14.088
592,600151.wav,2,1,comred,19.553
593,592902.wav,2,1,comred,21.098
594,591292.wav,1,1,comred,4.970625
595,590162.wav,2,1,comred,4.3305625
596,540516.wav,2,1,comred,8.7539375
597,513651.wav,2,1,comred,13.871
598,508024.wav,3,1,comred,18.6775625
599,507032.wav,2,1,comred,19.2948125
600,488207.wav,1,1,comred,30.02125
601,488042.wav,4,1,comred,6.359375
602,488038.wav,1,1,comred,8.0666875
603,488033.wav,4,1,comred,3.5908125
604,488031.wav,3,1,comred,17.24825
605,488004.wav,5,1,comred,5.5228125
606,479147.wav,2,1,comred,15.5016875
607,479145.wav,4,1,comred,56.421375
608,478958.wav,3,1,comred,73.7094375
609,478957.wav,1,1,comred,90.128375
610,478954.wav,4,1,comred,29.7944375
611,478953.wav,4,1,comred,21.7890625
612,478952.wav,1,1,comred,14.363
613,460785.wav,2,1,comred,25.809
614,435384.wav,2,1,comred,21.16025
615,435383.wav,1,1,comred,15.961875
616,435261.wav,3,1,comred,14.4729375
617,435246.wav,4,1,comred,20.6116875
618,435245.wav,2,1,comred,11.99125
619,435244.wav,4,1,comred,4.859875
620,435243.wav,4,1,comred,17.7904375
621,435241.wav,4,1,comred,17.5815
622,435240.wav,1,1,comred,5.4606875
623,432024.wav,1,1,comred,16.718375
624,432023.wav,5,1,comred,20.9501875
625,432022.wav,4,1,comred,21.2898125
626,413172.wav,5,1,comred,57.649
627,413171.wav,3,1,comred,74.569
628,397442.wav,5,1,comred,17.351
629,395211.wav,5,1,comred,24.624
630,394965.wav,2,1,comred,37.728
631,394131.wav,1,1,comred,7.824
632,394130.wav,4,1,comred,6.888
633,394092.wav,4,1,comred,31.248
634,394091.wav,4,1,comred,7.68
635,393597.wav,1,1,comred,9.6130625
636,393594.wav,3,1,comred,10.9453125
637,393199.wav,2,1,comred,9.169
638,392983.wav,1,1,comred,4.776
639,391927.wav,2,1,comred,23.4
640,391926.wav,3,1,comred,12.288
641,391924.wav,3,1,comred,16.368
642,391922.wav,5,1,comred,5.448
643,391921.wav,3,1,comred,16.704
644,391920.wav,5,1,comred,7.56
645,391860.wav,5,1,comred,37.032
646,391312.wav,1,1,comred,18.177
647,388703.wav,3,1,comred,8.9899375
648,383245.wav,5,1,comred,6.607875
649,362655.wav,1,1,comred,33.504
650,362654.wav,1,1,comred,147.84
651,362652.wav,5,1,comred,12.864
652,360530.wav,3,1,comred,8.544
653,359282.wav,1,1,comred,10.475125
654,354428.wav,4,1,comred,7.608
655,353710.wav,4,1,comred,14.808
656,353704.wav,4,1,comred,95.856
657,353703.wav,5,1,comred,33.096
658,351358.wav,1,1,comred,34.105
659,343271.wav,4,1,comred,27.0639375
660,343263.wav,5,1,comred,32.78475
661,336153.wav,5,1,comred,8.088
662,288185.wav,2,1,comred,10.3716875
663,287573.wav,3,1,comred,6.481
664,284478.wav,2,1,comred,28.8653125
665,218766.wav,2,1,comred,21.96
666,218765.wav,1,1,comred,20.976
667,214125.wav,4,1,comred,34.0636875
