duration,length,primary_label,secondary_labels,filename
10.0,320000,,[],ff1010_7173_0.npy
10.0,320000,,[],ff1010_7174_0.npy
10.0,320000,,[],ff1010_7311_0.npy
10.0,320000,,[],ff1010_7313_0.npy
10.0,320000,,[],ff1010_7314_0.npy
10.0,320000,,[],ff1010_7321_0.npy
10.0,320000,,[],ff1010_7456_0.npy
10.0,320000,,[],ff1010_7541_0.npy
10.0,320000,,[],ff1010_7542_0.npy
10.0,320000,,[],ff1010_7543_0.npy
10.0,320000,,[],ff1010_7875_0.npy
10.0,320000,,[],ff1010_7885_0.npy
10.0,320000,,[],ff1010_7886_0.npy
10.0,320000,,[],ff1010_7887_0.npy
10.0,320000,,[],ff1010_7888_0.npy
10.0,320000,,[],ff1010_7889_0.npy
10.0,320000,,[],ff1010_7917_0.npy
10.0,320000,,[],ff1010_7972_0.npy
10.0,320000,,[],ff1010_7991_0.npy
10.0,320000,,[],ff1010_7993_0.npy
10.0,320000,,[],ff1010_7994_0.npy
10.0,320000,,[],ff1010_7995_0.npy
10.0,320000,,[],ff1010_7996_0.npy
10.0,320000,,[],ff1010_9188_0.npy
10.0,320000,,[],ff1010_9190_0.npy
10.0,320000,,[],ff1010_9219_0.npy
10.0,320000,,[],ff1010_9221_0.npy
10.0,320000,,[],ff1010_9223_0.npy
10.0,320000,,[],ff1010_9224_0.npy
10.0,320000,,[],ff1010_9225_0.npy
10.0,320000,,[],ff1010_9226_0.npy
10.0,320000,,[],ff1010_9227_0.npy
10.0,320000,,[],ff1010_9228_0.npy
10.0,320000,,[],ff1010_9229_0.npy
10.0,320000,,[],ff1010_9236_0.npy
10.0,320000,,[],ff1010_9239_0.npy
10.0,320000,,[],ff1010_11171_0.npy
10.0,320000,,[],ff1010_11505_0.npy
10.0,320000,,[],ff1010_11683_0.npy
10.0,320000,,[],ff1010_11684_0.npy
10.0,320000,,[],ff1010_11685_0.npy
10.0,320000,,[],ff1010_11686_0.npy
10.0,320000,,[],ff1010_11687_0.npy
10.0,320000,,[],ff1010_11688_0.npy
10.0,320000,,[],ff1010_11689_0.npy
10.0,320000,,[],ff1010_11690_0.npy
10.0,320000,,[],ff1010_11691_0.npy
10.0,320000,,[],ff1010_11692_0.npy
10.0,320000,,[],ff1010_11693_0.npy
10.0,320000,,[],ff1010_11694_0.npy
10.0,320000,,[],ff1010_11695_0.npy
10.0,320000,,[],ff1010_11696_0.npy
10.0,320000,,[],ff1010_11697_0.npy
10.0,320000,,[],ff1010_11698_0.npy
10.0,320000,,[],ff1010_11699_0.npy
10.0,320000,,[],ff1010_11700_0.npy
10.0,320000,,[],ff1010_11701_0.npy
10.0,320000,,[],ff1010_11702_0.npy
10.0,320000,,[],ff1010_11703_0.npy
10.0,320000,,[],ff1010_11735_0.npy
10.0,320000,,[],ff1010_11747_0.npy
10.0,320000,,[],ff1010_12699_0.npy
10.0,320000,,[],ff1010_12703_0.npy
10.0,320000,,[],ff1010_12704_0.npy
10.0,320000,,[],ff1010_12708_0.npy
10.0,320000,,[],ff1010_12710_0.npy
10.0,320000,,[],ff1010_12727_0.npy
10.0,320000,,[],ff1010_12728_0.npy
10.0,320000,,[],ff1010_13735_0.npy
10.0,320000,,[],ff1010_13747_0.npy
10.0,320000,,[],ff1010_13774_0.npy
10.0,320000,,[],ff1010_13775_0.npy
10.0,320000,,[],ff1010_13779_0.npy
10.0,320000,,[],ff1010_13792_0.npy
10.0,320000,,[],ff1010_14313_0.npy
10.0,320000,,[],ff1010_14314_0.npy
10.0,320000,,[],ff1010_14385_0.npy
10.0,320000,,[],ff1010_14386_0.npy
10.0,320000,,[],ff1010_14387_0.npy
10.0,320000,,[],ff1010_14522_0.npy
10.0,320000,,[],ff1010_14523_0.npy
10.0,320000,,[],ff1010_14524_0.npy
10.0,320000,,[],ff1010_14525_0.npy
10.0,320000,,[],ff1010_14526_0.npy
10.0,320000,,[],ff1010_14527_0.npy
10.0,320000,,[],ff1010_14528_0.npy
10.0,320000,,[],ff1010_14853_0.npy
10.0,320000,,[],ff1010_15226_0.npy
10.0,320000,,[],ff1010_15287_0.npy
10.0,320000,,[],ff1010_15290_0.npy
10.0,320000,,[],ff1010_15292_0.npy
10.0,320000,,[],ff1010_15293_0.npy
10.0,320000,,[],ff1010_15295_0.npy
10.0,320000,,[],ff1010_15311_0.npy
10.0,320000,,[],ff1010_15349_0.npy
10.0,320000,,[],ff1010_15351_0.npy
10.0,320000,,[],ff1010_15352_0.npy
10.0,320000,,[],ff1010_15422_0.npy
10.0,320000,,[],ff1010_15423_0.npy
10.0,320000,,[],ff1010_15424_0.npy
10.0,320000,,[],ff1010_15426_0.npy
10.0,320000,,[],ff1010_15464_0.npy
10.0,320000,,[],ff1010_15466_0.npy
10.0,320000,,[],ff1010_15468_0.npy
10.0,320000,,[],ff1010_15470_0.npy
10.0,320000,,[],ff1010_15471_0.npy
10.0,320000,,[],ff1010_15472_0.npy
10.0,320000,,[],ff1010_15473_0.npy
10.0,320000,,[],ff1010_15474_0.npy
10.0,320000,,[],ff1010_15528_0.npy
10.0,320000,,[],ff1010_15553_0.npy
10.0,320000,,[],ff1010_15651_0.npy
10.0,320000,,[],ff1010_15652_0.npy
10.0,320000,,[],ff1010_15653_0.npy
10.0,320000,,[],ff1010_15656_0.npy
10.0,320000,,[],ff1010_15659_0.npy
10.0,320000,,[],ff1010_15689_0.npy
10.0,320000,,[],ff1010_15790_0.npy
10.0,320000,,[],ff1010_15791_0.npy
10.0,320000,,[],ff1010_15792_0.npy
10.0,320000,,[],ff1010_15851_0.npy
10.0,320000,,[],ff1010_16007_0.npy
10.0,320000,,[],ff1010_16008_0.npy
10.0,320000,,[],ff1010_16009_0.npy
10.0,320000,,[],ff1010_16371_0.npy
10.0,320000,,[],ff1010_16372_0.npy
10.0,320000,,[],ff1010_16629_0.npy
10.0,320000,,[],ff1010_16633_0.npy
10.0,320000,,[],ff1010_16673_0.npy
10.0,320000,,[],ff1010_16770_0.npy
10.0,320000,,[],ff1010_16771_0.npy
10.0,320000,,[],ff1010_16782_0.npy
10.0,320000,,[],ff1010_16783_0.npy
10.0,320000,,[],ff1010_16784_0.npy
10.0,320000,,[],ff1010_16836_0.npy
10.0,320000,,[],ff1010_16837_0.npy
10.0,320000,,[],ff1010_16988_0.npy
10.0,320000,,[],ff1010_16989_0.npy
10.0,320000,,[],ff1010_16990_0.npy
10.0,320000,,[],ff1010_16991_0.npy
10.0,320000,,[],ff1010_16992_0.npy
10.0,320000,,[],ff1010_16993_0.npy
10.0,320000,,[],ff1010_16995_0.npy
10.0,320000,,[],ff1010_17001_0.npy
10.0,320000,,[],ff1010_17003_0.npy
10.0,320000,,[],ff1010_17004_0.npy
10.0,320000,,[],ff1010_17005_0.npy
10.0,320000,,[],ff1010_17006_0.npy
10.0,320000,,[],ff1010_17008_0.npy
10.0,320000,,[],ff1010_17054_0.npy
10.0,320000,,[],ff1010_17055_0.npy
10.0,320000,,[],ff1010_17056_0.npy
10.0,320000,,[],ff1010_17057_0.npy
10.0,320000,,[],ff1010_17058_0.npy
10.0,320000,,[],ff1010_17059_0.npy
10.0,320000,,[],ff1010_17074_0.npy
10.0,320000,,[],ff1010_17075_0.npy
10.0,320000,,[],ff1010_17076_0.npy
10.0,320000,,[],ff1010_17077_0.npy
10.0,320000,,[],ff1010_17078_0.npy
10.0,320000,,[],ff1010_17079_0.npy
10.0,320000,,[],ff1010_17080_0.npy
10.0,320000,,[],ff1010_17081_0.npy
10.0,320000,,[],ff1010_17082_0.npy
10.0,320000,,[],ff1010_17083_0.npy
10.0,320000,,[],ff1010_17090_0.npy
10.0,320000,,[],ff1010_17091_0.npy
10.0,320000,,[],ff1010_17092_0.npy
10.0,320000,,[],ff1010_17100_0.npy
10.0,320000,,[],ff1010_17134_0.npy
10.0,320000,,[],ff1010_17135_0.npy
10.0,320000,,[],ff1010_17136_0.npy
10.0,320000,,[],ff1010_17138_0.npy
10.0,320000,,[],ff1010_17139_0.npy
10.0,320000,,[],ff1010_17140_0.npy
10.0,320000,,[],ff1010_17142_0.npy
10.0,320000,,[],ff1010_17143_0.npy
10.0,320000,,[],ff1010_17144_0.npy
10.0,320000,,[],ff1010_17146_0.npy
10.0,320000,,[],ff1010_17147_0.npy
10.0,320000,,[],ff1010_17153_0.npy
10.0,320000,,[],ff1010_17154_0.npy
10.0,320000,,[],ff1010_17156_0.npy
10.0,320000,,[],ff1010_17472_0.npy
10.0,320000,,[],ff1010_17509_0.npy
10.0,320000,,[],ff1010_17511_0.npy
10.0,320000,,[],ff1010_17515_0.npy
10.0,320000,,[],ff1010_17546_0.npy
10.0,320000,,[],ff1010_17632_0.npy
10.0,320000,,[],ff1010_17852_0.npy
10.0,320000,,[],ff1010_17853_0.npy
10.0,320000,,[],ff1010_17854_0.npy
10.0,320000,,[],ff1010_17855_0.npy
10.0,320000,,[],ff1010_17857_0.npy
10.0,320000,,[],ff1010_17858_0.npy
10.0,320000,,[],ff1010_17859_0.npy
10.0,320000,,[],ff1010_17860_0.npy
10.0,320000,,[],ff1010_17912_0.npy
10.0,320000,,[],ff1010_17913_0.npy
10.0,320000,,[],ff1010_17915_0.npy
10.0,320000,,[],ff1010_17916_0.npy
10.0,320000,,[],ff1010_18042_0.npy
10.0,320000,,[],ff1010_18229_0.npy
10.0,320000,,[],ff1010_18525_0.npy
10.0,320000,,[],ff1010_18755_0.npy
10.0,320000,,[],ff1010_18756_0.npy
10.0,320000,,[],ff1010_18757_0.npy
10.0,320000,,[],ff1010_18766_0.npy
10.0,320000,,[],ff1010_18802_0.npy
10.0,320000,,[],ff1010_18803_0.npy
10.0,320000,,[],ff1010_18804_0.npy
10.0,320000,,[],ff1010_18806_0.npy
10.0,320000,,[],ff1010_18807_0.npy
10.0,320000,,[],ff1010_18834_0.npy
10.0,320000,,[],ff1010_18894_0.npy
10.0,320000,,[],ff1010_18905_0.npy
10.0,320000,,[],ff1010_19030_0.npy
10.0,320000,,[],ff1010_19033_0.npy
10.0,320000,,[],ff1010_19271_0.npy
10.0,320000,,[],ff1010_19376_0.npy
10.0,320000,,[],ff1010_19424_0.npy
10.0,320000,,[],ff1010_19493_0.npy
10.0,320000,,[],ff1010_19782_0.npy
10.0,320000,,[],ff1010_19797_0.npy
10.0,320000,,[],ff1010_19912_0.npy
10.0,320000,,[],ff1010_19913_0.npy
10.0,320000,,[],ff1010_19938_0.npy
10.0,320000,,[],ff1010_19992_0.npy
10.0,320000,,[],ff1010_20000_0.npy
10.0,320000,,[],ff1010_20001_0.npy
10.0,320000,,[],ff1010_20008_0.npy
10.0,320000,,[],ff1010_20016_0.npy
10.0,320000,,[],ff1010_20017_0.npy
10.0,320000,,[],ff1010_20018_0.npy
10.0,320000,,[],ff1010_20019_0.npy
10.0,320000,,[],ff1010_20048_0.npy
10.0,320000,,[],ff1010_20049_0.npy
10.0,320000,,[],ff1010_20067_0.npy
10.0,320000,,[],ff1010_20191_0.npy
10.0,320000,,[],ff1010_20192_0.npy
10.0,320000,,[],ff1010_20206_0.npy
10.0,320000,,[],ff1010_20290_0.npy
10.0,320000,,[],ff1010_20292_0.npy
10.0,320000,,[],ff1010_20381_0.npy
10.0,320000,,[],ff1010_20384_0.npy
10.0,320000,,[],ff1010_20530_0.npy
10.0,320000,,[],ff1010_20580_0.npy
10.0,320000,,[],ff1010_20692_0.npy
10.0,320000,,[],ff1010_20693_0.npy
10.0,320000,,[],ff1010_20694_0.npy
10.0,320000,,[],ff1010_20695_0.npy
10.0,320000,,[],ff1010_20696_0.npy
10.0,320000,,[],ff1010_20697_0.npy
10.0,320000,,[],ff1010_20698_0.npy
10.0,320000,,[],ff1010_20714_0.npy
10.0,320000,,[],ff1010_20782_0.npy
10.0,320000,,[],ff1010_20784_0.npy
10.0,320000,,[],ff1010_20785_0.npy
10.0,320000,,[],ff1010_20786_0.npy
10.0,320000,,[],ff1010_20787_0.npy
10.0,320000,,[],ff1010_20788_0.npy
10.0,320000,,[],ff1010_20838_0.npy
10.0,320000,,[],ff1010_21156_0.npy
10.0,320000,,[],ff1010_21321_0.npy
10.0,320000,,[],ff1010_21322_0.npy
10.0,320000,,[],ff1010_21421_0.npy
10.0,320000,,[],ff1010_21432_0.npy
10.0,320000,,[],ff1010_21435_0.npy
10.0,320000,,[],ff1010_21683_0.npy
10.0,320000,,[],ff1010_21684_0.npy
10.0,320000,,[],ff1010_21704_0.npy
10.0,320000,,[],ff1010_21888_0.npy
10.0,320000,,[],ff1010_21889_0.npy
10.0,320000,,[],ff1010_21890_0.npy
10.0,320000,,[],ff1010_21891_0.npy
10.0,320000,,[],ff1010_21892_0.npy
10.0,320000,,[],ff1010_21893_0.npy
10.0,320000,,[],ff1010_21894_0.npy
10.0,320000,,[],ff1010_22109_0.npy
10.0,320000,,[],ff1010_22132_0.npy
10.0,320000,,[],ff1010_22160_0.npy
10.0,320000,,[],ff1010_22350_0.npy
10.0,320000,,[],ff1010_22387_0.npy
10.0,320000,,[],ff1010_22412_0.npy
10.0,320000,,[],ff1010_22423_0.npy
10.0,320000,,[],ff1010_22437_0.npy
10.0,320000,,[],ff1010_22515_0.npy
10.0,320000,,[],ff1010_22516_0.npy
10.0,320000,,[],ff1010_22518_0.npy
10.0,320000,,[],ff1010_22519_0.npy
10.0,320000,,[],ff1010_22521_0.npy
10.0,320000,,[],ff1010_22522_0.npy
10.0,320000,,[],ff1010_22523_0.npy
10.0,320000,,[],ff1010_22721_0.npy
10.0,320000,,[],ff1010_22862_0.npy
10.0,320000,,[],ff1010_22863_0.npy
10.0,320000,,[],ff1010_22950_0.npy
10.0,320000,,[],ff1010_22951_0.npy
10.0,320000,,[],ff1010_22953_0.npy
10.0,320000,,[],ff1010_23015_0.npy
10.0,320000,,[],ff1010_23017_0.npy
10.0,320000,,[],ff1010_23019_0.npy
10.0,320000,,[],ff1010_23024_0.npy
10.0,320000,,[],ff1010_23025_0.npy
10.0,320000,,[],ff1010_23026_0.npy
10.0,320000,,[],ff1010_23040_0.npy
10.0,320000,,[],ff1010_23062_0.npy
10.0,320000,,[],ff1010_23063_0.npy
10.0,320000,,[],ff1010_23064_0.npy
10.0,320000,,[],ff1010_23087_0.npy
10.0,320000,,[],ff1010_23192_0.npy
10.0,320000,,[],ff1010_23256_0.npy
10.0,320000,,[],ff1010_23257_0.npy
10.0,320000,,[],ff1010_23258_0.npy
10.0,320000,,[],ff1010_23293_0.npy
10.0,320000,,[],ff1010_23294_0.npy
10.0,320000,,[],ff1010_23295_0.npy
10.0,320000,,[],ff1010_23415_0.npy
10.0,320000,,[],ff1010_23417_0.npy
10.0,320000,,[],ff1010_23454_0.npy
10.0,320000,,[],ff1010_23528_0.npy
10.0,320000,,[],ff1010_23538_0.npy
10.0,320000,,[],ff1010_23554_0.npy
10.0,320000,,[],ff1010_23574_0.npy
10.0,320000,,[],ff1010_23605_0.npy
10.0,320000,,[],ff1010_23750_0.npy
10.0,320000,,[],ff1010_23779_0.npy
10.0,320000,,[],ff1010_24003_0.npy
10.0,320000,,[],ff1010_24023_0.npy
10.0,320000,,[],ff1010_24025_0.npy
10.0,320000,,[],ff1010_24054_0.npy
10.0,320000,,[],ff1010_24716_0.npy
10.0,320000,,[],ff1010_24718_0.npy
10.0,320000,,[],ff1010_24728_0.npy
10.0,320000,,[],ff1010_24796_0.npy
10.0,320000,,[],ff1010_24943_0.npy
10.0,320000,,[],ff1010_24944_0.npy
10.0,320000,,[],ff1010_24945_0.npy
10.0,320000,,[],ff1010_24947_0.npy
10.0,320000,,[],ff1010_24948_0.npy
10.0,320000,,[],ff1010_24950_0.npy
10.0,320000,,[],ff1010_24952_0.npy
10.0,320000,,[],ff1010_24966_0.npy
10.0,320000,,[],ff1010_24968_0.npy
10.0,320000,,[],ff1010_25021_0.npy
10.0,320000,,[],ff1010_25060_0.npy
10.0,320000,,[],ff1010_25067_0.npy
10.0,320000,,[],ff1010_25068_0.npy
10.0,320000,,[],ff1010_25209_0.npy
10.0,320000,,[],ff1010_25377_0.npy
10.0,320000,,[],ff1010_25378_0.npy
10.0,320000,,[],ff1010_25379_0.npy
10.0,320000,,[],ff1010_25380_0.npy
10.0,320000,,[],ff1010_25381_0.npy
10.0,320000,,[],ff1010_25382_0.npy
10.0,320000,,[],ff1010_25383_0.npy
10.0,320000,,[],ff1010_25384_0.npy
10.0,320000,,[],ff1010_25386_0.npy
10.0,320000,,[],ff1010_25522_0.npy
10.0,320000,,[],ff1010_25524_0.npy
10.0,320000,,[],ff1010_25525_0.npy
10.0,320000,,[],ff1010_25526_0.npy
10.0,320000,,[],ff1010_25579_0.npy
10.0,320000,,[],ff1010_25580_0.npy
10.0,320000,,[],ff1010_25588_0.npy
10.0,320000,,[],ff1010_25590_0.npy
10.0,320000,,[],ff1010_25823_0.npy
10.0,320000,,[],ff1010_25824_0.npy
10.0,320000,,[],ff1010_25901_0.npy
10.0,320000,,[],ff1010_25903_0.npy
10.0,320000,,[],ff1010_25907_0.npy
10.0,320000,,[],ff1010_25908_0.npy
10.0,320000,,[],ff1010_26071_0.npy
10.0,320000,,[],ff1010_26267_0.npy
10.0,320000,,[],ff1010_26268_0.npy
10.0,320000,,[],ff1010_26269_0.npy
10.0,320000,,[],ff1010_26270_0.npy
10.0,320000,,[],ff1010_26272_0.npy
10.0,320000,,[],ff1010_26400_0.npy
10.0,320000,,[],ff1010_26904_0.npy
10.0,320000,,[],ff1010_26905_0.npy
10.0,320000,,[],ff1010_26906_0.npy
10.0,320000,,[],ff1010_26907_0.npy
10.0,320000,,[],ff1010_26909_0.npy
10.0,320000,,[],ff1010_26910_0.npy
10.0,320000,,[],ff1010_26911_0.npy
10.0,320000,,[],ff1010_26913_0.npy
10.0,320000,,[],ff1010_26969_0.npy
10.0,320000,,[],ff1010_27073_0.npy
10.0,320000,,[],ff1010_27154_0.npy
10.0,320000,,[],ff1010_27232_0.npy
10.0,320000,,[],ff1010_27580_0.npy
10.0,320000,,[],ff1010_28164_0.npy
10.0,320000,,[],ff1010_28165_0.npy
10.0,320000,,[],ff1010_28166_0.npy
10.0,320000,,[],ff1010_28167_0.npy
10.0,320000,,[],ff1010_28204_0.npy
10.0,320000,,[],ff1010_28250_0.npy
10.0,320000,,[],ff1010_28251_0.npy
10.0,320000,,[],ff1010_28252_0.npy
10.0,320000,,[],ff1010_28253_0.npy
10.0,320000,,[],ff1010_28286_0.npy
10.0,320000,,[],ff1010_28314_0.npy
10.0,320000,,[],ff1010_28376_0.npy
10.0,320000,,[],ff1010_28464_0.npy
10.0,320000,,[],ff1010_28500_0.npy
10.0,320000,,[],ff1010_28641_0.npy
10.0,320000,,[],ff1010_28775_0.npy
10.0,320000,,[],ff1010_28807_0.npy
10.0,320000,,[],ff1010_28808_0.npy
10.0,320000,,[],ff1010_28809_0.npy
10.0,320000,,[],ff1010_29512_0.npy
10.0,320000,,[],ff1010_29522_0.npy
10.0,320000,,[],ff1010_29525_0.npy
10.0,320000,,[],ff1010_29606_0.npy
10.0,320000,,[],ff1010_29636_0.npy
10.0,320000,,[],ff1010_29639_0.npy
10.0,320000,,[],ff1010_29645_0.npy
10.0,320000,,[],ff1010_29647_0.npy
10.0,320000,,[],ff1010_29650_0.npy
10.0,320000,,[],ff1010_29867_0.npy
10.0,320000,,[],ff1010_29932_0.npy
10.0,320000,,[],ff1010_29982_0.npy
10.0,320000,,[],ff1010_30033_0.npy
10.0,320000,,[],ff1010_30034_0.npy
10.0,320000,,[],ff1010_30168_0.npy
10.0,320000,,[],ff1010_30207_0.npy
10.0,320000,,[],ff1010_30307_0.npy
10.0,320000,,[],ff1010_30322_0.npy
10.0,320000,,[],ff1010_30324_0.npy
10.0,320000,,[],ff1010_30353_0.npy
10.0,320000,,[],ff1010_30371_0.npy
10.0,320000,,[],ff1010_30372_0.npy
10.0,320000,,[],ff1010_30373_0.npy
10.0,320000,,[],ff1010_30414_0.npy
10.0,320000,,[],ff1010_30444_0.npy
10.0,320000,,[],ff1010_30469_0.npy
10.0,320000,,[],ff1010_30475_0.npy
10.0,320000,,[],ff1010_30547_0.npy
10.0,320000,,[],ff1010_30679_0.npy
10.0,320000,,[],ff1010_30787_0.npy
10.0,320000,,[],ff1010_30788_0.npy
10.0,320000,,[],ff1010_30789_0.npy
10.0,320000,,[],ff1010_30837_0.npy
10.0,320000,,[],ff1010_30838_0.npy
10.0,320000,,[],ff1010_30840_0.npy
10.0,320000,,[],ff1010_30950_0.npy
10.0,320000,,[],ff1010_31039_0.npy
10.0,320000,,[],ff1010_31040_0.npy
10.0,320000,,[],ff1010_31154_0.npy
10.0,320000,,[],ff1010_31155_0.npy
10.0,320000,,[],ff1010_31156_0.npy
10.0,320000,,[],ff1010_31169_0.npy
10.0,320000,,[],ff1010_31225_0.npy
10.0,320000,,[],ff1010_31256_0.npy
10.0,320000,,[],ff1010_31266_0.npy
10.0,320000,,[],ff1010_31274_0.npy
10.0,320000,,[],ff1010_31454_0.npy
10.0,320000,,[],ff1010_31455_0.npy
10.0,320000,,[],ff1010_31456_0.npy
10.0,320000,,[],ff1010_31487_0.npy
10.0,320000,,[],ff1010_31526_0.npy
10.0,320000,,[],ff1010_31541_0.npy
10.0,320000,,[],ff1010_31640_0.npy
10.0,320000,,[],ff1010_31798_0.npy
10.0,320000,,[],ff1010_31821_0.npy
10.0,320000,,[],ff1010_31823_0.npy
10.0,320000,,[],ff1010_31884_0.npy
10.0,320000,,[],ff1010_31972_0.npy
10.0,320000,,[],ff1010_31973_0.npy
10.0,320000,,[],ff1010_31990_0.npy
10.0,320000,,[],ff1010_32165_0.npy
10.0,320000,,[],ff1010_32171_0.npy
10.0,320000,,[],ff1010_32245_0.npy
10.0,320000,,[],ff1010_32255_0.npy
10.0,320000,,[],ff1010_32310_0.npy
10.0,320000,,[],ff1010_32394_0.npy
10.0,320000,,[],ff1010_32401_0.npy
10.0,320000,,[],ff1010_32405_0.npy
10.0,320000,,[],ff1010_32423_0.npy
10.0,320000,,[],ff1010_32489_0.npy
10.0,320000,,[],ff1010_32490_0.npy
10.0,320000,,[],ff1010_32491_0.npy
10.0,320000,,[],ff1010_32492_0.npy
10.0,320000,,[],ff1010_32493_0.npy
10.0,320000,,[],ff1010_32494_0.npy
10.0,320000,,[],ff1010_32495_0.npy
10.0,320000,,[],ff1010_32496_0.npy
10.0,320000,,[],ff1010_32497_0.npy
10.0,320000,,[],ff1010_32498_0.npy
10.0,320000,,[],ff1010_32499_0.npy
10.0,320000,,[],ff1010_32511_0.npy
10.0,320000,,[],ff1010_32571_0.npy
10.0,320000,,[],ff1010_32797_0.npy
10.0,320000,,[],ff1010_32834_0.npy
10.0,320000,,[],ff1010_32840_0.npy
10.0,320000,,[],ff1010_32852_0.npy
10.0,320000,,[],ff1010_32859_0.npy
10.0,320000,,[],ff1010_33314_0.npy
10.0,320000,,[],ff1010_33390_0.npy
10.0,320000,,[],ff1010_33391_0.npy
10.0,320000,,[],ff1010_33444_0.npy
10.0,320000,,[],ff1010_33447_0.npy
10.0,320000,,[],ff1010_33448_0.npy
10.0,320000,,[],ff1010_33640_0.npy
10.0,320000,,[],ff1010_33641_0.npy
10.0,320000,,[],ff1010_33695_0.npy
10.0,320000,,[],ff1010_33721_0.npy
10.0,320000,,[],ff1010_33772_0.npy
10.0,320000,,[],ff1010_33794_0.npy
10.0,320000,,[],ff1010_33936_0.npy
10.0,320000,,[],ff1010_34094_0.npy
10.0,320000,,[],ff1010_34126_0.npy
10.0,320000,,[],ff1010_34127_0.npy
10.0,320000,,[],ff1010_34128_0.npy
10.0,320000,,[],ff1010_34129_0.npy
10.0,320000,,[],ff1010_34157_0.npy
10.0,320000,,[],ff1010_34174_0.npy
10.0,320000,,[],ff1010_34178_0.npy
10.0,320000,,[],ff1010_34193_0.npy
10.0,320000,,[],ff1010_34218_0.npy
10.0,320000,,[],ff1010_34266_0.npy
10.0,320000,,[],ff1010_34267_0.npy
10.0,320000,,[],ff1010_34268_0.npy
10.0,320000,,[],ff1010_34269_0.npy
10.0,320000,,[],ff1010_34328_0.npy
10.0,320000,,[],ff1010_34329_0.npy
10.0,320000,,[],ff1010_34346_0.npy
10.0,320000,,[],ff1010_34347_0.npy
10.0,320000,,[],ff1010_34363_0.npy
10.0,320000,,[],ff1010_34651_0.npy
10.0,320000,,[],ff1010_34652_0.npy
10.0,320000,,[],ff1010_34681_0.npy
10.0,320000,,[],ff1010_34978_0.npy
10.0,320000,,[],ff1010_35038_0.npy
10.0,320000,,[],ff1010_35057_0.npy
10.0,320000,,[],ff1010_35058_0.npy
10.0,320000,,[],ff1010_35289_0.npy
10.0,320000,,[],ff1010_35692_0.npy
10.0,320000,,[],ff1010_35722_0.npy
10.0,320000,,[],ff1010_35723_0.npy
10.0,320000,,[],ff1010_36044_0.npy
10.0,320000,,[],ff1010_36050_0.npy
10.0,320000,,[],ff1010_36056_0.npy
10.0,320000,,[],ff1010_36093_0.npy
