,itemid,hasbird,filename,primary_label,filepath,frames,sr,duration,fold
30,192790,0,192790.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/192790.wav,441000,44100,10.0,2
31,91760,0,91760.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/91760.wav,441000,44100,10.0,0
32,71838,1,71838.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/71838.wav,441000,44100,10.0,1
33,132941,0,132941.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/132941.wav,441000,44100,10.0,1
34,97375,1,97375.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/97375.wav,441000,44100,10.0,4
35,63806,0,63806.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/63806.wav,441000,44100,10.0,2
36,38282,0,38282.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/38282.wav,441000,44100,10.0,4
37,44223,0,44223.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/44223.wav,441000,44100,10.0,0
38,72827,1,72827.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/72827.wav,441000,44100,10.0,0
39,157204,0,157204.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/157204.wav,441000,44100,10.0,3
40,50678,0,50678.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/50678.wav,441000,44100,10.0,2
41,148814,0,148814.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/148814.wav,441000,44100,10.0,0
42,166175,1,166175.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/166175.wav,441000,44100,10.0,4
43,87526,0,87526.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/87526.wav,441000,44100,10.0,4
44,54803,1,54803.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/54803.wav,441000,44100,10.0,3
45,43830,0,43830.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/43830.wav,441000,44100,10.0,1
46,156039,0,156039.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/156039.wav,441000,44100,10.0,1
47,89677,1,89677.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/89677.wav,441000,44100,10.0,2
48,7885,0,7885.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/7885.wav,441000,44100,10.0,4
49,17008,0,17008.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/17008.wav,441000,44100,10.0,4
50,65676,0,65676.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/65676.wav,441000,44100,10.0,3
51,137885,0,137885.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/137885.wav,441000,44100,10.0,2
52,42805,1,42805.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/42805.wav,441000,44100,10.0,4
53,28807,0,28807.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/28807.wav,441000,44100,10.0,0
54,194705,0,194705.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/194705.wav,441000,44100,10.0,4
55,127361,0,127361.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/127361.wav,441000,44100,10.0,4
56,69090,1,69090.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/69090.wav,441000,44100,10.0,2
57,94833,0,94833.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/94833.wav,441000,44100,10.0,4
58,77308,0,77308.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/77308.wav,441000,44100,10.0,3
59,155250,0,155250.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/155250.wav,441000,44100,10.0,1
60,43443,0,43443.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/43443.wav,441000,44100,10.0,1
61,40130,1,40130.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/40130.wav,441000,44100,10.0,4
62,146713,1,146713.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/146713.wav,441000,44100,10.0,4
63,67419,0,67419.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/67419.wav,441000,44100,10.0,0
64,109156,1,109156.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/109156.wav,441000,44100,10.0,1
65,32479,1,32479.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/32479.wav,441000,44100,10.0,1
66,160784,0,160784.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/160784.wav,441000,44100,10.0,2
67,126154,1,126154.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/126154.wav,441000,44100,10.0,3
68,46222,0,46222.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/46222.wav,441000,44100,10.0,2
69,123144,1,123144.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/123144.wav,441000,44100,10.0,4
70,147582,1,147582.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/147582.wav,441000,44100,10.0,4
71,107636,0,107636.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/107636.wav,441000,44100,10.0,0
72,32261,1,32261.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/32261.wav,441000,44100,10.0,1
73,155126,0,155126.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/155126.wav,441000,44100,10.0,1
74,79704,0,79704.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/79704.wav,441000,44100,10.0,4
75,54536,1,54536.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/54536.wav,441000,44100,10.0,1
76,47701,0,47701.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/47701.wav,441000,44100,10.0,1
77,193483,1,193483.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/193483.wav,441000,44100,10.0,2
78,113346,0,113346.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/113346.wav,441000,44100,10.0,4
79,191373,0,191373.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/191373.wav,441000,44100,10.0,0
80,37798,1,37798.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/37798.wav,441000,44100,10.0,1
81,146695,1,146695.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/146695.wav,441000,44100,10.0,0
82,43444,0,43444.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/43444.wav,441000,44100,10.0,0
83,147937,0,147937.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/147937.wav,441000,44100,10.0,2
84,23771,1,23771.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/23771.wav,441000,44100,10.0,0
85,140798,0,140798.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/140798.wav,441000,44100,10.0,2
86,44048,0,44048.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/44048.wav,441000,44100,10.0,4
87,173444,1,173444.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/173444.wav,441000,44100,10.0,0
88,86763,0,86763.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/86763.wav,441000,44100,10.0,4
89,60589,0,60589.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/60589.wav,441000,44100,10.0,4
90,192681,0,192681.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/192681.wav,441000,44100,10.0,0
91,80712,1,80712.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/80712.wav,441000,44100,10.0,3
92,172997,0,172997.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/172997.wav,441000,44100,10.0,1
93,65281,0,65281.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/65281.wav,441000,44100,10.0,1
94,45923,0,45923.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/45923.wav,441000,44100,10.0,1
95,78784,1,78784.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/78784.wav,441000,44100,10.0,0
96,156363,0,156363.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/156363.wav,441000,44100,10.0,0
97,41192,0,41192.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/41192.wav,441000,44100,10.0,0
98,34218,0,34218.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/34218.wav,441000,44100,10.0,2
99,188172,0,188172.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/188172.wav,441000,44100,10.0,0
100,58511,0,58511.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/58511.wav,441000,44100,10.0,2
101,145529,0,145529.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/145529.wav,441000,44100,10.0,3
102,138650,1,138650.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/138650.wav,441000,44100,10.0,2
103,156607,0,156607.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/156607.wav,441000,44100,10.0,2
104,66035,0,66035.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/66035.wav,441000,44100,10.0,2
105,91267,0,91267.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/91267.wav,441000,44100,10.0,3
106,162729,0,162729.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/162729.wav,441000,44100,10.0,2
107,39652,1,39652.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/39652.wav,441000,44100,10.0,4
108,39985,0,39985.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/39985.wav,441000,44100,10.0,1
109,124679,0,124679.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/124679.wav,441000,44100,10.0,1
110,48995,0,48995.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/48995.wav,441000,44100,10.0,4
111,142335,0,142335.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/142335.wav,441000,44100,10.0,4
112,194675,1,194675.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/194675.wav,441000,44100,10.0,0
113,71056,1,71056.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/71056.wav,441000,44100,10.0,1
114,90846,0,90846.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/90846.wav,441000,44100,10.0,0
115,68152,0,68152.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/68152.wav,441000,44100,10.0,4
116,32494,0,32494.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/32494.wav,441000,44100,10.0,4
117,146863,0,146863.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/146863.wav,441000,44100,10.0,3
118,164378,0,164378.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/164378.wav,441000,44100,10.0,1
119,159998,0,159998.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/159998.wav,441000,44100,10.0,3
120,17354,1,17354.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/17354.wav,441000,44100,10.0,2
121,150113,1,150113.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/150113.wav,441000,44100,10.0,4
122,63742,0,63742.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/63742.wav,441000,44100,10.0,3
123,66034,0,66034.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/66034.wav,441000,44100,10.0,2
124,176589,0,176589.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/176589.wav,441000,44100,10.0,4
125,140825,1,140825.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/140825.wav,441000,44100,10.0,3
126,44186,0,44186.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/44186.wav,441000,44100,10.0,4
127,23415,0,23415.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/23415.wav,441000,44100,10.0,2
128,7320,1,7320.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/7320.wav,441000,44100,10.0,0
129,85160,0,85160.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/85160.wav,441000,44100,10.0,3
130,111040,1,111040.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/111040.wav,441000,44100,10.0,0
131,107522,1,107522.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/107522.wav,441000,44100,10.0,4
132,175040,0,175040.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/175040.wav,441000,44100,10.0,0
133,137884,1,137884.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/137884.wav,441000,44100,10.0,0
134,91476,0,91476.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/91476.wav,441000,44100,10.0,2
135,80689,1,80689.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/80689.wav,441000,44100,10.0,1
136,155209,0,155209.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/155209.wav,441000,44100,10.0,3
137,73116,0,73116.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/73116.wav,441000,44100,10.0,2
138,103026,0,103026.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/103026.wav,441000,44100,10.0,3
139,178878,1,178878.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/178878.wav,441000,44100,10.0,3
140,171427,0,171427.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/171427.wav,441000,44100,10.0,0
141,147777,0,147777.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/147777.wav,441000,44100,10.0,0
142,184633,0,184633.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/184633.wav,441000,44100,10.0,1
143,19992,0,19992.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/19992.wav,441000,44100,10.0,4
144,50883,1,50883.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/50883.wav,441000,44100,10.0,1
145,52073,1,52073.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/52073.wav,441000,44100,10.0,2
146,150882,1,150882.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/150882.wav,441000,44100,10.0,0
147,118595,0,118595.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/118595.wav,441000,44100,10.0,2
148,179678,0,179678.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/179678.wav,441000,44100,10.0,3
149,86960,0,86960.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/86960.wav,441000,44100,10.0,4
150,35692,0,35692.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/35692.wav,441000,44100,10.0,0
151,73078,0,73078.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/73078.wav,441000,44100,10.0,3
152,182093,0,182093.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/182093.wav,441000,44100,10.0,0
153,111092,1,111092.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/111092.wav,441000,44100,10.0,2
154,54485,0,54485.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/54485.wav,441000,44100,10.0,4
155,191737,1,191737.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/191737.wav,441000,44100,10.0,0
156,188261,1,188261.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/188261.wav,441000,44100,10.0,0
157,73517,0,73517.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/73517.wav,441000,44100,10.0,1
158,109657,1,109657.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/109657.wav,441000,44100,10.0,1
159,85362,0,85362.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/85362.wav,441000,44100,10.0,1
160,187125,0,187125.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/187125.wav,441000,44100,10.0,0
161,46347,0,46347.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/46347.wav,441000,44100,10.0,1
162,72233,1,72233.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/72233.wav,441000,44100,10.0,0
163,146223,0,146223.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/146223.wav,441000,44100,10.0,0
164,154921,1,154921.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/154921.wav,441000,44100,10.0,2
165,88409,0,88409.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/88409.wav,441000,44100,10.0,2
166,71862,0,71862.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/71862.wav,441000,44100,10.0,2
167,66594,1,66594.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/66594.wav,441000,44100,10.0,1
168,57147,0,57147.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/57147.wav,441000,44100,10.0,0
169,184200,1,184200.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/184200.wav,441000,44100,10.0,0
170,189862,0,189862.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/189862.wav,441000,44100,10.0,0
171,95956,0,95956.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/95956.wav,441000,44100,10.0,1
172,109373,0,109373.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/109373.wav,441000,44100,10.0,4
173,125243,0,125243.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/125243.wav,441000,44100,10.0,3
174,172519,0,172519.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/172519.wav,441000,44100,10.0,1
175,176591,1,176591.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/176591.wav,441000,44100,10.0,2
176,16990,0,16990.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/16990.wav,441000,44100,10.0,1
177,78793,0,78793.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/78793.wav,441000,44100,10.0,0
178,102552,1,102552.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/102552.wav,441000,44100,10.0,4
179,11692,0,11692.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/11692.wav,441000,44100,10.0,3
180,100302,0,100302.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/100302.wav,441000,44100,10.0,2
181,90352,0,90352.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/90352.wav,441000,44100,10.0,4
182,56875,0,56875.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/56875.wav,441000,44100,10.0,2
183,71964,0,71964.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/71964.wav,441000,44100,10.0,1
184,137886,0,137886.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/137886.wav,441000,44100,10.0,1
185,176124,0,176124.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/176124.wav,441000,44100,10.0,2
186,173888,0,173888.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/173888.wav,441000,44100,10.0,0
187,31244,1,31244.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/31244.wav,441000,44100,10.0,1
188,157733,0,157733.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/157733.wav,441000,44100,10.0,2
189,77783,0,77783.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/77783.wav,441000,44100,10.0,4
190,66785,1,66785.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/66785.wav,441000,44100,10.0,2
191,52833,1,52833.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/52833.wav,441000,44100,10.0,0
192,147599,0,147599.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/147599.wav,441000,44100,10.0,0
193,134971,0,134971.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/134971.wav,441000,44100,10.0,1
194,20019,0,20019.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/20019.wav,441000,44100,10.0,4
195,3188,1,3188.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/3188.wav,441000,44100,10.0,0
196,69103,1,69103.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/69103.wav,441000,44100,10.0,1
197,31454,0,31454.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/31454.wav,441000,44100,10.0,4
198,127282,0,127282.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/127282.wav,441000,44100,10.0,1
199,180544,1,180544.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/180544.wav,441000,44100,10.0,3
200,15657,1,15657.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/15657.wav,441000,44100,10.0,4
201,127234,0,127234.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/127234.wav,441000,44100,10.0,4
202,104541,0,104541.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/104541.wav,441000,44100,10.0,4
203,77666,1,77666.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/77666.wav,441000,44100,10.0,0
204,108763,1,108763.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/108763.wav,441000,44100,10.0,1
205,7875,0,7875.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/7875.wav,441000,44100,10.0,1
206,91467,1,91467.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/91467.wav,441000,44100,10.0,2
207,126762,0,126762.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/126762.wav,441000,44100,10.0,2
208,169097,0,169097.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/169097.wav,441000,44100,10.0,2
209,142293,0,142293.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/142293.wav,441000,44100,10.0,4
210,111175,0,111175.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/111175.wav,441000,44100,10.0,4
211,112535,1,112535.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/112535.wav,441000,44100,10.0,3
212,162727,0,162727.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/162727.wav,441000,44100,10.0,0
213,162768,0,162768.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/162768.wav,441000,44100,10.0,2
214,187943,1,187943.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/187943.wav,441000,44100,10.0,2
215,188469,0,188469.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/188469.wav,441000,44100,10.0,4
216,54753,0,54753.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/54753.wav,441000,44100,10.0,0
217,95488,1,95488.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/95488.wav,441000,44100,10.0,3
218,62166,0,62166.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/62166.wav,441000,44100,10.0,0
219,164939,0,164939.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/164939.wav,441000,44100,10.0,4
220,9225,0,9225.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/9225.wav,441000,44100,10.0,2
221,118745,0,118745.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/118745.wav,441000,44100,10.0,2
222,57327,1,57327.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/57327.wav,441000,44100,10.0,1
223,71294,1,71294.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/71294.wav,441000,44100,10.0,2
224,100180,1,100180.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/100180.wav,441000,44100,10.0,2
225,187130,0,187130.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/187130.wav,441000,44100,10.0,4
226,165048,1,165048.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/165048.wav,441000,44100,10.0,3
227,41848,0,41848.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/41848.wav,441000,44100,10.0,4
228,188140,0,188140.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/188140.wav,441000,44100,10.0,0
229,2531,0,2531.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/2531.wav,441000,44100,10.0,2
230,112758,1,112758.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/112758.wav,441000,44100,10.0,0
231,86935,0,86935.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/86935.wav,441000,44100,10.0,1
232,38584,0,38584.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/38584.wav,441000,44100,10.0,1
