bird,audio,path,length,destination
lesred1,692821.wav,/datasets/xeno_canto/491_dataset/lesred1/692821.wav,10.309688,/datasets/xeno_canto/491/692821.wav
lesred1,595860.wav,/datasets/xeno_canto/491_dataset/lesred1/595860.wav,14.112,/datasets/xeno_canto/491/595860.wav
lesred1,600665.wav,/datasets/xeno_canto/491_dataset/lesred1/600665.wav,10.0445,/datasets/xeno_canto/491/600665.wav
lesred1,638991.wav,/datasets/xeno_canto/491_dataset/lesred1/638991.wav,14.00425,/datasets/xeno_canto/491/638991.wav
lesred1,26244.wav,/datasets/xeno_canto/491_dataset/lesred1/26244.wav,14.053875,/datasets/xeno_canto/491/26244.wav
lesred1,597448.wav,/datasets/xeno_canto/491_dataset/lesred1/597448.wav,28.016,/datasets/xeno_canto/491/597448.wav
lesred1,692370.wav,/datasets/xeno_canto/491_dataset/lesred1/692370.wav,30.81925,/datasets/xeno_canto/491/692370.wav
lesred1,594385.wav,/datasets/xeno_canto/491_dataset/lesred1/594385.wav,10.680563,/datasets/xeno_canto/491/594385.wav
lesred1,692812.wav,/datasets/xeno_canto/491_dataset/lesred1/692812.wav,22.476938,/datasets/xeno_canto/491/692812.wav
lesred1,638990.wav,/datasets/xeno_canto/491_dataset/lesred1/638990.wav,10.509813,/datasets/xeno_canto/491/638990.wav
lesred1,693050.wav,/datasets/xeno_canto/491_dataset/lesred1/693050.wav,18.271875,/datasets/xeno_canto/491/693050.wav
lesred1,692811.wav,/datasets/xeno_canto/491_dataset/lesred1/692811.wav,23.941563,/datasets/xeno_canto/491/692811.wav
lesred1,597283.wav,/datasets/xeno_canto/491_dataset/lesred1/597283.wav,6.672,/datasets/xeno_canto/491/597283.wav
lesred1,594383.wav,/datasets/xeno_canto/491_dataset/lesred1/594383.wav,22.2475,/datasets/xeno_canto/491/594383.wav
lesred1,683437.wav,/datasets/xeno_canto/491_dataset/lesred1/683437.wav,7.144688,/datasets/xeno_canto/491/683437.wav
lesred1,596948.wav,/datasets/xeno_canto/491_dataset/lesred1/596948.wav,22.792813,/datasets/xeno_canto/491/596948.wav
lesred1,693049.wav,/datasets/xeno_canto/491_dataset/lesred1/693049.wav,9.512188,/datasets/xeno_canto/491/693049.wav
lesred1,650701.wav,/datasets/xeno_canto/491_dataset/lesred1/650701.wav,9.752375,/datasets/xeno_canto/491/650701.wav
lesred1,595041.wav,/datasets/xeno_canto/491_dataset/lesred1/595041.wav,10.495438,/datasets/xeno_canto/491/595041.wav
lesred1,687564.wav,/datasets/xeno_canto/491_dataset/lesred1/687564.wav,45.696875,/datasets/xeno_canto/491/687564.wav
lesred1,692796.wav,/datasets/xeno_canto/491_dataset/lesred1/692796.wav,13.281813,/datasets/xeno_canto/491/692796.wav
lesred1,650560.wav,/datasets/xeno_canto/491_dataset/lesred1/650560.wav,29.4875,/datasets/xeno_canto/491/650560.wav
lesred1,591130.wav,/datasets/xeno_canto/491_dataset/lesred1/591130.wav,33.408,/datasets/xeno_canto/491/591130.wav
lesred1,594960.wav,/datasets/xeno_canto/491_dataset/lesred1/594960.wav,14.103563,/datasets/xeno_canto/491/594960.wav
lesred1,687563.wav,/datasets/xeno_canto/491_dataset/lesred1/687563.wav,10.939188,/datasets/xeno_canto/491/687563.wav
lesred1,684173.wav,/datasets/xeno_canto/491_dataset/lesred1/684173.wav,26.587313,/datasets/xeno_canto/491/684173.wav
lesred1,596087.wav,/datasets/xeno_canto/491_dataset/lesred1/596087.wav,15.648,/datasets/xeno_canto/491/596087.wav
lesred1,593794.wav,/datasets/xeno_canto/491_dataset/lesred1/593794.wav,8.191188,/datasets/xeno_canto/491/593794.wav
lesred1,582269.wav,/datasets/xeno_canto/491_dataset/lesred1/582269.wav,68.011375,/datasets/xeno_canto/491/582269.wav
lesred1,687562.wav,/datasets/xeno_canto/491_dataset/lesred1/687562.wav,14.349938,/datasets/xeno_canto/491/687562.wav
lesred1,650559.wav,/datasets/xeno_canto/491_dataset/lesred1/650559.wav,23.843188,/datasets/xeno_canto/491/650559.wav
lesred1,586780.wav,/datasets/xeno_canto/491_dataset/lesred1/586780.wav,22.8,/datasets/xeno_canto/491/586780.wav
lesred1,684124.wav,/datasets/xeno_canto/491_dataset/lesred1/684124.wav,5.13425,/datasets/xeno_canto/491/684124.wav
lesred1,569422.wav,/datasets/xeno_canto/491_dataset/lesred1/569422.wav,34.745813,/datasets/xeno_canto/491/569422.wav
lesred1,684092.wav,/datasets/xeno_canto/491_dataset/lesred1/684092.wav,15.118938,/datasets/xeno_canto/491/684092.wav
lesred1,650811.wav,/datasets/xeno_canto/491_dataset/lesred1/650811.wav,15.603813,/datasets/xeno_canto/491/650811.wav
lesred1,642177.wav,/datasets/xeno_canto/491_dataset/lesred1/642177.wav,21.689938,/datasets/xeno_canto/491/642177.wav
lesred1,582259.wav,/datasets/xeno_canto/491_dataset/lesred1/582259.wav,14.992813,/datasets/xeno_canto/491/582259.wav
lesred1,569421.wav,/datasets/xeno_canto/491_dataset/lesred1/569421.wav,30.089438,/datasets/xeno_canto/491/569421.wav
lesred1,682838.wav,/datasets/xeno_canto/491_dataset/lesred1/682838.wav,12.31075,/datasets/xeno_canto/491/682838.wav
lesred1,648578.wav,/datasets/xeno_canto/491_dataset/lesred1/648578.wav,26.96825,/datasets/xeno_canto/491/648578.wav
lesred1,641146.wav,/datasets/xeno_canto/491_dataset/lesred1/641146.wav,6.110313,/datasets/xeno_canto/491/641146.wav
lesred1,569420.wav,/datasets/xeno_canto/491_dataset/lesred1/569420.wav,14.781063,/datasets/xeno_canto/491/569420.wav
lesred1,681829.wav,/datasets/xeno_canto/491_dataset/lesred1/681829.wav,10.055188,/datasets/xeno_canto/491/681829.wav
lesred1,569417.wav,/datasets/xeno_canto/491_dataset/lesred1/569417.wav,12.851688,/datasets/xeno_canto/491/569417.wav
lesred1,646274.wav,/datasets/xeno_canto/491_dataset/lesred1/646274.wav,32.355813,/datasets/xeno_canto/491/646274.wav
lesred1,639799.wav,/datasets/xeno_canto/491_dataset/lesred1/639799.wav,49.719938,/datasets/xeno_canto/491/639799.wav
lesred1,569419.wav,/datasets/xeno_canto/491_dataset/lesred1/569419.wav,23.408438,/datasets/xeno_canto/491/569419.wav
lesred1,680117.wav,/datasets/xeno_canto/491_dataset/lesred1/680117.wav,13.474313,/datasets/xeno_canto/491/680117.wav
lesred1,546533.wav,/datasets/xeno_canto/491_dataset/lesred1/546533.wav,5.449563,/datasets/xeno_canto/491/546533.wav
lesred1,569416.wav,/datasets/xeno_canto/491_dataset/lesred1/569416.wav,24.88875,/datasets/xeno_canto/491/569416.wav
lesred1,638785.wav,/datasets/xeno_canto/491_dataset/lesred1/638785.wav,77.193938,/datasets/xeno_canto/491/638785.wav
lesred1,569418.wav,/datasets/xeno_canto/491_dataset/lesred1/569418.wav,9.521125,/datasets/xeno_canto/491/569418.wav
lesred1,639798.wav,/datasets/xeno_canto/491_dataset/lesred1/639798.wav,58.8515,/datasets/xeno_canto/491/639798.wav
lesred1,505391.wav,/datasets/xeno_canto/491_dataset/lesred1/505391.wav,7.4295,/datasets/xeno_canto/491/505391.wav
lesred1,535753.wav,/datasets/xeno_canto/491_dataset/lesred1/535753.wav,8.411438,/datasets/xeno_canto/491/535753.wav
lesred1,569414.wav,/datasets/xeno_canto/491_dataset/lesred1/569414.wav,8.369938,/datasets/xeno_canto/491/569414.wav
lesred1,638992.wav,/datasets/xeno_canto/491_dataset/lesred1/638992.wav,9.412688,/datasets/xeno_canto/491/638992.wav
lesred1,470684.wav,/datasets/xeno_canto/491_dataset/lesred1/470684.wav,13.22375,/datasets/xeno_canto/491/470684.wav
lesred1,637920.wav,/datasets/xeno_canto/491_dataset/lesred1/637920.wav,8.5,/datasets/xeno_canto/491/637920.wav
lesred1,627539.wav,/datasets/xeno_canto/491_dataset/lesred1/627539.wav,8.551875,/datasets/xeno_canto/491/627539.wav
lesred1,562680.wav,/datasets/xeno_canto/491_dataset/lesred1/562680.wav,13.457625,/datasets/xeno_canto/491/562680.wav
lesred1,323033.wav,/datasets/xeno_canto/491_dataset/lesred1/323033.wav,45.30375,/datasets/xeno_canto/491/323033.wav
lesred1,627534.wav,/datasets/xeno_canto/491_dataset/lesred1/627534.wav,21.738938,/datasets/xeno_canto/491/627534.wav
lesred1,642179.wav,/datasets/xeno_canto/491_dataset/lesred1/642179.wav,11.576563,/datasets/xeno_canto/491/642179.wav
lesred1,627538.wav,/datasets/xeno_canto/491_dataset/lesred1/627538.wav,13.0745,/datasets/xeno_canto/491/627538.wav
lesred1,642178.wav,/datasets/xeno_canto/491_dataset/lesred1/642178.wav,56.76225,/datasets/xeno_canto/491/642178.wav
lesred1,597755.wav,/datasets/xeno_canto/491_dataset/lesred1/597755.wav,13.015,/datasets/xeno_canto/491/597755.wav
lesred1,626651.wav,/datasets/xeno_canto/491_dataset/lesred1/626651.wav,12.985125,/datasets/xeno_canto/491/626651.wav
lesred1,627536.wav,/datasets/xeno_canto/491_dataset/lesred1/627536.wav,22.658313,/datasets/xeno_canto/491/627536.wav
lesred1,524860.wav,/datasets/xeno_canto/491_dataset/lesred1/524860.wav,10.583875,/datasets/xeno_canto/491/524860.wav
lesred1,535754.wav,/datasets/xeno_canto/491_dataset/lesred1/535754.wav,8.350438,/datasets/xeno_canto/491/535754.wav
lesred1,590995.wav,/datasets/xeno_canto/491_dataset/lesred1/590995.wav,10.79925,/datasets/xeno_canto/491/590995.wav
lesred1,620926.wav,/datasets/xeno_canto/491_dataset/lesred1/620926.wav,16.353563,/datasets/xeno_canto/491/620926.wav
lesred1,524858.wav,/datasets/xeno_canto/491_dataset/lesred1/524858.wav,9.790813,/datasets/xeno_canto/491/524858.wav
lesred1,524620.wav,/datasets/xeno_canto/491_dataset/lesred1/524620.wav,50.592,/datasets/xeno_canto/491/524620.wav
lesred1,627535.wav,/datasets/xeno_canto/491_dataset/lesred1/627535.wav,19.262938,/datasets/xeno_canto/491/627535.wav
lesred1,443698.wav,/datasets/xeno_canto/491_dataset/lesred1/443698.wav,16.465,/datasets/xeno_canto/491/443698.wav
lesred1,447665.wav,/datasets/xeno_canto/491_dataset/lesred1/447665.wav,21.394313,/datasets/xeno_canto/491/447665.wav
lesred1,632506.wav,/datasets/xeno_canto/491_dataset/lesred1/632506.wav,7.032,/datasets/xeno_canto/491/632506.wav
lesred1,619018.wav,/datasets/xeno_canto/491_dataset/lesred1/619018.wav,52.391563,/datasets/xeno_canto/491/619018.wav
lesred1,443697.wav,/datasets/xeno_canto/491_dataset/lesred1/443697.wav,33.457,/datasets/xeno_canto/491/443697.wav
lesred1,626653.wav,/datasets/xeno_canto/491_dataset/lesred1/626653.wav,16.764563,/datasets/xeno_canto/491/626653.wav
lesred1,632505.wav,/datasets/xeno_canto/491_dataset/lesred1/632505.wav,15.0,/datasets/xeno_canto/491/632505.wav
lesred1,412908.wav,/datasets/xeno_canto/491_dataset/lesred1/412908.wav,26.096313,/datasets/xeno_canto/491/412908.wav
lesred1,489224.wav,/datasets/xeno_canto/491_dataset/lesred1/489224.wav,18.07675,/datasets/xeno_canto/491/489224.wav
lesred1,482789.wav,/datasets/xeno_canto/491_dataset/lesred1/482789.wav,11.67675,/datasets/xeno_canto/491/482789.wav
lesred1,443696.wav,/datasets/xeno_canto/491_dataset/lesred1/443696.wav,10.081,/datasets/xeno_canto/491/443696.wav
lesred1,626621.wav,/datasets/xeno_canto/491_dataset/lesred1/626621.wav,7.243375,/datasets/xeno_canto/491/626621.wav
lesred1,619010.wav,/datasets/xeno_canto/491_dataset/lesred1/619010.wav,7.981313,/datasets/xeno_canto/491/619010.wav
lesred1,619732.wav,/datasets/xeno_canto/491_dataset/lesred1/619732.wav,24.247813,/datasets/xeno_canto/491/619732.wav
lesred1,435238.wav,/datasets/xeno_canto/491_dataset/lesred1/435238.wav,10.9725,/datasets/xeno_canto/491/435238.wav
lesred1,626619.wav,/datasets/xeno_canto/491_dataset/lesred1/626619.wav,7.981375,/datasets/xeno_canto/491/626619.wav
lesred1,619008.wav,/datasets/xeno_canto/491_dataset/lesred1/619008.wav,29.859375,/datasets/xeno_canto/491/619008.wav
lesred1,393812.wav,/datasets/xeno_canto/491_dataset/lesred1/393812.wav,23.133375,/datasets/xeno_canto/491/393812.wav
lesred1,619015.wav,/datasets/xeno_canto/491_dataset/lesred1/619015.wav,28.71625,/datasets/xeno_canto/491/619015.wav
lesred1,619730.wav,/datasets/xeno_canto/491_dataset/lesred1/619730.wav,17.703188,/datasets/xeno_canto/491/619730.wav
lesred1,619007.wav,/datasets/xeno_canto/491_dataset/lesred1/619007.wav,93.10975,/datasets/xeno_canto/491/619007.wav
lesred1,379859.wav,/datasets/xeno_canto/491_dataset/lesred1/379859.wav,16.826813,/datasets/xeno_canto/491/379859.wav
lesred1,619017.wav,/datasets/xeno_canto/491_dataset/lesred1/619017.wav,17.506938,/datasets/xeno_canto/491/619017.wav
lesred1,619014.wav,/datasets/xeno_canto/491_dataset/lesred1/619014.wav,16.022625,/datasets/xeno_canto/491/619014.wav
lesred1,379853.wav,/datasets/xeno_canto/491_dataset/lesred1/379853.wav,8.934938,/datasets/xeno_canto/491/379853.wav
lesred1,392786.wav,/datasets/xeno_canto/491_dataset/lesred1/392786.wav,12.303688,/datasets/xeno_canto/491/392786.wav
lesred1,619016.wav,/datasets/xeno_canto/491_dataset/lesred1/619016.wav,34.49175,/datasets/xeno_canto/491/619016.wav
lesred1,392785.wav,/datasets/xeno_canto/491_dataset/lesred1/392785.wav,7.444938,/datasets/xeno_canto/491/392785.wav
lesred1,619013.wav,/datasets/xeno_canto/491_dataset/lesred1/619013.wav,12.917188,/datasets/xeno_canto/491/619013.wav
lesred1,354533.wav,/datasets/xeno_canto/491_dataset/lesred1/354533.wav,22.479813,/datasets/xeno_canto/491/354533.wav
lesred1,392784.wav,/datasets/xeno_canto/491_dataset/lesred1/392784.wav,25.417125,/datasets/xeno_canto/491/392784.wav
lesred1,619012.wav,/datasets/xeno_canto/491_dataset/lesred1/619012.wav,14.298313,/datasets/xeno_canto/491/619012.wav
lesred1,619009.wav,/datasets/xeno_canto/491_dataset/lesred1/619009.wav,28.696,/datasets/xeno_canto/491/619009.wav
lesred1,392783.wav,/datasets/xeno_canto/491_dataset/lesred1/392783.wav,14.576313,/datasets/xeno_canto/491/392783.wav
lesred1,619006.wav,/datasets/xeno_canto/491_dataset/lesred1/619006.wav,55.971063,/datasets/xeno_canto/491/619006.wav
lesred1,619011.wav,/datasets/xeno_canto/491_dataset/lesred1/619011.wav,36.437125,/datasets/xeno_canto/491/619011.wav
lesred1,325247.wav,/datasets/xeno_canto/491_dataset/lesred1/325247.wav,43.606188,/datasets/xeno_canto/491/325247.wav
lesred1,382584.wav,/datasets/xeno_canto/491_dataset/lesred1/382584.wav,32.664,/datasets/xeno_canto/491/382584.wav
lesred1,619001.wav,/datasets/xeno_canto/491_dataset/lesred1/619001.wav,36.10825,/datasets/xeno_canto/491/619001.wav
lesred1,616690.wav,/datasets/xeno_canto/491_dataset/lesred1/616690.wav,9.560688,/datasets/xeno_canto/491/616690.wav
lesred1,619005.wav,/datasets/xeno_canto/491_dataset/lesred1/619005.wav,34.8635,/datasets/xeno_canto/491/619005.wav
lesred1,614844.wav,/datasets/xeno_canto/491_dataset/lesred1/614844.wav,5.801938,/datasets/xeno_canto/491/614844.wav
lesred1,324628.wav,/datasets/xeno_canto/491_dataset/lesred1/324628.wav,20.244938,/datasets/xeno_canto/491/324628.wav
lesred1,330135.wav,/datasets/xeno_canto/491_dataset/lesred1/330135.wav,15.934688,/datasets/xeno_canto/491/330135.wav
lesred1,613784.wav,/datasets/xeno_canto/491_dataset/lesred1/613784.wav,18.729813,/datasets/xeno_canto/491/613784.wav
lesred1,293851.wav,/datasets/xeno_canto/491_dataset/lesred1/293851.wav,65.54125,/datasets/xeno_canto/491/293851.wav
lesred1,619000.wav,/datasets/xeno_canto/491_dataset/lesred1/619000.wav,10.33025,/datasets/xeno_canto/491/619000.wav
lesred1,324633.wav,/datasets/xeno_canto/491_dataset/lesred1/324633.wav,48.378813,/datasets/xeno_canto/491/324633.wav
lesred1,619004.wav,/datasets/xeno_canto/491_dataset/lesred1/619004.wav,49.862938,/datasets/xeno_canto/491/619004.wav
lesred1,618999.wav,/datasets/xeno_canto/491_dataset/lesred1/618999.wav,23.349375,/datasets/xeno_canto/491/618999.wav
lesred1,599251.wav,/datasets/xeno_canto/491_dataset/lesred1/599251.wav,19.017125,/datasets/xeno_canto/491/599251.wav
lesred1,324625.wav,/datasets/xeno_canto/491_dataset/lesred1/324625.wav,35.160813,/datasets/xeno_canto/491/324625.wav
lesred1,599246.wav,/datasets/xeno_canto/491_dataset/lesred1/599246.wav,18.311875,/datasets/xeno_canto/491/599246.wav
lesred1,292380.wav,/datasets/xeno_canto/491_dataset/lesred1/292380.wav,9.378063,/datasets/xeno_canto/491/292380.wav
lesred1,619003.wav,/datasets/xeno_canto/491_dataset/lesred1/619003.wav,10.548313,/datasets/xeno_canto/491/619003.wav
lesred1,617157.wav,/datasets/xeno_canto/491_dataset/lesred1/617157.wav,9.436375,/datasets/xeno_canto/491/617157.wav
lesred1,597235.wav,/datasets/xeno_canto/491_dataset/lesred1/597235.wav,11.232688,/datasets/xeno_canto/491/597235.wav
lesred1,288884.wav,/datasets/xeno_canto/491_dataset/lesred1/288884.wav,24.182688,/datasets/xeno_canto/491/288884.wav
lesred1,281795.wav,/datasets/xeno_canto/491_dataset/lesred1/281795.wav,19.487375,/datasets/xeno_canto/491/281795.wav
lesred1,596838.wav,/datasets/xeno_canto/491_dataset/lesred1/596838.wav,45.72,/datasets/xeno_canto/491/596838.wav
lesred1,281793.wav,/datasets/xeno_canto/491_dataset/lesred1/281793.wav,6.5045,/datasets/xeno_canto/491/281793.wav
lesred1,281794.wav,/datasets/xeno_canto/491_dataset/lesred1/281794.wav,9.586938,/datasets/xeno_canto/491/281794.wav
lesred1,617153.wav,/datasets/xeno_canto/491_dataset/lesred1/617153.wav,22.756188,/datasets/xeno_canto/491/617153.wav
lesred1,243940.wav,/datasets/xeno_canto/491_dataset/lesred1/243940.wav,33.496688,/datasets/xeno_canto/491/243940.wav
lesred1,281792.wav,/datasets/xeno_canto/491_dataset/lesred1/281792.wav,66.429375,/datasets/xeno_canto/491/281792.wav
lesred1,212526.wav,/datasets/xeno_canto/491_dataset/lesred1/212526.wav,56.2155,/datasets/xeno_canto/491/212526.wav
lesred1,617150.wav,/datasets/xeno_canto/491_dataset/lesred1/617150.wav,11.673063,/datasets/xeno_canto/491/617150.wav
lesred1,594388.wav,/datasets/xeno_canto/491_dataset/lesred1/594388.wav,7.461875,/datasets/xeno_canto/491/594388.wav
lesred1,617147.wav,/datasets/xeno_canto/491_dataset/lesred1/617147.wav,42.426438,/datasets/xeno_canto/491/617147.wav
lesred1,206477.wav,/datasets/xeno_canto/491_dataset/lesred1/206477.wav,25.887375,/datasets/xeno_canto/491/206477.wav
lesred1,281791.wav,/datasets/xeno_canto/491_dataset/lesred1/281791.wav,59.768188,/datasets/xeno_canto/491/281791.wav
lesred1,202054.wav,/datasets/xeno_canto/491_dataset/lesred1/202054.wav,11.538125,/datasets/xeno_canto/491/202054.wav
lesred1,617145.wav,/datasets/xeno_canto/491_dataset/lesred1/617145.wav,25.409188,/datasets/xeno_canto/491/617145.wav
lesred1,202041.wav,/datasets/xeno_canto/491_dataset/lesred1/202041.wav,10.783063,/datasets/xeno_canto/491/202041.wav
lesred1,281790.wav,/datasets/xeno_canto/491_dataset/lesred1/281790.wav,32.026125,/datasets/xeno_canto/491/281790.wav
lesred1,584309.wav,/datasets/xeno_canto/491_dataset/lesred1/584309.wav,16.251375,/datasets/xeno_canto/491/584309.wav
lesred1,188413.wav,/datasets/xeno_canto/491_dataset/lesred1/188413.wav,86.019313,/datasets/xeno_canto/491/188413.wav
lesred1,281789.wav,/datasets/xeno_canto/491_dataset/lesred1/281789.wav,68.1535,/datasets/xeno_canto/491/281789.wav
lesred1,393817.wav,/datasets/xeno_canto/491_dataset/lesred1/393817.wav,22.687063,/datasets/xeno_canto/491/393817.wav
lesred1,390301.wav,/datasets/xeno_canto/491_dataset/lesred1/390301.wav,36.06,/datasets/xeno_canto/491/390301.wav
lesred1,187930.wav,/datasets/xeno_canto/491_dataset/lesred1/187930.wav,11.145688,/datasets/xeno_canto/491/187930.wav
lesred1,614228.wav,/datasets/xeno_canto/491_dataset/lesred1/614228.wav,27.302875,/datasets/xeno_canto/491/614228.wav
lesred1,254395.wav,/datasets/xeno_canto/491_dataset/lesred1/254395.wav,21.425125,/datasets/xeno_canto/491/254395.wav
lesred1,618998.wav,/datasets/xeno_canto/491_dataset/lesred1/618998.wav,14.082625,/datasets/xeno_canto/491/618998.wav
lesred1,187929.wav,/datasets/xeno_canto/491_dataset/lesred1/187929.wav,7.764938,/datasets/xeno_canto/491/187929.wav
lesred1,379924.wav,/datasets/xeno_canto/491_dataset/lesred1/379924.wav,9.821125,/datasets/xeno_canto/491/379924.wav
lesred1,152432.wav,/datasets/xeno_canto/491_dataset/lesred1/152432.wav,15.595125,/datasets/xeno_canto/491/152432.wav
lesred1,243939.wav,/datasets/xeno_canto/491_dataset/lesred1/243939.wav,54.31925,/datasets/xeno_canto/491/243939.wav
lesred1,379923.wav,/datasets/xeno_canto/491_dataset/lesred1/379923.wav,13.29425,/datasets/xeno_canto/491/379923.wav
lesred1,618996.wav,/datasets/xeno_canto/491_dataset/lesred1/618996.wav,35.515688,/datasets/xeno_canto/491/618996.wav
lesred1,614226.wav,/datasets/xeno_canto/491_dataset/lesred1/614226.wav,18.113438,/datasets/xeno_canto/491/614226.wav
lesred1,146727.wav,/datasets/xeno_canto/491_dataset/lesred1/146727.wav,23.659313,/datasets/xeno_canto/491/146727.wav
lesred1,323041.wav,/datasets/xeno_canto/491_dataset/lesred1/323041.wav,13.409813,/datasets/xeno_canto/491/323041.wav
lesred1,243938.wav,/datasets/xeno_canto/491_dataset/lesred1/243938.wav,38.825188,/datasets/xeno_canto/491/243938.wav
lesred1,90382.wav,/datasets/xeno_canto/491_dataset/lesred1/90382.wav,21.969,/datasets/xeno_canto/491/90382.wav
lesred1,614225.wav,/datasets/xeno_canto/491_dataset/lesred1/614225.wav,25.813563,/datasets/xeno_canto/491/614225.wav
lesred1,617167.wav,/datasets/xeno_canto/491_dataset/lesred1/617167.wav,20.371313,/datasets/xeno_canto/491/617167.wav
lesred1,295295.wav,/datasets/xeno_canto/491_dataset/lesred1/295295.wav,13.635938,/datasets/xeno_canto/491/295295.wav
lesred1,195098.wav,/datasets/xeno_canto/491_dataset/lesred1/195098.wav,17.751875,/datasets/xeno_canto/491/195098.wav
lesred1,132617.wav,/datasets/xeno_canto/491_dataset/lesred1/132617.wav,13.583688,/datasets/xeno_canto/491/132617.wav
lesred1,617159.wav,/datasets/xeno_canto/491_dataset/lesred1/617159.wav,64.98625,/datasets/xeno_canto/491/617159.wav
lesred1,132616.wav,/datasets/xeno_canto/491_dataset/lesred1/132616.wav,89.86125,/datasets/xeno_canto/491/132616.wav
lesred1,614237.wav,/datasets/xeno_canto/491_dataset/lesred1/614237.wav,14.695375,/datasets/xeno_canto/491/614237.wav
lesred1,614236.wav,/datasets/xeno_canto/491_dataset/lesred1/614236.wav,12.98025,/datasets/xeno_canto/491/614236.wav
lesred1,132612.wav,/datasets/xeno_canto/491_dataset/lesred1/132612.wav,10.971438,/datasets/xeno_canto/491/132612.wav
lesred1,614235.wav,/datasets/xeno_canto/491_dataset/lesred1/614235.wav,25.074125,/datasets/xeno_canto/491/614235.wav
lesred1,132611.wav,/datasets/xeno_canto/491_dataset/lesred1/132611.wav,12.6955,/datasets/xeno_canto/491/132611.wav
lesred1,614234.wav,/datasets/xeno_canto/491_dataset/lesred1/614234.wav,11.487313,/datasets/xeno_canto/491/614234.wav
lesred1,132609.wav,/datasets/xeno_canto/491_dataset/lesred1/132609.wav,14.08,/datasets/xeno_canto/491/132609.wav
lesred1,614233.wav,/datasets/xeno_canto/491_dataset/lesred1/614233.wav,41.099313,/datasets/xeno_canto/491/614233.wav
lesred1,132608.wav,/datasets/xeno_canto/491_dataset/lesred1/132608.wav,38.55675,/datasets/xeno_canto/491/132608.wav
