,primary_label,audio,filename,duration,destination
195,lesred1,146727.wav,lesred1/146727.wav,23.659313,/datasets/xeno_canto/491/146727.wav
196,lesred1,323041.wav,lesred1/323041.wav,13.409813,/datasets/xeno_canto/491/323041.wav
197,lesred1,243938.wav,lesred1/243938.wav,38.825188,/datasets/xeno_canto/491/243938.wav
198,lesred1,90382.wav,lesred1/90382.wav,21.969,/datasets/xeno_canto/491/90382.wav
199,lesred1,614225.wav,lesred1/614225.wav,25.813563,/datasets/xeno_canto/491/614225.wav
200,lesred1,617167.wav,lesred1/617167.wav,20.371313,/datasets/xeno_canto/491/617167.wav
201,lesred1,295295.wav,lesred1/295295.wav,13.635938,/datasets/xeno_canto/491/295295.wav
202,lesred1,195098.wav,lesred1/195098.wav,17.751875,/datasets/xeno_canto/491/195098.wav
203,lesred1,132617.wav,lesred1/132617.wav,13.583688,/datasets/xeno_canto/491/132617.wav
204,lesred1,617159.wav,lesred1/617159.wav,64.98625,/datasets/xeno_canto/491/617159.wav
205,lesred1,132616.wav,lesred1/132616.wav,89.86125,/datasets/xeno_canto/491/132616.wav
206,lesred1,614237.wav,lesred1/614237.wav,14.695375,/datasets/xeno_canto/491/614237.wav
207,lesred1,614236.wav,lesred1/614236.wav,12.98025,/datasets/xeno_canto/491/614236.wav
208,lesred1,132612.wav,lesred1/132612.wav,10.971438,/datasets/xeno_canto/491/132612.wav
209,lesred1,614235.wav,lesred1/614235.wav,25.074125,/datasets/xeno_canto/491/614235.wav
210,lesred1,132611.wav,lesred1/132611.wav,12.6955,/datasets/xeno_canto/491/132611.wav
211,lesred1,614234.wav,lesred1/614234.wav,11.487313,/datasets/xeno_canto/491/614234.wav
212,lesred1,132609.wav,lesred1/132609.wav,14.08,/datasets/xeno_canto/491/132609.wav
213,lesred1,614233.wav,lesred1/614233.wav,41.099313,/datasets/xeno_canto/491/614233.wav
214,lesred1,132608.wav,lesred1/132608.wav,38.55675,/datasets/xeno_canto/491/132608.wav
215,lesred1,614232.wav,lesred1/614232.wav,40.960375,/datasets/xeno_canto/491/614232.wav
216,lesred1,693048.wav,lesred1/693048.wav,20.0,/datasets/xeno_canto/491/693048.wav
217,lesred1,614230.wav,lesred1/614230.wav,55.30375,/datasets/xeno_canto/491/614230.wav
218,lesred1,692820.wav,lesred1/692820.wav,23.312875,/datasets/xeno_canto/491/692820.wav
219,lesred1,692819.wav,lesred1/692819.wav,17.504875,/datasets/xeno_canto/491/692819.wav
220,lesred1,605162.wav,lesred1/605162.wav,30.585188,/datasets/xeno_canto/491/605162.wav
221,lesred1,603587.wav,lesred1/603587.wav,38.087,/datasets/xeno_canto/491/603587.wav
222,lesred1,602190.wav,lesred1/602190.wav,6.624,/datasets/xeno_canto/491/602190.wav
223,lesred1,602189.wav,lesred1/602189.wav,14.064,/datasets/xeno_canto/491/602189.wav
224,lesred1,602188.wav,lesred1/602188.wav,6.264,/datasets/xeno_canto/491/602188.wav
225,lesred1,602103.wav,lesred1/602103.wav,50.552813,/datasets/xeno_canto/491/602103.wav
226,lesred1,602102.wav,lesred1/602102.wav,11.93375,/datasets/xeno_canto/491/602102.wav
227,lesred1,602100.wav,lesred1/602100.wav,34.446063,/datasets/xeno_canto/491/602100.wav
228,comred,383642.wav,comred/383642.wav,31.635,/datasets/xeno_canto/491/383642.wav
229,comred,688284.wav,comred/688284.wav,12.0,/datasets/xeno_canto/491/688284.wav
230,comred,284478.wav,comred/284478.wav,28.865313,/datasets/xeno_canto/491/284478.wav
231,comred,628446.wav,comred/628446.wav,54.358125,/datasets/xeno_canto/491/628446.wav
232,comred,441591.wav,comred/441591.wav,8.64,/datasets/xeno_canto/491/441591.wav
233,comred,293016.wav,comred/293016.wav,16.081,/datasets/xeno_canto/491/293016.wav
234,comred,571267.wav,comred/571267.wav,6.156313,/datasets/xeno_canto/491/571267.wav
235,comred,67142.wav,comred/67142.wav,67.78775,/datasets/xeno_canto/491/67142.wav
236,comred,435246.wav,comred/435246.wav,20.611688,/datasets/xeno_canto/491/435246.wav
237,comred,488040.wav,comred/488040.wav,14.363938,/datasets/xeno_canto/491/488040.wav
238,comred,688281.wav,comred/688281.wav,32.0,/datasets/xeno_canto/491/688281.wav
239,comred,383641.wav,comred/383641.wav,37.143,/datasets/xeno_canto/491/383641.wav
240,comred,218766.wav,comred/218766.wav,21.96,/datasets/xeno_canto/491/218766.wav
241,comred,567556.wav,comred/567556.wav,28.525688,/datasets/xeno_canto/491/567556.wav
242,comred,441590.wav,comred/441590.wav,12.888,/datasets/xeno_canto/491/441590.wav
243,comred,435245.wav,comred/435245.wav,11.99125,/datasets/xeno_canto/491/435245.wav
244,comred,289567.wav,comred/289567.wav,19.35675,/datasets/xeno_canto/491/289567.wav
245,comred,488037.wav,comred/488037.wav,18.300875,/datasets/xeno_canto/491/488037.wav
246,comred,65865.wav,comred/65865.wav,11.46775,/datasets/xeno_canto/491/65865.wav
247,comred,626750.wav,comred/626750.wav,10.56,/datasets/xeno_canto/491/626750.wav
248,comred,218765.wav,comred/218765.wav,20.976,/datasets/xeno_canto/491/218765.wav
249,comred,31603.wav,comred/31603.wav,63.430625,/datasets/xeno_canto/491/31603.wav
250,comred,283903.wav,comred/283903.wav,26.786688,/datasets/xeno_canto/491/283903.wav
251,comred,441589.wav,comred/441589.wav,12.6,/datasets/xeno_canto/491/441589.wav
252,comred,536918.wav,comred/536918.wav,23.226,/datasets/xeno_canto/491/536918.wav
253,comred,383640.wav,comred/383640.wav,59.104,/datasets/xeno_canto/491/383640.wav
254,comred,610600.wav,comred/610600.wav,15.2555,/datasets/xeno_canto/491/610600.wav
255,comred,688280.wav,comred/688280.wav,21.0,/datasets/xeno_canto/491/688280.wav
256,comred,214125.wav,comred/214125.wav,34.063688,/datasets/xeno_canto/491/214125.wav
257,comred,488034.wav,comred/488034.wav,7.62225,/datasets/xeno_canto/491/488034.wav
258,comred,435243.wav,comred/435243.wav,17.790438,/datasets/xeno_canto/491/435243.wav
259,comred,30885.wav,comred/30885.wav,47.94,/datasets/xeno_canto/491/30885.wav
260,comred,254577.wav,comred/254577.wav,22.597,/datasets/xeno_canto/491/254577.wav
261,comred,441588.wav,comred/441588.wav,23.064,/datasets/xeno_canto/491/441588.wav
262,comred,486718.wav,comred/486718.wav,9.553375,/datasets/xeno_canto/491/486718.wav
263,comred,688279.wav,comred/688279.wav,8.228,/datasets/xeno_canto/491/688279.wav
264,comred,535780.wav,comred/535780.wav,43.007375,/datasets/xeno_canto/491/535780.wav
265,comred,207465.wav,comred/207465.wav,16.58775,/datasets/xeno_canto/491/207465.wav
266,comred,377954.wav,comred/377954.wav,51.069375,/datasets/xeno_canto/491/377954.wav
267,comred,435241.wav,comred/435241.wav,17.5815,/datasets/xeno_canto/491/435241.wav
268,comred,485861.wav,comred/485861.wav,20.127188,/datasets/xeno_canto/491/485861.wav
269,comred,254576.wav,comred/254576.wav,46.995375,/datasets/xeno_canto/491/254576.wav
270,comred,25622.wav,comred/25622.wav,8.646563,/datasets/xeno_canto/491/25622.wav
271,comred,688274.wav,comred/688274.wav,27.0,/datasets/xeno_canto/491/688274.wav
272,comred,206539.wav,comred/206539.wav,9.0645,/datasets/xeno_canto/491/206539.wav
273,comred,441264.wav,comred/441264.wav,44.395813,/datasets/xeno_canto/491/441264.wav
274,comred,535778.wav,comred/535778.wav,16.570688,/datasets/xeno_canto/491/535778.wav
275,comred,604215.wav,comred/604215.wav,50.1095,/datasets/xeno_canto/491/604215.wav
276,comred,377952.wav,comred/377952.wav,13.009,/datasets/xeno_canto/491/377952.wav
277,comred,205532.wav,comred/205532.wav,38.736,/datasets/xeno_canto/491/205532.wav
278,comred,683652.wav,comred/683652.wav,5.906,/datasets/xeno_canto/491/683652.wav
279,comred,435240.wav,comred/435240.wav,5.460688,/datasets/xeno_canto/491/435240.wav
280,comred,441209.wav,comred/441209.wav,7.104188,/datasets/xeno_canto/491/441209.wav
281,comred,688272.wav,comred/688272.wav,24.0,/datasets/xeno_canto/491/688272.wav
282,comred,485176.wav,comred/485176.wav,7.831438,/datasets/xeno_canto/491/485176.wav
283,comred,680317.wav,comred/680317.wav,6.443563,/datasets/xeno_canto/491/680317.wav
284,comred,377950.wav,comred/377950.wav,55.614688,/datasets/xeno_canto/491/377950.wav
285,comred,432024.wav,comred/432024.wav,16.718375,/datasets/xeno_canto/491/432024.wav
286,comred,240481.wav,comred/240481.wav,23.192063,/datasets/xeno_canto/491/240481.wav
287,comred,535776.wav,comred/535776.wav,6.623688,/datasets/xeno_canto/491/535776.wav
288,comred,438866.wav,comred/438866.wav,8.965938,/datasets/xeno_canto/491/438866.wav
289,comred,200564.wav,comred/200564.wav,9.84925,/datasets/xeno_canto/491/200564.wav
290,comred,675360.wav,comred/675360.wav,45.035125,/datasets/xeno_canto/491/675360.wav
