primary_label,secondary_label,type,latitude,longitude,scientific_name,common_name,time,url,filename,q
lesred1,"[""''""]",song,50.4331,4.8907,Acanthis cabaret,Lesser Redpoll,00:00,//xeno-canto.org/630952,630952.wav,A
lesred1,"[""''""]","call, flight call, pair in flight, song",48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/627534,627534.wav,A
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/626651,626651.wav,A
lesred1,"[""''""]","adult, flight call, male, song",49.6335,19.1662,Acanthis cabaret,Lesser Redpoll,10:00,//xeno-canto.org/620926,620926.wav,A
lesred1,"[""''""]",flight call,48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619018,619018.wav,A
lesred1,"[""''""]",flight call,48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619010,619010.wav,A
lesred1,"[""'Spinus spinus'""]","Huge flock taking off, call, flight call",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619008,619008.wav,A
lesred1,"[""'Spinus spinus'""]","Huge flock taking off, call, flight call",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619007,619007.wav,A
lesred1,"[""'Spinus spinus'""]","Huge flock taking off, call, flight call",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619006,619006.wav,A
lesred1,"[""''""]",flight call,48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619005,619005.wav,A
lesred1,"[""'Spinus spinus'""]","Huge flock, alarm call, call, flight call, song",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619004,619004.wav,A
lesred1,"[""''""]",flight call,48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619003,619003.wav,A
lesred1,"[""'Spinus spinus'""]","Huge flock, alarm call, call, flight call, song",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619002,619002.wav,A
lesred1,"[""''""]","call, interaction call, quick series",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/618998,618998.wav,A
lesred1,"[""''""]","perching call, song",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/618996,618996.wav,A
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:30,//xeno-canto.org/617167,617167.wav,A
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:30,//xeno-canto.org/617159,617159.wav,A
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614237,614237.wav,A
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614236,614236.wav,A
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614235,614235.wav,A
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614234,614234.wav,A
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614233,614233.wav,A
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614232,614232.wav,A
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614230,614230.wav,A
lesred1,"[""''""]",nocturnal flight call,51.0445,2.3912,Acanthis cabaret,Lesser Redpoll,04:54,//xeno-canto.org/605162,605162.wav,A
lesred1,"[""''""]",flight call,45.1565,1.8163,Acanthis cabaret,Lesser Redpoll,09:30,//xeno-canto.org/603587,603587.wav,A
lesred1,"[""''""]","call, flight call",52.9028,23.8749,Acanthis cabaret,Lesser Redpoll,14:00,//xeno-canto.org/602190,602190.wav,A
lesred1,"[""''""]","call, flight call",52.9028,23.8749,Acanthis cabaret,Lesser Redpoll,14:00,//xeno-canto.org/602189,602189.wav,A
lesred1,"[""''""]","call, flight call",52.9028,23.8749,Acanthis cabaret,Lesser Redpoll,14:00,//xeno-canto.org/602188,602188.wav,A
lesred1,"[""''""]","call, female, male",55.1058,-2.0943,Acanthis cabaret,Lesser Redpoll,11:00,//xeno-canto.org/602103,602103.wav,A
lesred1,"[""'Fringilla coelebs'""]","call, male",55.212,-2.043,Acanthis cabaret,Lesser Redpoll,09:30,//xeno-canto.org/602102,602102.wav,A
lesred1,"[""''""]","call, flight call",55.212,-2.043,Acanthis cabaret,Lesser Redpoll,11:00,//xeno-canto.org/602100,602100.wav,A
lesred1,"[""'Fringilla coelebs'""]",flight call,55.212,-2.043,Acanthis cabaret,Lesser Redpoll,11:00,//xeno-canto.org/602099,602099.wav,A
lesred1,"[""'Columba palumbus'"", "" 'Turdus philomelos'"", "" 'Dendrocopos major'""]","male, song",55.2348,-2.5871,Acanthis cabaret,Lesser Redpoll,06:00,//xeno-canto.org/602098,602098.wav,A
lesred1,"[""''""]",flight call,51.382,-0.1523,Acanthis cabaret,Lesser Redpoll,10:12,//xeno-canto.org/598186,598186.wav,A
lesred1,"[""''""]",nocturnal flight call,56.105,-3.9205,Acanthis cabaret,Lesser Redpoll,01:30,//xeno-canto.org/595860,595860.wav,A
lesred1,"[""''""]",flight call,48.3941,2.577,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/594385,594385.wav,A
lesred1,"[""''""]","flight call, migration",48.3941,2.577,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/594383,594383.wav,A
lesred1,"[""''""]","call, juvenile",49.1876,20.2321,Acanthis cabaret,Lesser Redpoll,17:00,//xeno-canto.org/591130,591130.wav,A
lesred1,"[""''""]","call, juvenile",55.2027,-7.855,Acanthis cabaret,Lesser Redpoll,11:30,//xeno-canto.org/582269,582269.wav,A
lesred1,"[""''""]",flight call,55.1877,-7.8276,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/582259,582259.wav,A
lesred1,"[""''""]","flight call, perching call",45.8637,6.4601,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/569423,569423.wav,A
lesred1,"[""''""]","flight call, song, trills",45.8637,6.4601,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/569417,569417.wav,A
lesred1,"[""''""]",song,45.8637,6.4601,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/569416,569416.wav,A
lesred1,"[""''""]",flight call,48.8688,2.0913,Acanthis cabaret,Lesser Redpoll,09:00,//xeno-canto.org/535753,535753.wav,A
lesred1,"[""''""]",song,54.2056,9.1527,Acanthis cabaret,Lesser Redpoll,19:20,//xeno-canto.org/524872,524872.wav,A
lesred1,"[""''""]",song,54.2056,9.1527,Acanthis cabaret,Lesser Redpoll,18:45,//xeno-canto.org/524865,524865.wav,A
lesred1,"[""''""]",song,54.2056,9.1527,Acanthis cabaret,Lesser Redpoll,18:45,//xeno-canto.org/524863,524863.wav,A
lesred1,"[""''""]",song,54.2056,9.1527,Acanthis cabaret,Lesser Redpoll,18:45,//xeno-canto.org/524861,524861.wav,A
lesred1,"[""''""]",song,54.2056,9.1527,Acanthis cabaret,Lesser Redpoll,18:30,//xeno-canto.org/524860,524860.wav,A
lesred1,"[""''""]",call,54.2056,9.1527,Acanthis cabaret,Lesser Redpoll,18:30,//xeno-canto.org/524858,524858.wav,A
lesred1,"[""''""]",song,53.0218,-3.1449,Acanthis cabaret,Lesser Redpoll,08:30,//xeno-canto.org/447665,447665.wav,A
lesred1,"[""''""]",call,-44.1332,171.1455,Acanthis cabaret,Lesser Redpoll,07:00,//xeno-canto.org/412908,412908.wav,A
lesred1,"[""''""]","male, song, subsong",49.1635,20.2249,Acanthis cabaret,Lesser Redpoll,17:00,//xeno-canto.org/392799,392799.wav,A
lesred1,"[""''""]","flight call, male",49.1917,20.2345,Acanthis cabaret,Lesser Redpoll,14:00,//xeno-canto.org/392786,392786.wav,A
lesred1,"[""''""]","female, male, song",49.1917,20.2345,Acanthis cabaret,Lesser Redpoll,14:00,//xeno-canto.org/392785,392785.wav,A
lesred1,"[""''""]","call, male",49.1917,20.2345,Acanthis cabaret,Lesser Redpoll,14:00,//xeno-canto.org/392784,392784.wav,A
lesred1,"[""''""]","call, male",49.1917,20.2345,Acanthis cabaret,Lesser Redpoll,14:00,//xeno-canto.org/392783,392783.wav,A
lesred1,"[""''""]","Cat alarm, alarm call",57.6596,10.4623,Acanthis cabaret,Lesser Redpoll,14:00,//xeno-canto.org/382584,382584.wav,A
lesred1,"[""''""]","call, song",51.2073,-3.7277,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/330135,330135.wav,A
lesred1,"[""''""]",song,46.2571,10.3391,Acanthis cabaret,Lesser Redpoll,14:10,//xeno-canto.org/324633,324633.wav,A
lesred1,"[""''""]","song,call",46.2578,10.3407,Acanthis cabaret,Lesser Redpoll,10:15,//xeno-canto.org/324625,324625.wav,A
lesred1,"[""''""]","male, song",47.6448,9.5056,Acanthis cabaret,Lesser Redpoll,11:30,//xeno-canto.org/292380,292380.wav,A
lesred1,"[""''""]",call,51.295,3.217,Acanthis cabaret,Lesser Redpoll,12:10,//xeno-canto.org/281795,281795.wav,A
lesred1,"[""''""]",call,51.295,3.217,Acanthis cabaret,Lesser Redpoll,12:05,//xeno-canto.org/281794,281794.wav,A
lesred1,"[""''""]",call,51.153,3.46,Acanthis cabaret,Lesser Redpoll,?,//xeno-canto.org/281792,281792.wav,A
lesred1,"[""''""]",song,51.153,3.46,Acanthis cabaret,Lesser Redpoll,?,//xeno-canto.org/281791,281791.wav,A
lesred1,"[""''""]",song,51.153,3.46,Acanthis cabaret,Lesser Redpoll,?,//xeno-canto.org/281790,281790.wav,A
lesred1,"[""''""]",song,51.153,3.46,Acanthis cabaret,Lesser Redpoll,?,//xeno-canto.org/281789,281789.wav,A
lesred1,"[""''""]","call, female, flight call, male",46.8454,8.055,Acanthis cabaret,Lesser Redpoll,08:30,//xeno-canto.org/254395,254395.wav,A
lesred1,"[""''""]","call, male",46.7686,7.8855,Acanthis cabaret,Lesser Redpoll,10:30,//xeno-canto.org/243939,243939.wav,A
lesred1,"[""''""]",call,46.7716,7.8829,Acanthis cabaret,Lesser Redpoll,10:30,//xeno-canto.org/243938,243938.wav,A
lesred1,"[""'Periparus ater'"", "" 'Buteo buteo'"", "" 'Spinus spinus'""]",call,51.7515,5.5851,Acanthis cabaret,Lesser Redpoll,12:16,//xeno-canto.org/195098,195098.wav,A
lesred1,"[""'Turdus torquatus'""]",flight call,50.746,15.7066,Acanthis cabaret,Lesser Redpoll,11:00,//xeno-canto.org/132617,132617.wav,A
lesred1,"[""'Turdus torquatus'""]","alarm call, female, flight call, male",50.7932,15.4995,Acanthis cabaret,Lesser Redpoll,9:30,//xeno-canto.org/132616,132616.wav,A
lesred1,"[""'Turdus torquatus'""]","call, female, flight call, male",50.7932,15.4995,Acanthis cabaret,Lesser Redpoll,9:30,//xeno-canto.org/132612,132612.wav,A
lesred1,"[""'Turdus torquatus'""]","flight call, male, song",50.7932,15.4995,Acanthis cabaret,Lesser Redpoll,9:30,//xeno-canto.org/132611,132611.wav,A
lesred1,"[""'Turdus torquatus'""]","flight call, male, song",50.7932,15.4995,Acanthis cabaret,Lesser Redpoll,9:10,//xeno-canto.org/132609,132609.wav,A
lesred1,"[""''""]","female, male, song",50.7932,15.4995,Acanthis cabaret,Lesser Redpoll,9:10,//xeno-canto.org/132608,132608.wav,A
lesred1,"[""''""]","call, flight call",49.094,22.74,Acanthis cabaret,Lesser Redpoll,17:00,//xeno-canto.org/118730,118730.wav,A
lesred1,"[""''""]",flight call,53.4714,6.1378,Acanthis cabaret,Lesser Redpoll,09:04,//xeno-canto.org/39336,39336.wav,A
lesred1,"[""'Certhia familiaris'""]","adult, call, sex uncertain",54.7884,-6.4766,Acanthis cabaret,Lesser Redpoll,11:30,//xeno-canto.org/695320,695320.wav,B
lesred1,"[""''""]",flight call,53.7276,-7.7933,Acanthis cabaret,Lesser Redpoll,11:00,//xeno-canto.org/692823,692823.wav,B
lesred1,"[""''""]",flight call,53.7276,-7.7933,Acanthis cabaret,Lesser Redpoll,11:00,//xeno-canto.org/692822,692822.wav,B
lesred1,"[""''""]",flight call,53.7276,-7.7933,Acanthis cabaret,Lesser Redpoll,11:00,//xeno-canto.org/692821,692821.wav,B
lesred1,"[""''""]",flight call,48.9823,2.1633,Acanthis cabaret,Lesser Redpoll,09:00,//xeno-canto.org/692370,692370.wav,B
lesred1,"[""''""]","flight call, life stage uncertain, sex uncertain",50.6041,5.6641,Acanthis cabaret,Lesser Redpoll,09:08,//xeno-canto.org/683437,683437.wav,B
lesred1,"[""''""]",flight call,52.5612,4.6104,Acanthis cabaret,Lesser Redpoll,09:00,//xeno-canto.org/650701,650701.wav,B
lesred1,"[""''""]",song,51.423,4.4313,Acanthis cabaret,Lesser Redpoll,00:00,//xeno-canto.org/650560,650560.wav,B
lesred1,"[""''""]",song,51.423,4.4313,Acanthis cabaret,Lesser Redpoll,00:00,//xeno-canto.org/650559,650559.wav,B
lesred1,"[""'Dryocopus martius'""]","adult, flight call, song",47.091,9.7006,Acanthis cabaret,Lesser Redpoll,11:00,//xeno-canto.org/642177,642177.wav,B
lesred1,"[""''""]",flight call,46.5482,6.0751,Acanthis cabaret,Lesser Redpoll,06:30,//xeno-canto.org/641146,641146.wav,B
lesred1,"[""'Turdus viscivorus'""]",song,52.9549,10.282,Acanthis cabaret,Lesser Redpoll,08:35,//xeno-canto.org/639799,639799.wav,B
lesred1,"[""'Carduelis carduelis'"", "" 'Phylloscopus collybita'"", "" 'Turdus viscivorus'"", "" 'Spinus spinus'"", "" 'Phylloscopus trochilus'""]",song,52.9549,10.282,Acanthis cabaret,Lesser Redpoll,08:35,//xeno-canto.org/639798,639798.wav,B
lesred1,"[""''""]",flight call,46.5529,6.0381,Acanthis cabaret,Lesser Redpoll,06:30,//xeno-canto.org/638992,638992.wav,B
lesred1,"[""''""]",call,50.0117,5.2042,Acanthis cabaret,Lesser Redpoll,14:00,//xeno-canto.org/637920,637920.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/627539,627539.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/627538,627538.wav,B
lesred1,"[""''""]","call, flight call, song",48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/627536,627536.wav,B
lesred1,"[""''""]","call, flight call, song",48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/627535,627535.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/626653,626653.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/626652,626652.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/626621,626621.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/626619,626619.wav,B
lesred1,"[""''""]",flight call,48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619015,619015.wav,B
lesred1,"[""''""]","alarm call, call, flight call, perching call",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619014,619014.wav,B
lesred1,"[""''""]",flight call,48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619013,619013.wav,B
lesred1,"[""'Spinus spinus'""]","Huge flock taking off, call, flight call",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619012,619012.wav,B
lesred1,"[""'Spinus spinus'""]","Huge flock taking off, call, flight call",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619011,619011.wav,B
lesred1,"[""''""]","song, various calls",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619001,619001.wav,B
lesred1,"[""''""]","song, various calls",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/619000,619000.wav,B
lesred1,"[""''""]","song, various calls",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/618999,618999.wav,B
lesred1,"[""''""]","flight call, rolled buzz in flight",48.3956,2.5802,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/618994,618994.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:30,//xeno-canto.org/617157,617157.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:30,//xeno-canto.org/617156,617156.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:30,//xeno-canto.org/617153,617153.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:30,//xeno-canto.org/617150,617150.wav,B
lesred1,"[""''""]","alarm call, call, flight call, perching call",48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:30,//xeno-canto.org/617147,617147.wav,B
lesred1,"[""''""]","call, flight call, song",48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:30,//xeno-canto.org/617145,617145.wav,B
lesred1,"[""''""]",flight call,48.7448,-1.5638,Acanthis cabaret,Lesser Redpoll,08:30,//xeno-canto.org/614963,614963.wav,B
lesred1,"[""''""]","flight call, unusually high flight calls",48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614231,614231.wav,B
lesred1,"[""''""]","flight call, upwards inflexion",48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614229,614229.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614228,614228.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614226,614226.wav,B
lesred1,"[""''""]",flight call,48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614225,614225.wav,B
lesred1,"[""''""]","alarm call, perching calls",48.7386,1.7174,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/614223,614223.wav,B
lesred1,"[""''""]","call, flight call",46.5116,6.1013,Acanthis cabaret,Lesser Redpoll,14:30,//xeno-canto.org/611695,611695.wav,B
lesred1,"[""''""]",song,53.38,5.2207,Acanthis cabaret,Lesser Redpoll,?,//xeno-canto.org/611057,611057.wav,B
lesred1,"[""''""]",flight call,49.3868,2.9451,Acanthis cabaret,Lesser Redpoll,10:30,//xeno-canto.org/603468,603468.wav,B
lesred1,"[""''""]",flight call,51.4023,4.4307,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/601948,601948.wav,B
lesred1,"[""''""]",flight call,51.4023,4.4307,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/601947,601947.wav,B
lesred1,"[""''""]",flight call,51.7575,-0.4687,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/600665,600665.wav,B
lesred1,"[""'Turdus iliacus'""]",flight call,51.3532,-0.1461,Acanthis cabaret,Lesser Redpoll,07:40,//xeno-canto.org/597448,597448.wav,B
lesred1,"[""''""]",flight call,53.5337,-1.7832,Acanthis cabaret,Lesser Redpoll,07:59,//xeno-canto.org/597283,597283.wav,B
lesred1,"[""''""]","flight call, life stage uncertain, sex uncertain",51.4155,4.822,Acanthis cabaret,Lesser Redpoll,11:00,//xeno-canto.org/595041,595041.wav,B
lesred1,"[""''""]",flight call,52.3857,-1.7909,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/594960,594960.wav,B
lesred1,"[""''""]",flight call,50.7125,4.9665,Acanthis cabaret,Lesser Redpoll,13:50,//xeno-canto.org/593794,593794.wav,B
lesred1,"[""''""]","flight call, song",45.8637,6.4601,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/569422,569422.wav,B
lesred1,"[""''""]","flight call, perching call, song",45.8637,6.4601,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/569421,569421.wav,B
lesred1,"[""''""]","flight call, song",45.8637,6.4601,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/569420,569420.wav,B
lesred1,"[""''""]","flight call, song",45.8637,6.4601,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/569419,569419.wav,B
lesred1,"[""''""]","flight call, song",45.8637,6.4601,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/569418,569418.wav,B
lesred1,"[""''""]","flight call, song, song in flight, trills",45.8637,6.4601,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/569414,569414.wav,B
lesred1,"[""''""]","adult, flight call, sex uncertain",52.7902,-9.2036,Acanthis cabaret,Lesser Redpoll,09:30,//xeno-canto.org/565332,565332.wav,B
lesred1,"[""''""]",flight call,57.4772,-4.0978,Acanthis cabaret,Lesser Redpoll,16:30,//xeno-canto.org/562680,562680.wav,B
lesred1,"[""''""]",flight call,48.8688,2.0913,Acanthis cabaret,Lesser Redpoll,09:00,//xeno-canto.org/535758,535758.wav,B
lesred1,"[""''""]",flight call,48.8688,2.0913,Acanthis cabaret,Lesser Redpoll,09:00,//xeno-canto.org/535754,535754.wav,B
lesred1,"[""''""]","call, male",53.5349,-1.7386,Acanthis cabaret,Lesser Redpoll,12:45,//xeno-canto.org/524620,524620.wav,B
lesred1,"[""''""]","call, flight call",54.0124,-2.4038,Acanthis cabaret,Lesser Redpoll,11:30,//xeno-canto.org/489224,489224.wav,B
lesred1,"[""''""]",song,46.4332,7.6291,Acanthis cabaret,Lesser Redpoll,11:30,//xeno-canto.org/482789,482789.wav,B
lesred1,"[""''""]","flight call, social call",47.4737,11.0097,Acanthis cabaret,Lesser Redpoll,?,//xeno-canto.org/435238,435238.wav,B
lesred1,"[""'Loxia curvirostra'"", "" 'Corvus cornix'""]",flight call,52.0925,-8.3934,Acanthis cabaret,Lesser Redpoll,10:30,//xeno-canto.org/393812,393812.wav,B
lesred1,"[""''""]",song,46.8558,10.8967,Acanthis cabaret,Lesser Redpoll,09:30,//xeno-canto.org/379859,379859.wav,B
lesred1,"[""''""]",song,46.8575,10.914,Acanthis cabaret,Lesser Redpoll,07:30,//xeno-canto.org/379853,379853.wav,B
lesred1,"[""''""]","male, song",-45.7608,170.572,Acanthis cabaret,Lesser Redpoll,08:00,//xeno-canto.org/354533,354533.wav,B
lesred1,"[""''""]",call,59.8702,22.197,Acanthis cabaret,Lesser Redpoll,07:00,//xeno-canto.org/350459,350459.wav,B
lesred1,"[""''""]",call,59.8702,22.197,Acanthis cabaret,Lesser Redpoll,07:00,//xeno-canto.org/350458,350458.wav,B
lesred1,"[""'Corvus corax'""]","song,call,alarm call,flight call",46.7304,9.1061,Acanthis cabaret,Lesser Redpoll,17:04,//xeno-canto.org/325247,325247.wav,B
lesred1,"[""''""]",flight call,46.2558,10.3351,Acanthis cabaret,Lesser Redpoll,11:15,//xeno-canto.org/324628,324628.wav,B
lesred1,"[""'Dendrocopos major'"", "" 'Coccothraustes coccothraustes'""]","flight call, social call",49.0167,9.0215,Acanthis cabaret,Lesser Redpoll,?,//xeno-canto.org/293851,293851.wav,B
lesred1,"[""''""]",call,53.152,4.8143,Acanthis cabaret,Lesser Redpoll,10:00,//xeno-canto.org/288884,288884.wav,B
lesred1,"[""''""]",call,51.295,3.217,Acanthis cabaret,Lesser Redpoll,12:00,//xeno-canto.org/281793,281793.wav,B
lesred1,"[""''""]",call,46.7693,7.846,Acanthis cabaret,Lesser Redpoll,10:30,//xeno-canto.org/243940,243940.wav,B
lesred1,"[""''""]","call, female, flight call, juvenile, male, song",55.6266,8.142,Acanthis cabaret,Lesser Redpoll,10:00,//xeno-canto.org/212526,212526.wav,B
lesred1,"[""'Turdus merula'""]","call, flight call",-38.9553,175.7495,Acanthis cabaret,Lesser Redpoll,13:30,//xeno-canto.org/206477,206477.wav,B
lesred1,"[""''""]","flight call, migrating birds",47.6448,9.5056,Acanthis cabaret,Lesser Redpoll,14:00,//xeno-canto.org/202054,202054.wav,B
lesred1,"[""'Fringilla coelebs'""]",flight call,53.475,6.1398,Acanthis cabaret,Lesser Redpoll,09:00,//xeno-canto.org/202041,202041.wav,B
lesred1,"[""''""]","call, flight call",46.7616,10.5336,Acanthis cabaret,Lesser Redpoll,14:30,//xeno-canto.org/188413,188413.wav,B
