,filename,fold,target,primary_label,paths,destination,durations
148,lesred1/613784.wav,1,0,lesred1,613784.wav,/datasets/xeno_canto/491/613784.wav,18.729813
149,lesred1/293851.wav,3,0,lesred1,293851.wav,/datasets/xeno_canto/491/293851.wav,65.54125
150,lesred1/619000.wav,2,0,lesred1,619000.wav,/datasets/xeno_canto/491/619000.wav,10.33025
151,lesred1/324633.wav,4,0,lesred1,324633.wav,/datasets/xeno_canto/491/324633.wav,48.378813
152,lesred1/619004.wav,4,0,lesred1,619004.wav,/datasets/xeno_canto/491/619004.wav,49.862938
153,lesred1/618999.wav,1,0,lesred1,618999.wav,/datasets/xeno_canto/491/618999.wav,23.349375
154,lesred1/599251.wav,1,0,lesred1,599251.wav,/datasets/xeno_canto/491/599251.wav,19.017125
155,lesred1/324625.wav,4,0,lesred1,324625.wav,/datasets/xeno_canto/491/324625.wav,35.160813
156,lesred1/599246.wav,3,0,lesred1,599246.wav,/datasets/xeno_canto/491/599246.wav,18.311875
157,lesred1/292380.wav,1,0,lesred1,292380.wav,/datasets/xeno_canto/491/292380.wav,9.378063
158,lesred1/619003.wav,3,0,lesred1,619003.wav,/datasets/xeno_canto/491/619003.wav,10.548313
159,lesred1/617157.wav,3,0,lesred1,617157.wav,/datasets/xeno_canto/491/617157.wav,9.436375
160,lesred1/597235.wav,5,0,lesred1,597235.wav,/datasets/xeno_canto/491/597235.wav,11.232688
161,lesred1/288884.wav,3,0,lesred1,288884.wav,/datasets/xeno_canto/491/288884.wav,24.182688
162,lesred1/281795.wav,5,0,lesred1,281795.wav,/datasets/xeno_canto/491/281795.wav,19.487375
163,lesred1/596838.wav,2,0,lesred1,596838.wav,/datasets/xeno_canto/491/596838.wav,45.72
164,lesred1/281793.wav,1,0,lesred1,281793.wav,/datasets/xeno_canto/491/281793.wav,6.5045
165,lesred1/281794.wav,5,0,lesred1,281794.wav,/datasets/xeno_canto/491/281794.wav,9.586938
166,lesred1/617153.wav,4,0,lesred1,617153.wav,/datasets/xeno_canto/491/617153.wav,22.756188
167,lesred1/243940.wav,2,0,lesred1,243940.wav,/datasets/xeno_canto/491/243940.wav,33.496688
168,lesred1/281792.wav,3,0,lesred1,281792.wav,/datasets/xeno_canto/491/281792.wav,66.429375
169,lesred1/212526.wav,3,0,lesred1,212526.wav,/datasets/xeno_canto/491/212526.wav,56.2155
170,lesred1/617150.wav,2,0,lesred1,617150.wav,/datasets/xeno_canto/491/617150.wav,11.673063
171,lesred1/594388.wav,3,0,lesred1,594388.wav,/datasets/xeno_canto/491/594388.wav,7.461875
172,lesred1/617147.wav,3,0,lesred1,617147.wav,/datasets/xeno_canto/491/617147.wav,42.426438
173,lesred1/206477.wav,4,0,lesred1,206477.wav,/datasets/xeno_canto/491/206477.wav,25.887375
174,lesred1/281791.wav,1,0,lesred1,281791.wav,/datasets/xeno_canto/491/281791.wav,59.768188
175,lesred1/202054.wav,2,0,lesred1,202054.wav,/datasets/xeno_canto/491/202054.wav,11.538125
176,lesred1/617145.wav,3,0,lesred1,617145.wav,/datasets/xeno_canto/491/617145.wav,25.409188
177,lesred1/202041.wav,5,0,lesred1,202041.wav,/datasets/xeno_canto/491/202041.wav,10.783063
178,lesred1/281790.wav,1,0,lesred1,281790.wav,/datasets/xeno_canto/491/281790.wav,32.026125
179,lesred1/584309.wav,2,0,lesred1,584309.wav,/datasets/xeno_canto/491/584309.wav,16.251375
180,lesred1/188413.wav,5,0,lesred1,188413.wav,/datasets/xeno_canto/491/188413.wav,86.019313
181,lesred1/281789.wav,1,0,lesred1,281789.wav,/datasets/xeno_canto/491/281789.wav,68.1535
182,lesred1/393817.wav,4,0,lesred1,393817.wav,/datasets/xeno_canto/491/393817.wav,22.687063
183,lesred1/390301.wav,1,0,lesred1,390301.wav,/datasets/xeno_canto/491/390301.wav,36.06
184,lesred1/187930.wav,2,0,lesred1,187930.wav,/datasets/xeno_canto/491/187930.wav,11.145688
185,lesred1/614228.wav,4,0,lesred1,614228.wav,/datasets/xeno_canto/491/614228.wav,27.302875
186,lesred1/254395.wav,5,0,lesred1,254395.wav,/datasets/xeno_canto/491/254395.wav,21.425125
187,lesred1/618998.wav,1,0,lesred1,618998.wav,/datasets/xeno_canto/491/618998.wav,14.082625
188,lesred1/187929.wav,4,0,lesred1,187929.wav,/datasets/xeno_canto/491/187929.wav,7.764938
189,lesred1/379924.wav,4,0,lesred1,379924.wav,/datasets/xeno_canto/491/379924.wav,9.821125
190,lesred1/152432.wav,4,0,lesred1,152432.wav,/datasets/xeno_canto/491/152432.wav,15.595125
191,lesred1/243939.wav,2,0,lesred1,243939.wav,/datasets/xeno_canto/491/243939.wav,54.31925
192,lesred1/379923.wav,4,0,lesred1,379923.wav,/datasets/xeno_canto/491/379923.wav,13.29425
193,lesred1/618996.wav,5,0,lesred1,618996.wav,/datasets/xeno_canto/491/618996.wav,35.515688
194,lesred1/614226.wav,2,0,lesred1,614226.wav,/datasets/xeno_canto/491/614226.wav,18.113438
195,lesred1/146727.wav,4,0,lesred1,146727.wav,/datasets/xeno_canto/491/146727.wav,23.659313
196,lesred1/323041.wav,4,0,lesred1,323041.wav,/datasets/xeno_canto/491/323041.wav,13.409813
197,lesred1/243938.wav,1,0,lesred1,243938.wav,/datasets/xeno_canto/491/243938.wav,38.825188
198,lesred1/90382.wav,4,0,lesred1,90382.wav,/datasets/xeno_canto/491/90382.wav,21.969
199,lesred1/614225.wav,2,0,lesred1,614225.wav,/datasets/xeno_canto/491/614225.wav,25.813563
200,lesred1/617167.wav,1,0,lesred1,617167.wav,/datasets/xeno_canto/491/617167.wav,20.371313
201,lesred1/295295.wav,2,0,lesred1,295295.wav,/datasets/xeno_canto/491/295295.wav,13.635938
202,lesred1/195098.wav,3,0,lesred1,195098.wav,/datasets/xeno_canto/491/195098.wav,17.751875
203,lesred1/132617.wav,2,0,lesred1,132617.wav,/datasets/xeno_canto/491/132617.wav,13.583688
204,lesred1/617159.wav,5,0,lesred1,617159.wav,/datasets/xeno_canto/491/617159.wav,64.98625
205,lesred1/132616.wav,1,0,lesred1,132616.wav,/datasets/xeno_canto/491/132616.wav,89.86125
206,lesred1/614237.wav,1,0,lesred1,614237.wav,/datasets/xeno_canto/491/614237.wav,14.695375
207,lesred1/614236.wav,3,0,lesred1,614236.wav,/datasets/xeno_canto/491/614236.wav,12.98025
208,lesred1/132612.wav,3,0,lesred1,132612.wav,/datasets/xeno_canto/491/132612.wav,10.971438
209,lesred1/614235.wav,4,0,lesred1,614235.wav,/datasets/xeno_canto/491/614235.wav,25.074125
210,lesred1/132611.wav,2,0,lesred1,132611.wav,/datasets/xeno_canto/491/132611.wav,12.6955
211,lesred1/614234.wav,2,0,lesred1,614234.wav,/datasets/xeno_canto/491/614234.wav,11.487313
212,lesred1/132609.wav,2,0,lesred1,132609.wav,/datasets/xeno_canto/491/132609.wav,14.08
213,lesred1/614233.wav,1,0,lesred1,614233.wav,/datasets/xeno_canto/491/614233.wav,41.099313
214,lesred1/132608.wav,2,0,lesred1,132608.wav,/datasets/xeno_canto/491/132608.wav,38.55675
215,lesred1/614232.wav,2,0,lesred1,614232.wav,/datasets/xeno_canto/491/614232.wav,40.960375
216,lesred1/693048.wav,2,0,lesred1,693048.wav,/datasets/xeno_canto/491/693048.wav,20.0
217,lesred1/614230.wav,5,0,lesred1,614230.wav,/datasets/xeno_canto/491/614230.wav,55.30375
218,lesred1/692820.wav,5,0,lesred1,692820.wav,/datasets/xeno_canto/491/692820.wav,23.312875
219,lesred1/692819.wav,4,0,lesred1,692819.wav,/datasets/xeno_canto/491/692819.wav,17.504875
220,lesred1/605162.wav,1,0,lesred1,605162.wav,/datasets/xeno_canto/491/605162.wav,30.585188
221,lesred1/603587.wav,5,0,lesred1,603587.wav,/datasets/xeno_canto/491/603587.wav,38.087
222,lesred1/602190.wav,3,0,lesred1,602190.wav,/datasets/xeno_canto/491/602190.wav,6.624
223,lesred1/602189.wav,5,0,lesred1,602189.wav,/datasets/xeno_canto/491/602189.wav,14.064
224,lesred1/602188.wav,5,0,lesred1,602188.wav,/datasets/xeno_canto/491/602188.wav,6.264
225,lesred1/602103.wav,1,0,lesred1,602103.wav,/datasets/xeno_canto/491/602103.wav,50.552813
226,lesred1/602102.wav,2,0,lesred1,602102.wav,/datasets/xeno_canto/491/602102.wav,11.93375
227,lesred1/602100.wav,2,0,lesred1,602100.wav,/datasets/xeno_canto/491/602100.wav,34.446063
228,comred/383642.wav,3,1,comred,383642.wav,/datasets/xeno_canto/491/383642.wav,31.635
229,comred/688284.wav,5,1,comred,688284.wav,/datasets/xeno_canto/491/688284.wav,12.0
230,comred/284478.wav,1,1,comred,284478.wav,/datasets/xeno_canto/491/284478.wav,28.865313
231,comred/628446.wav,1,1,comred,628446.wav,/datasets/xeno_canto/491/628446.wav,54.358125
232,comred/441591.wav,2,1,comred,441591.wav,/datasets/xeno_canto/491/441591.wav,8.64
233,comred/293016.wav,1,1,comred,293016.wav,/datasets/xeno_canto/491/293016.wav,16.081
234,comred/571267.wav,4,1,comred,571267.wav,/datasets/xeno_canto/491/571267.wav,6.156313
235,comred/67142.wav,5,1,comred,67142.wav,/datasets/xeno_canto/491/67142.wav,67.78775
236,comred/435246.wav,5,1,comred,435246.wav,/datasets/xeno_canto/491/435246.wav,20.611688
237,comred/488040.wav,3,1,comred,488040.wav,/datasets/xeno_canto/491/488040.wav,14.363938
238,comred/688281.wav,1,1,comred,688281.wav,/datasets/xeno_canto/491/688281.wav,32.0
239,comred/383641.wav,4,1,comred,383641.wav,/datasets/xeno_canto/491/383641.wav,37.143
240,comred/218766.wav,5,1,comred,218766.wav,/datasets/xeno_canto/491/218766.wav,21.96
241,comred/567556.wav,5,1,comred,567556.wav,/datasets/xeno_canto/491/567556.wav,28.525688
242,comred/441590.wav,1,1,comred,441590.wav,/datasets/xeno_canto/491/441590.wav,12.888
243,comred/435245.wav,1,1,comred,435245.wav,/datasets/xeno_canto/491/435245.wav,11.99125
244,comred/289567.wav,4,1,comred,289567.wav,/datasets/xeno_canto/491/289567.wav,19.35675
245,comred/488037.wav,1,1,comred,488037.wav,/datasets/xeno_canto/491/488037.wav,18.300875
246,comred/65865.wav,5,1,comred,65865.wav,/datasets/xeno_canto/491/65865.wav,11.46775
247,comred/626750.wav,1,1,comred,626750.wav,/datasets/xeno_canto/491/626750.wav,10.56
248,comred/218765.wav,4,1,comred,218765.wav,/datasets/xeno_canto/491/218765.wav,20.976
249,comred/31603.wav,5,1,comred,31603.wav,/datasets/xeno_canto/491/31603.wav,63.430625
250,comred/283903.wav,1,1,comred,283903.wav,/datasets/xeno_canto/491/283903.wav,26.786688
251,comred/441589.wav,1,1,comred,441589.wav,/datasets/xeno_canto/491/441589.wav,12.6
252,comred/536918.wav,1,1,comred,536918.wav,/datasets/xeno_canto/491/536918.wav,23.226
253,comred/383640.wav,2,1,comred,383640.wav,/datasets/xeno_canto/491/383640.wav,59.104
254,comred/610600.wav,5,1,comred,610600.wav,/datasets/xeno_canto/491/610600.wav,15.2555
255,comred/688280.wav,2,1,comred,688280.wav,/datasets/xeno_canto/491/688280.wav,21.0
256,comred/214125.wav,4,1,comred,214125.wav,/datasets/xeno_canto/491/214125.wav,34.063688
257,comred/488034.wav,5,1,comred,488034.wav,/datasets/xeno_canto/491/488034.wav,7.62225
258,comred/435243.wav,5,1,comred,435243.wav,/datasets/xeno_canto/491/435243.wav,17.790438
259,comred/30885.wav,4,1,comred,30885.wav,/datasets/xeno_canto/491/30885.wav,47.94
260,comred/254577.wav,3,1,comred,254577.wav,/datasets/xeno_canto/491/254577.wav,22.597
261,comred/441588.wav,4,1,comred,441588.wav,/datasets/xeno_canto/491/441588.wav,23.064
262,comred/486718.wav,2,1,comred,486718.wav,/datasets/xeno_canto/491/486718.wav,9.553375
263,comred/688279.wav,2,1,comred,688279.wav,/datasets/xeno_canto/491/688279.wav,8.228
264,comred/535780.wav,4,1,comred,535780.wav,/datasets/xeno_canto/491/535780.wav,43.007375
265,comred/207465.wav,5,1,comred,207465.wav,/datasets/xeno_canto/491/207465.wav,16.58775
266,comred/377954.wav,4,1,comred,377954.wav,/datasets/xeno_canto/491/377954.wav,51.069375
